game_id,source,slot_index,player_name,start_role,end_role,role_changed
Youtube / Flashback##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#9 / Game3,Youtube,4,Mitchell,Robber,Werewolf,True
Youtube / Flashback##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#9 / Game4,Youtube,0,Justin,Troublemaker,Troublemaker,False
Youtube / Flashback##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#9 / Game4,Youtube,1,Laura,Villager,Villager,False
Youtube / Flashback##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#9 / Game4,Youtube,2,Paul,Robber,Villager,True
Youtube / Flashback##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#9 / Game4,Youtube,3,James,Seer,Seer,False
Youtube / Flashback##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#9 / Game4,Youtube,4,Mitchell,Villager,Robber,True
Youtube / Flashback##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#9 / Game5,Youtube,0,Justin,Insomniac,Insomniac,False
Youtube / Flashback##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#9 / Game5,Youtube,1,Laura,Werewolf,Werewolf,False
Youtube / Flashback##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#9 / Game5,Youtube,2,Paul,Werewolf,Werewolf,False
Youtube / Flashback##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#9 / Game5,Youtube,3,James,Seer,Seer,False
Youtube / Flashback##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#9 / Game5,Youtube,4,Mitchell,Villager,Villager,False
Youtube / One#Night#Ultimate#Love#Letter##ONE#NIGHT#ULTIMATE#WEREWOLF / Game2,Youtube,0,Justin,Troublemaker,Troublemaker,False
Youtube / One#Night#Ultimate#Love#Letter##ONE#NIGHT#ULTIMATE#WEREWOLF / Game2,Youtube,1,Mitchell,Werewolf,Werewolf,False
Youtube / One#Night#Ultimate#Love#Letter##ONE#NIGHT#ULTIMATE#WEREWOLF / Game2,Youtube,2,Paul,Werewolf,Werewolf,False
Youtube / One#Night#Ultimate#Love#Letter##ONE#NIGHT#ULTIMATE#WEREWOLF / Game2,Youtube,3,Tyler,Seer,Seer,False
Youtube / One#Night#Ultimate#Love#Letter##ONE#NIGHT#ULTIMATE#WEREWOLF / Game3,Youtube,0,Justin,Werewolf,Werewolf,False
Youtube / One#Night#Ultimate#Love#Letter##ONE#NIGHT#ULTIMATE#WEREWOLF / Game3,Youtube,1,Mitchell,Drunk,Seer,True
Youtube / One#Night#Ultimate#Love#Letter##ONE#NIGHT#ULTIMATE#WEREWOLF / Game3,Youtube,2,Paul,Troublemaker,Troublemaker,False
Youtube / One#Night#Ultimate#Love#Letter##ONE#NIGHT#ULTIMATE#WEREWOLF / Game3,Youtube,3,Tyler,Werewolf,Werewolf,False
Youtube / One#Night#Ultimate#Love#Letter##ONE#NIGHT#ULTIMATE#WEREWOLF / Game7,Youtube,0,Justin,Werewolf,Werewolf,False
Youtube / One#Night#Ultimate#Love#Letter##ONE#NIGHT#ULTIMATE#WEREWOLF / Game7,Youtube,1,Mitchell,Drunk,Tanner,True
Youtube / One#Night#Ultimate#Love#Letter##ONE#NIGHT#ULTIMATE#WEREWOLF / Game7,Youtube,2,Paul,Troublemaker,Troublemaker,False
Youtube / One#Night#Ultimate#Love#Letter##ONE#NIGHT#ULTIMATE#WEREWOLF / Game7,Youtube,3,Tyler,Seer,Drunk,True
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game1,Youtube,0,Justin,Robber,Villager,True
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game1,Youtube,1,Alvin,Villager,Villager,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game1,Youtube,2,James,Villager,Robber,True
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game1,Youtube,3,Mitchell,Werewolf,Werewolf,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game10,Youtube,0,Justin,Werewolf,Robber,True
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game10,Youtube,1,Alvin,Seer,Seer,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game10,Youtube,2,James,Tanner,Tanner,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game10,Youtube,3,Mitchell,Robber,Werewolf,True
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game2,Youtube,0,Justin,Werewolf,Werewolf,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game2,Youtube,1,Alvin,Robber,Villager,True
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game2,Youtube,2,James,Villager,Robber,True
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game2,Youtube,3,Mitchell,Villager,Villager,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game3,Youtube,0,Justin,Werewolf,Robber,True
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game3,Youtube,1,Alvin,Seer,Seer,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game3,Youtube,2,James,Villager,Villager,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game3,Youtube,3,Mitchell,Robber,Werewolf,True
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game4,Youtube,0,Justin,Werewolf,Robber,True
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game4,Youtube,1,Alvin,Seer,Seer,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game4,Youtube,2,James,Villager,Villager,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game4,Youtube,3,Mitchell,Robber,Werewolf,True
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game5,Youtube,0,Justin,Villager,Villager,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game5,Youtube,1,Alvin,Werewolf,Robber,True
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game5,Youtube,2,James,Villager,Villager,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game5,Youtube,3,Mitchell,Robber,Werewolf,True
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game6,Youtube,0,Justin,Robber,Werewolf,True
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game6,Youtube,1,Alvin,Seer,Seer,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game6,Youtube,2,James,Hunter,Hunter,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game6,Youtube,3,Mitchell,Werewolf,Robber,True
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game7,Youtube,0,Justin,Seer,Seer,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game7,Youtube,1,Alvin,Robber,Drunk,True
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game7,Youtube,2,James,Werewolf,Werewolf,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game7,Youtube,3,Mitchell,Drunk,Werewolf,True
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game8,Youtube,0,Justin,Robber,Villager,True
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game8,Youtube,1,Alvin,Werewolf,Werewolf,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game8,Youtube,2,James,Villager,Robber,True
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game8,Youtube,3,Mitchell,Werewolf,Werewolf,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game9,Youtube,0,Justin,Seer,Seer,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game9,Youtube,1,Alvin,Villager,Robber,True
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game9,Youtube,2,James,Robber,Villager,True
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game9,Youtube,3,Mitchell,Werewolf,Werewolf,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game1,Youtube,0,Justin,Werewolf,Villager,True
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game1,Youtube,1,Dan,Troublemaker,Troublemaker,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game1,Youtube,2,Mitchell,Seer,Seer,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game1,Youtube,3,Caitlynn,Villager,Werewolf,True
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game1,Youtube,4,Mike,Villager,Villager,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game2,Youtube,0,Justin,Seer,Villager,True
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game2,Youtube,1,Dan,Villager,Seer,True
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game2,Youtube,2,Mitchell,Villager,Robber,True
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game2,Youtube,3,Caitlynn,Robber,Villager,True
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game2,Youtube,4,Mike,Troublemaker,Troublemaker,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game3,Youtube,0,Justin,Werewolf,Werewolf,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game3,Youtube,1,Dan,Villager,Villager,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game3,Youtube,2,Mitchell,Robber,Robber,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game3,Youtube,3,Caitlynn,Villager,Villager,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game3,Youtube,4,Mike,Troublemaker,Troublemaker,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game4,Youtube,0,Justin,Robber,Villager,True
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game4,Youtube,1,Dan,Seer,Seer,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game4,Youtube,2,Mitchell,Villager,Villager,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game4,Youtube,3,Caitlynn,Villager,Robber,True
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game4,Youtube,4,Mike,Werewolf,Werewolf,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game5,Youtube,0,Justin,Seer,Robber,True
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game5,Youtube,1,Dan,Robber,Tanner,True
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game5,Youtube,2,Mitchell,Tanner,Seer,True
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game5,Youtube,3,Caitlynn,Werewolf,Werewolf,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game5,Youtube,4,Mike,Troublemaker,Troublemaker,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game6,Youtube,0,Justin,Tanner,Werewolf,True
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game6,Youtube,1,Dan,Seer,Seer,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game6,Youtube,2,Mitchell,Werewolf,Tanner,True
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game6,Youtube,3,Caitlynn,Troublemaker,Troublemaker,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game6,Youtube,4,Mike,Werewolf,Werewolf,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game7,Youtube,0,Justin,Robber,Seer,True
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game7,Youtube,1,Dan,Seer,Robber,True
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game7,Youtube,2,Mitchell,Werewolf,Werewolf,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game7,Youtube,3,Caitlynn,Werewolf,Werewolf,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game7,Youtube,4,Mike,Villager,Villager,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game8,Youtube,0,Justin,Drunk,Seer,True
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game8,Youtube,1,Dan,Werewolf,Werewolf,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game8,Youtube,2,Mitchell,Robber,Robber,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game8,Youtube,3,Caitlynn,Tanner,Tanner,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game8,Youtube,4,Mike,Villager,Villager,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3 / Game2,Youtube,0,Justin,Villager,Villager,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3 / Game2,Youtube,1,Mike,Villager,Villager,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3 / Game2,Youtube,2,James,Werewolf,Robber,True
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3 / Game2,Youtube,3,Mitchell,Robber,Werewolf,True
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3 / Game3,Youtube,0,Justin,Villager,Villager,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3 / Game3,Youtube,1,Mike,Robber,Seer,True
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3 / Game3,Youtube,2,James,Villager,Villager,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3 / Game3,Youtube,3,Mitchell,Seer,Robber,True
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3 / Game4,Youtube,0,Justin,Insomniac,Insomniac,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3 / Game4,Youtube,1,Mike,Werewolf,Werewolf,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3 / Game4,Youtube,2,James,Villager,Villager,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3 / Game4,Youtube,3,Mitchell,Tanner,Tanner,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3 / Game5,Youtube,0,Justin,Troublemaker,Troublemaker,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3 / Game5,Youtube,1,Mike,Werewolf,Werewolf,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3 / Game5,Youtube,2,James,Insomniac,Villager,True
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3 / Game5,Youtube,3,Mitchell,Tanner,Insomniac,True
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3 / Game6,Youtube,0,Justin,Tanner,Insomniac,True
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3 / Game6,Youtube,1,Mike,Werewolf,Werewolf,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3 / Game6,Youtube,2,James,Troublemaker,Troublemaker,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3 / Game6,Youtube,3,Mitchell,Insomniac,Tanner,True
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3 / Game7,Youtube,0,Justin,Seer,Tanner,True
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3 / Game7,Youtube,1,Mike,Troublemaker,Troublemaker,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3 / Game7,Youtube,2,James,Tanner,Seer,True
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3 / Game7,Youtube,3,Mitchell,Werewolf,Werewolf,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3 / Game8,Youtube,0,Justin,Troublemaker,Troublemaker,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3 / Game8,Youtube,1,Mike,Tanner,Insomniac,True
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3 / Game8,Youtube,2,James,Seer,Seer,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3 / Game8,Youtube,3,Mitchell,Insomniac,Tanner,True
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4 / Game10,Youtube,0,Justin,Werewolf,Werewolf,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4 / Game10,Youtube,1,Caitlynn,Troublemaker,Troublemaker,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4 / Game10,Youtube,2,Mike,Seer,Werewolf,True
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4 / Game10,Youtube,3,James,Werewolf,Seer,True
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4 / Game10,Youtube,4,Mitchell,Drunk,Robber,True
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4 / Game11,Youtube,0,Justin,Werewolf,Werewolf,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4 / Game11,Youtube,1,Caitlynn,Insomniac,Minion,True
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4 / Game11,Youtube,2,Mike,Drunk,Robber,True
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4 / Game11,Youtube,3,James,Troublemaker,Troublemaker,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4 / Game11,Youtube,4,Mitchell,Minion,Insomniac,True
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4 / Game3,Youtube,0,Justin,Troublemaker,Troublemaker,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4 / Game3,Youtube,1,Caitlynn,Drunk,Werewolf,True
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4 / Game3,Youtube,2,Mike,Seer,Insomniac,True
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4 / Game3,Youtube,3,James,Insomniac,Seer,True
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4 / Game3,Youtube,4,Mitchell,Werewolf,Werewolf,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4 / Game4,Youtube,0,Justin,Insomniac,Werewolf,True
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4 / Game4,Youtube,1,Caitlynn,Minion,Minion,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4 / Game4,Youtube,2,Mike,Werewolf,Insomniac,True
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4 / Game4,Youtube,3,James,Troublemaker,Troublemaker,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4 / Game4,Youtube,4,Mitchell,Drunk,Robber,True
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4 / Game5,Youtube,0,Justin,Werewolf,Robber,True
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4 / Game5,Youtube,1,Caitlynn,Drunk,Minion,True
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4 / Game5,Youtube,2,Mike,Seer,Seer,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4 / Game5,Youtube,3,James,Robber,Werewolf,True
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4 / Game5,Youtube,4,Mitchell,Insomniac,Insomniac,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4 / Game6,Youtube,0,Justin,Insomniac,Insomniac,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4 / Game6,Youtube,1,Caitlynn,Werewolf,Drunk,True
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4 / Game6,Youtube,2,Mike,Troublemaker,Troublemaker,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4 / Game6,Youtube,3,James,Minion,Minion,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4 / Game6,Youtube,4,Mitchell,Drunk,Robber,True
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4 / Game7,Youtube,0,Justin,Minion,Drunk,True
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4 / Game7,Youtube,1,Caitlynn,Drunk,Insomniac,True
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4 / Game7,Youtube,2,Mike,Seer,Seer,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4 / Game7,Youtube,3,James,Troublemaker,Troublemaker,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4 / Game7,Youtube,4,Mitchell,Robber,Minion,True
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4 / Game9,Youtube,0,Justin,Minion,Minion,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4 / Game9,Youtube,1,Caitlynn,Drunk,Werewolf,True
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4 / Game9,Youtube,2,Mike,Seer,Seer,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4 / Game9,Youtube,3,James,Werewolf,Werewolf,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4 / Game9,Youtube,4,Mitchell,Insomniac,Insomniac,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game1,Youtube,0,Justin,Troublemaker,Troublemaker,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game1,Youtube,1,Paul,Villager,Seer,True
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game1,Youtube,2,Mitchell,Seer,Villager,True
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game2,Youtube,0,Justin,Werewolf,Villager,True
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game2,Youtube,1,Paul,Troublemaker,Troublemaker,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game2,Youtube,2,Mitchell,Villager,Werewolf,True
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game3,Youtube,0,Justin,Troublemaker,Troublemaker,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game3,Youtube,1,Paul,Werewolf,Werewolf,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game3,Youtube,2,Mitchell,Seer,Seer,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game4,Youtube,0,Justin,Troublemaker,Troublemaker,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game4,Youtube,1,Paul,Robber,Robber,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game4,Youtube,2,Mitchell,Insomniac,Insomniac,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game5,Youtube,0,Justin,Werewolf,Werewolf,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game5,Youtube,1,Paul,Werewolf,Werewolf,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game5,Youtube,2,Mitchell,Insomniac,Insomniac,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game6,Youtube,0,Justin,Werewolf,Werewolf,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game6,Youtube,1,Paul,Werewolf,Werewolf,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game6,Youtube,2,Mitchell,Insomniac,Insomniac,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game7,Youtube,0,Justin,Insomniac,Insomniac,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game7,Youtube,1,Paul,Werewolf,Werewolf,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game7,Youtube,2,Mitchell,Troublemaker,Troublemaker,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game8,Youtube,0,Justin,Werewolf,Werewolf,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game8,Youtube,1,Paul,Werewolf,Werewolf,False
