repeat,fold,source,session,game,composition_id
0,3,Youtube,one night ultimate werewolf retro 2,game6,9
0,3,Youtube,one night ultimate werewolf retro 2,game7,9
0,3,Youtube,one night ultimate werewolf retro 2,game8,9
0,1,Youtube,one night ultimate werewolf retro 3,game2,12
0,1,Youtube,one night ultimate werewolf retro 3,game3,12
0,1,Youtube,one night ultimate werewolf retro 3,game4,12
0,1,Youtube,one night ultimate werewolf retro 3,game5,12
0,1,Youtube,one night ultimate werewolf retro 3,game6,12
0,1,Youtube,one night ultimate werewolf retro 3,game7,12
0,1,Youtube,one night ultimate werewolf retro 3,game8,12
0,3,Youtube,one night ultimate werewolf retro 4,game10,2
0,3,Youtube,one night ultimate werewolf retro 4,game11,2
0,3,Youtube,one night ultimate werewolf retro 4,game3,2
0,3,Youtube,one night ultimate werewolf retro 4,game4,2
0,3,Youtube,one night ultimate werewolf retro 4,game5,2
0,3,Youtube,one night ultimate werewolf retro 4,game6,2
0,3,Youtube,one night ultimate werewolf retro 4,game7,2
0,3,Youtube,one night ultimate werewolf retro 4,game9,2
0,3,Youtube,one night ultimate werewolf 37 april 21st 2018,game2,2
0,3,Youtube,one night ultimate werewolf 38 april 21st 2018,game3,2
0,3,Youtube,one night ultimate werewolf 38 april 21st 2018,game4,2
0,3,Youtube,one night ultimate werewolf 39 april 21st 2018,game3,2
0,1,Youtube,one night ultimate werewolf retro 5,game1,11
0,1,Youtube,one night ultimate werewolf retro 5,game2,11
0,1,Youtube,one night ultimate werewolf retro 5,game3,11
0,1,Youtube,one night ultimate werewolf retro 5,game4,11
0,1,Youtube,one night ultimate werewolf retro 5,game5,11
0,1,Youtube,one night ultimate werewolf retro 5,game6,11
0,1,Youtube,one night ultimate werewolf retro 5,game7,11
0,1,Youtube,one night ultimate werewolf retro 5,game8,11
0,3,Youtube,one night ultimate werewolf - drinking play through,game1,28
0,3,Youtube,one night ultimate werewolf - drinking play through,game2,28
0,3,Youtube,one night ultimate werewolf 1 july 5th 2016,game2,32
0,1,Youtube,one night ultimate werewolf 10 november 6th 2016,game1,31
0,1,Youtube,one night ultimate werewolf 13 july 29th 2017,game1,21
0,1,Youtube,one night ultimate werewolf 13 july 29th 2017,game2,21
0,1,Youtube,one night ultimate werewolf 13 july 29th 2017,game3,21
0,2,Youtube,one night ultimate werewolf 14 august 26th 2017,game1,26
0,2,Youtube,one night ultimate werewolf 14 august 26th 2017,game2,26
0,4,Youtube,one night ultimate werewolf 18 september 30th 2017,game1,35
0,3,Youtube,one night ultimate werewolf 26 january 20th 2018,game2,29
0,3,Youtube,one night ultimate werewolf 26 january 20th 2018,game3,29
0,2,Youtube,one night ultimate werewolf 28 february 17th 2018,game1,13
0,2,Youtube,one night ultimate werewolf 28 february 17th 2018,game2,13
0,2,Youtube,one night ultimate werewolf 28 february 17th 2018,game3,13
0,2,Youtube,one night ultimate werewolf 30 february 17th 2018,game2,13
0,2,Youtube,one night ultimate werewolf 30 february 17th 2018,game4,13
0,4,Youtube,one night ultimate werewolf 34 march 24th 2018,game2,27
0,4,Youtube,one night ultimate werewolf 34 march 24th 2018,game3,27
0,0,Youtube,one night ultimate werewolf 4 july 14th 2016,game1,0
0,0,Youtube,one night ultimate werewolf 4 july 14th 2016,game2,0
0,0,Youtube,one night ultimate werewolf 4 july 14th 2016,game3,0
0,0,Youtube,one night ultimate werewolf 43 october 13th 2018,game1,0
0,0,Youtube,one night ultimate werewolf 43 october 13th 2018,game3,0
0,0,Youtube,one night ultimate werewolf 43 october 13th 2018,game4,0
0,0,Youtube,one night ultimate werewolf 44 october 13th 2018,game1,0
0,0,Youtube,one night ultimate werewolf 44 october 13th 2018,game2,0
0,0,Youtube,one night ultimate werewolf 44 october 13th 2018,game3,0
0,0,Youtube,one night ultimate werewolf 44 october 13th 2018,game4,0
0,0,Youtube,one night ultimate werewolf 44 october 13th 2018,game5,0
0,0,Youtube,one night ultimate werewolf 45 october 13th 2018,game4,0
0,0,Youtube,one night ultimate werewolf 45 october 13th 2018,game6,0
0,0,Youtube,one night ultimate werewolf 86 november 9th 2019,game1,0
0,0,Youtube,one night ultimate werewolf 86 november 9th 2019,game3,0
0,0,Youtube,one night ultimate werewolf 86 november 9th 2019,game4,0
0,0,Youtube,one night ultimate werewolf 87 november 9th 2019,game1,0
0,0,Youtube,one night ultimate werewolf 87 november 9th 2019,game2,0
0,1,Youtube,one night ultimate werewolf 5 october 29th 2016,game1,34
0,4,Youtube,one night ultimate werewolf 55 january 26th 2019,game3,33
0,0,Youtube,one night ultimate werewolf 6 november 6th 2016,game1,5
0,0,Youtube,one night ultimate werewolf 6 november 6th 2016,game2,5
0,0,Youtube,one night ultimate werewolf 7 november 6th 2016,game1,5
0,0,Youtube,one night ultimate werewolf 7 november 6th 2016,game2,5
0,0,Youtube,one night ultimate werewolf 7 november 6th 2016,game3,5
0,0,Youtube,one night ultimate werewolf 7 november 6th 2016,game4,5
0,0,Youtube,one night ultimate werewolf 9 november 6th 2016,game1,5
0,0,Youtube,one night ultimate werewolf 9 november 6th 2016,game2,5
0,0,Youtube,one night ultimate werewolf 9 november 6th 2016,game3,5
0,0,Youtube,one night ultimate werewolf 9 november 6th 2016,game4,5
0,4,Youtube,one night ultimate werewolf 62 march 23rd 2019,game1,10
0,4,Youtube,one night ultimate werewolf 62 march 23rd 2019,game2,10
0,4,Youtube,one night ultimate werewolf 63 march 23rd 2019,game1,10
0,4,Youtube,one night ultimate werewolf 64 march 23rd 2019,game3,10
0,4,Youtube,one night ultimate werewolf 64 march 23rd 2019,game4,10
0,4,Youtube,one night ultimate werewolf 64 march 23rd 2019,game5,10
0,4,Youtube,one night ultimate werewolf 89 november 30th 2019,game2,10
0,4,Youtube,one night ultimate werewolf 89 november 30th 2019,game3,10
0,2,Youtube,one night ultimate werewolf 8 november 6th 2016,game1,23
0,2,Youtube,one night ultimate werewolf 8 november 6th 2016,game4,23
0,2,Youtube,one night ultimate werewolf 83 october 15th 2019,game2,25
0,2,Youtube,one night ultimate werewolf 83 october 15th 2019,game3,25
0,2,Youtube,one night ultimate love letter one night ultimate werewolf,game2,22
0,2,Youtube,one night ultimate love letter one night ultimate werewolf,game3,22
0,2,Youtube,one night ultimate love letter one night ultimate werewolf,game7,22
0,4,Youtube,one night ultimate werewolf 1 how-to and playthrough,game1,15
0,4,Youtube,one night ultimate werewolf 2 the drunk,game1,15
0,4,Youtube,one night ultimate werewolf 3 insomniac,game1,15
0,2,Youtube,one night ultimate werewolf 361 classic werewolf,game1,19
0,2,Youtube,one night ultimate werewolf 362 more classic werewolf,game1,19
0,2,Youtube,one night ultimate werewolf 363 even more classic werewolf,game1,19
0,2,Youtube,one night ultimate werewolf 381 the hunt is on,game1,24
0,2,Youtube,one night ultimate werewolf 382 game 100!!,game1,24
0,1,Youtube,one night ultimate werewolf 491 classic werewolf,game1,18
0,1,Youtube,one night ultimate werewolf 492 more classic werewolf,game1,18
0,1,Youtube,one night ultimate werewolf 493 even more classic werewolf,game1,18
0,4,Youtube,one night ultimate werewolf 531 classic onuw,game1,17
0,4,Youtube,one night ultimate werewolf 532 more classic onuw,game1,17
0,4,Youtube,one night ultimate werewolf 533 even more classic onuw,game1,17
0,2,Youtube,one night ultimate werewolf game night!!,game2,30
0,4,Youtube,retrovision one night ultimate werewolf retro 7,game1,8
0,4,Youtube,retrovision one night ultimate werewolf retro 7,game2,8
0,4,Youtube,retrovision one night ultimate werewolf retro 7,game3,8
0,4,Youtube,retrovision one night ultimate werewolf retro 7,game4,8
0,4,Youtube,retrovision one night ultimate werewolf retro 7,game5,8
0,4,Youtube,ye olde times one night ultimate werewolf retro 8,game1,8
0,4,Youtube,ye olde times one night ultimate werewolf retro 8,game2,8
0,4,Youtube,ye olde times one night ultimate werewolf retro 8,game3,8
0,4,Youtube,ye olde times one night ultimate werewolf retro 8,game4,8
0,2,Youtube,the return of the king one night ultimate werewolf,game5,20
0,2,Youtube,the return of the king one night ultimate werewolf,game6,20
0,2,Youtube,the return of the king one night ultimate werewolf,game7,20
1,2,Ego4D,0a6ef9dc-a2dc-452b-a907-d6fa2ed4cae0,game1,16
1,2,Ego4D,0a6ef9dc-a2dc-452b-a907-d6fa2ed4cae0,game2,16
1,2,Ego4D,64076f60-f3fc-4ee6-93e1-3489d8ec7b12,game3,16
1,3,Ego4D,0c2659db-7bd4-4b37-9b08-4e247befe382,game4,7
1,3,Ego4D,0c2659db-7bd4-4b37-9b08-4e247befe382,game5,7
1,3,Ego4D,0c2659db-7bd4-4b37-9b08-4e247befe382,game6,7
1,3,Ego4D,0c2659db-7bd4-4b37-9b08-4e247befe382,game7,7
1,3,Ego4D,0c2659db-7bd4-4b37-9b08-4e247befe382,game8,7
1,3,Ego4D,0c2659db-7bd4-4b37-9b08-4e247befe382,game9,7
1,3,Ego4D,698f6bbe-4347-4a06-bd5d-3482f5e4fbbe,game1,7
1,3,Ego4D,698f6bbe-4347-4a06-bd5d-3482f5e4fbbe,game2,7
1,3,Ego4D,698f6bbe-4347-4a06-bd5d-3482f5e4fbbe,game3,7
1,3,Ego4D,1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce,game10,4
1,3,Ego4D,1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce,game11,4
1,3,Ego4D,1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce,game6,4
1,3,Ego4D,1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce,game7,4
1,3,Ego4D,1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce,game8,4
1,3,Ego4D,1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce,game9,4
1,3,Ego4D,324bccd2-adff-4e9a-8ff4-03491e144ac3,game1,4
1,3,Ego4D,324bccd2-adff-4e9a-8ff4-03491e144ac3,game2,4
1,3,Ego4D,324bccd2-adff-4e9a-8ff4-03491e144ac3,game3,4
1,3,Ego4D,324bccd2-adff-4e9a-8ff4-03491e144ac3,game4,4
1,3,Ego4D,324bccd2-adff-4e9a-8ff4-03491e144ac3,game5,4
1,2,Ego4D,2ba4023c-a8bf-43ad-ad5a-80ba222ce990,game10,14
1,2,Ego4D,2ba4023c-a8bf-43ad-ad5a-80ba222ce990,game6,14
1,2,Ego4D,2ba4023c-a8bf-43ad-ad5a-80ba222ce990,game7,14
1,2,Ego4D,2ba4023c-a8bf-43ad-ad5a-80ba222ce990,game8,14
1,2,Ego4D,2ba4023c-a8bf-43ad-ad5a-80ba222ce990,game9,14
1,4,Ego4D,3ba069be-60fa-47fc-bd7b-f85bf649a5bd,game1,3
1,4,Ego4D,3ba069be-60fa-47fc-bd7b-f85bf649a5bd,game2,3
1,4,Ego4D,3ba069be-60fa-47fc-bd7b-f85bf649a5bd,game3,3
1,4,Ego4D,3ba069be-60fa-47fc-bd7b-f85bf649a5bd,game4,3
1,4,Ego4D,3ba069be-60fa-47fc-bd7b-f85bf649a5bd,game5,3
1,4,Ego4D,3ba069be-60fa-47fc-bd7b-f85bf649a5bd,game6,3
1,4,Ego4D,62c4bc58-3776-4791-ac30-4c9ca5619503,game10,3
1,4,Ego4D,62c4bc58-3776-4791-ac30-4c9ca5619503,game11,3
1,4,Ego4D,62c4bc58-3776-4791-ac30-4c9ca5619503,game12,3
1,4,Ego4D,62c4bc58-3776-4791-ac30-4c9ca5619503,game7,3
1,4,Ego4D,62c4bc58-3776-4791-ac30-4c9ca5619503,game8,3
1,4,Ego4D,62c4bc58-3776-4791-ac30-4c9ca5619503,game9,3
1,3,Youtube,flashback one night ultimate werewolf retro 9,game1,1
1,3,Youtube,flashback one night ultimate werewolf retro 9,game2,1
1,3,Youtube,flashback one night ultimate werewolf retro 9,game3,1
1,3,Youtube,flashback one night ultimate werewolf retro 9,game4,1
1,3,Youtube,flashback one night ultimate werewolf retro 9,game5,1
1,3,Youtube,visions from 2016 one night ultimate werewolf retro 11,game1,1
1,3,Youtube,visions from 2016 one night ultimate werewolf retro 11,game2,1
1,3,Youtube,visions from 2016 one night ultimate werewolf retro 11,game3,1
1,3,Youtube,visions from 2016 one night ultimate werewolf retro 11,game4,1
1,3,Youtube,visions from 2016 one night ultimate werewolf retro 11,game5,1
1,3,Youtube,way way back one night ultimate werewolf retro 10,game1,1
1,3,Youtube,way way back one night ultimate werewolf retro 10,game2,1
1,3,Youtube,way way back one night ultimate werewolf retro 10,game3,1
1,3,Youtube,way way back one night ultimate werewolf retro 10,game4,1
1,3,Youtube,way way back one night ultimate werewolf retro 10,game5,1
1,0,Youtube,one night ultimate werewolf retro 1,game1,6
1,0,Youtube,one night ultimate werewolf retro 1,game10,6
1,0,Youtube,one night ultimate werewolf retro 1,game2,6
1,0,Youtube,one night ultimate werewolf retro 1,game3,6
1,0,Youtube,one night ultimate werewolf retro 1,game4,6
1,0,Youtube,one night ultimate werewolf retro 1,game5,6
1,0,Youtube,one night ultimate werewolf retro 1,game6,6
1,0,Youtube,one night ultimate werewolf retro 1,game7,6
1,0,Youtube,one night ultimate werewolf retro 1,game8,6
1,0,Youtube,one night ultimate werewolf retro 1,game9,6
1,2,Youtube,one night ultimate werewolf retro 2,game1,9
1,2,Youtube,one night ultimate werewolf retro 2,game2,9
1,2,Youtube,one night ultimate werewolf retro 2,game3,9
1,2,Youtube,one night ultimate werewolf retro 2,game4,9
1,2,Youtube,one night ultimate werewolf retro 2,game5,9
1,2,Youtube,one night ultimate werewolf retro 2,game6,9
1,2,Youtube,one night ultimate werewolf retro 2,game7,9
1,2,Youtube,one night ultimate werewolf retro 2,game8,9
1,4,Youtube,one night ultimate werewolf retro 3,game2,12
1,4,Youtube,one night ultimate werewolf retro 3,game3,12
1,4,Youtube,one night ultimate werewolf retro 3,game4,12
1,4,Youtube,one night ultimate werewolf retro 3,game5,12
1,4,Youtube,one night ultimate werewolf retro 3,game6,12
1,4,Youtube,one night ultimate werewolf retro 3,game7,12
1,4,Youtube,one night ultimate werewolf retro 3,game8,12
1,0,Youtube,one night ultimate werewolf retro 4,game10,2
1,0,Youtube,one night ultimate werewolf retro 4,game11,2
1,0,Youtube,one night ultimate werewolf retro 4,game3,2
1,0,Youtube,one night ultimate werewolf retro 4,game4,2
1,0,Youtube,one night ultimate werewolf retro 4,game5,2
1,0,Youtube,one night ultimate werewolf retro 4,game6,2
1,0,Youtube,one night ultimate werewolf retro 4,game7,2
1,0,Youtube,one night ultimate werewolf retro 4,game9,2
1,0,Youtube,one night ultimate werewolf 37 april 21st 2018,game2,2
1,0,Youtube,one night ultimate werewolf 38 april 21st 2018,game3,2
1,0,Youtube,one night ultimate werewolf 38 april 21st 2018,game4,2
1,0,Youtube,one night ultimate werewolf 39 april 21st 2018,game3,2
1,0,Youtube,one night ultimate werewolf retro 5,game1,11
1,0,Youtube,one night ultimate werewolf retro 5,game2,11
1,0,Youtube,one night ultimate werewolf retro 5,game3,11
1,0,Youtube,one night ultimate werewolf retro 5,game4,11
1,0,Youtube,one night ultimate werewolf retro 5,game5,11
1,0,Youtube,one night ultimate werewolf retro 5,game6,11
1,0,Youtube,one night ultimate werewolf retro 5,game7,11
1,0,Youtube,one night ultimate werewolf retro 5,game8,11
1,1,Youtube,one night ultimate werewolf - drinking play through,game1,28
1,1,Youtube,one night ultimate werewolf - drinking play through,game2,28
1,1,Youtube,one night ultimate werewolf 1 july 5th 2016,game2,32
1,1,Youtube,one night ultimate werewolf 10 november 6th 2016,game1,31
1,4,Youtube,one night ultimate werewolf 13 july 29th 2017,game1,21
1,4,Youtube,one night ultimate werewolf 13 july 29th 2017,game2,21
1,4,Youtube,one night ultimate werewolf 13 july 29th 2017,game3,21
1,4,Youtube,one night ultimate werewolf 14 august 26th 2017,game1,26
1,4,Youtube,one night ultimate werewolf 14 august 26th 2017,game2,26
1,4,Youtube,one night ultimate werewolf 18 september 30th 2017,game1,35
1,2,Youtube,one night ultimate werewolf 26 january 20th 2018,game2,29
1,2,Youtube,one night ultimate werewolf 26 january 20th 2018,game3,29
1,1,Youtube,one night ultimate werewolf 28 february 17th 2018,game1,13
1,1,Youtube,one night ultimate werewolf 28 february 17th 2018,game2,13
1,1,Youtube,one night ultimate werewolf 28 february 17th 2018,game3,13
1,1,Youtube,one night ultimate werewolf 30 february 17th 2018,game2,13
1,1,Youtube,one night ultimate werewolf 30 february 17th 2018,game4,13
1,4,Youtube,one night ultimate werewolf 34 march 24th 2018,game2,27
1,4,Youtube,one night ultimate werewolf 34 march 24th 2018,game3,27
1,1,Youtube,one night ultimate werewolf 4 july 14th 2016,game1,0
1,1,Youtube,one night ultimate werewolf 4 july 14th 2016,game2,0
1,1,Youtube,one night ultimate werewolf 4 july 14th 2016,game3,0
1,1,Youtube,one night ultimate werewolf 43 october 13th 2018,game1,0
1,1,Youtube,one night ultimate werewolf 43 october 13th 2018,game3,0
1,1,Youtube,one night ultimate werewolf 43 october 13th 2018,game4,0
1,1,Youtube,one night ultimate werewolf 44 october 13th 2018,game1,0
1,1,Youtube,one night ultimate werewolf 44 october 13th 2018,game2,0
1,1,Youtube,one night ultimate werewolf 44 october 13th 2018,game3,0
1,1,Youtube,one night ultimate werewolf 44 october 13th 2018,game4,0
1,1,Youtube,one night ultimate werewolf 44 october 13th 2018,game5,0
1,1,Youtube,one night ultimate werewolf 45 october 13th 2018,game4,0
1,1,Youtube,one night ultimate werewolf 45 october 13th 2018,game6,0
1,1,Youtube,one night ultimate werewolf 86 november 9th 2019,game1,0
1,1,Youtube,one night ultimate werewolf 86 november 9th 2019,game3,0
1,1,Youtube,one night ultimate werewolf 86 november 9th 2019,game4,0
1,1,Youtube,one night ultimate werewolf 87 november 9th 2019,game1,0
1,1,Youtube,one night ultimate werewolf 87 november 9th 2019,game2,0
1,0,Youtube,one night ultimate werewolf 5 october 29th 2016,game1,34
1,1,Youtube,one night ultimate werewolf 55 january 26th 2019,game3,33
1,2,Youtube,one night ultimate werewolf 6 november 6th 2016,game1,5
1,2,Youtube,one night ultimate werewolf 6 november 6th 2016,game2,5
1,2,Youtube,one night ultimate werewolf 7 november 6th 2016,game1,5
1,2,Youtube,one night ultimate werewolf 7 november 6th 2016,game2,5
1,2,Youtube,one night ultimate werewolf 7 november 6th 2016,game3,5
1,2,Youtube,one night ultimate werewolf 7 november 6th 2016,game4,5
1,2,Youtube,one night ultimate werewolf 9 november 6th 2016,game1,5
1,2,Youtube,one night ultimate werewolf 9 november 6th 2016,game2,5
1,2,Youtube,one night ultimate werewolf 9 november 6th 2016,game3,5
1,2,Youtube,one night ultimate werewolf 9 november 6th 2016,game4,5
1,1,Youtube,one night ultimate werewolf 62 march 23rd 2019,game1,10
1,1,Youtube,one night ultimate werewolf 62 march 23rd 2019,game2,10
1,1,Youtube,one night ultimate werewolf 63 march 23rd 2019,game1,10
1,1,Youtube,one night ultimate werewolf 64 march 23rd 2019,game3,10
1,1,Youtube,one night ultimate werewolf 64 march 23rd 2019,game4,10
1,1,Youtube,one night ultimate werewolf 64 march 23rd 2019,game5,10
1,1,Youtube,one night ultimate werewolf 89 november 30th 2019,game2,10
1,1,Youtube,one night ultimate werewolf 89 november 30th 2019,game3,10
1,2,Youtube,one night ultimate werewolf 8 november 6th 2016,game1,23
1,2,Youtube,one night ultimate werewolf 8 november 6th 2016,game4,23
1,1,Youtube,one night ultimate werewolf 83 october 15th 2019,game2,25
1,1,Youtube,one night ultimate werewolf 83 october 15th 2019,game3,25
1,2,Youtube,one night ultimate love letter one night ultimate werewolf,game2,22
1,2,Youtube,one night ultimate love letter one night ultimate werewolf,game3,22
1,2,Youtube,one night ultimate love letter one night ultimate werewolf,game7,22
1,0,Youtube,one night ultimate werewolf 1 how-to and playthrough,game1,15
1,0,Youtube,one night ultimate werewolf 2 the drunk,game1,15
1,0,Youtube,one night ultimate werewolf 3 insomniac,game1,15
1,2,Youtube,one night ultimate werewolf 361 classic werewolf,game1,19
1,2,Youtube,one night ultimate werewolf 362 more classic werewolf,game1,19
1,2,Youtube,one night ultimate werewolf 363 even more classic werewolf,game1,19
1,2,Youtube,one night ultimate werewolf 381 the hunt is on,game1,24
1,2,Youtube,one night ultimate werewolf 382 game 100!!,game1,24
1,0,Youtube,one night ultimate werewolf 491 classic werewolf,game1,18
1,0,Youtube,one night ultimate werewolf 492 more classic werewolf,game1,18
1,0,Youtube,one night ultimate werewolf 493 even more classic werewolf,game1,18
1,3,Youtube,one night ultimate werewolf 531 classic onuw,game1,17
1,3,Youtube,one night ultimate werewolf 532 more classic onuw,game1,17
1,3,Youtube,one night ultimate werewolf 533 even more classic onuw,game1,17
1,1,Youtube,one night ultimate werewolf game night!!,game2,30
1,4,Youtube,retrovision one night ultimate werewolf retro 7,game1,8
1,4,Youtube,retrovision one night ultimate werewolf retro 7,game2,8
1,4,Youtube,retrovision one night ultimate werewolf retro 7,game3,8
1,4,Youtube,retrovision one night ultimate werewolf retro 7,game4,8
1,4,Youtube,retrovision one night ultimate werewolf retro 7,game5,8
1,4,Youtube,ye olde times one night ultimate werewolf retro 8,game1,8
1,4,Youtube,ye olde times one night ultimate werewolf retro 8,game2,8
1,4,Youtube,ye olde times one night ultimate werewolf retro 8,game3,8
1,4,Youtube,ye olde times one night ultimate werewolf retro 8,game4,8
1,4,Youtube,the return of the king one night ultimate werewolf,game5,20
1,4,Youtube,the return of the king one night ultimate werewolf,game6,20
1,4,Youtube,the return of the king one night ultimate werewolf,game7,20
2,4,Ego4D,0a6ef9dc-a2dc-452b-a907-d6fa2ed4cae0,game1,16
2,4,Ego4D,0a6ef9dc-a2dc-452b-a907-d6fa2ed4cae0,game2,16
2,4,Ego4D,64076f60-f3fc-4ee6-93e1-3489d8ec7b12,game3,16
2,0,Ego4D,0c2659db-7bd4-4b37-9b08-4e247befe382,game4,7
2,0,Ego4D,0c2659db-7bd4-4b37-9b08-4e247befe382,game5,7
2,0,Ego4D,0c2659db-7bd4-4b37-9b08-4e247befe382,game6,7
2,0,Ego4D,0c2659db-7bd4-4b37-9b08-4e247befe382,game7,7
2,0,Ego4D,0c2659db-7bd4-4b37-9b08-4e247befe382,game8,7
2,0,Ego4D,0c2659db-7bd4-4b37-9b08-4e247befe382,game9,7
2,0,Ego4D,698f6bbe-4347-4a06-bd5d-3482f5e4fbbe,game1,7
2,0,Ego4D,698f6bbe-4347-4a06-bd5d-3482f5e4fbbe,game2,7
2,0,Ego4D,698f6bbe-4347-4a06-bd5d-3482f5e4fbbe,game3,7
2,1,Ego4D,1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce,game10,4
