boot_iter,voter::accusation_rate,voter::defense_rate,voter::interrogation_rate,voter::evidence_rate,voter::identity_declaration_rate,voter::call_for_action_rate,voter::werewolf_accusations_made_rate,voter::deception_accusations_made_rate,voter::werewolf_accusations_received_rate,voter::deception_accusations_received_rate,voter::claims_werewolf_rate,voter::claims_tanner_rate,voter::claims_night_action_role_rate,candidate::accusation_rate,candidate::defense_rate,candidate::interrogation_rate,candidate::evidence_rate,candidate::identity_declaration_rate,candidate::call_for_action_rate,candidate::werewolf_accusations_made_rate,candidate::deception_accusations_made_rate,candidate::werewolf_accusations_received_rate,candidate::deception_accusations_received_rate,candidate::claims_werewolf_rate,candidate::claims_tanner_rate,candidate::claims_night_action_role_rate
12,-0.026975934565372173,0.008191273161362856,0.034689531035817456,0.0381520316220885,-0.02358647225956288,-0.014487922036426947,-0.10727958876929446,-0.009126356271477648,0.050816384374724036,-0.026416897628784995,0.057181103046229205,0.006848320468047969,0.024165691632691295,-0.058675142118094645,-0.025712582960798484,0.04055448385361552,-0.11112065670089159,0.041218332930218586,0.05697605771582415,-0.08041581828733177,0.08054252270795134,0.34961592253015406,0.0760454386526334,0.05812217530327768,0.007868368437616482,-0.06013139028831123
13,-0.04990934722951811,-0.04150439673979252,-0.0266136560735758,0.0283009141503144,-0.039415977011787874,-0.021869464152426146,-0.1239622370282432,-0.08135519744761897,0.027550463125758495,0.0029193350829294,0.031522170328041894,0.023110767394956582,0.04052361134573663,0.034567003048040924,-0.02094000269852648,0.03359981384892548,-0.13625255279834955,-0.09267845743323777,0.061184380234201675,-0.08802962652282405,-0.08925244971279471,0.4312194419021746,0.2634814366720942,0.04893953278854598,0.06487427091027853,0.1101955062254159
14,-0.06301448285935828,0.03464404811936381,0.014468751514412948,0.03948275232150837,-0.02450256541102224,-0.007179709053706458,-0.11674865700631314,-0.03516264305109389,0.02547377982759473,0.0064833076714182775,0.03459399865703052,0.022504868711127314,-0.03554000417931052,-0.07893483858494622,0.0005777020802359606,-0.02234511697375774,-0.08498191739821241,-0.0698128278176236,0.04075403865842564,0.03399494562176168,-0.01587643741420693,0.481480738736427,0.11979854328322698,0.03672981533397669,0.017345218462414567,-0.0012596226312087374
15,-0.040380546129278744,-0.017886334720963157,-0.0454214008811723,-0.004674834887948275,-0.06514787070246304,0.030910106950115663,-0.1814171240198857,-0.07348624157679601,0.05259832215008519,0.019893981539395696,0.05025033479961383,0.025318995193517428,0.01696299370619313,-0.12653727303135964,0.06114826463566665,0.04816703339625065,-0.06433449481047375,-0.07129504171731718,0.02485942271746191,-0.10047416594634664,-0.00028397805006658147,0.6077346697617463,0.24089044547868152,0.016416933592991872,0.07329693640338704,0.06848916902963953
16,-0.04332856775879409,0.001284366925039092,0.03634042621811198,0.04284308919273457,-0.012809867552289887,-0.026655867496339705,-0.05492375914347732,-0.006016934661757372,0.09314752369962848,-0.013135150204254665,0.039355254528872015,0.014421309417032702,0.01598504899634363,-0.13154447890509952,0.015020930841733724,-0.00853298990615132,0.003638648294037735,0.00963140484140849,0.09760967264549952,-0.07943902727045743,0.13334493160897987,0.2961706185260348,0.07391556692469467,0.0744852037506609,-0.025344953150301195,0.022747933601391216
17,-0.0248311245734154,-0.04582015490516908,-0.054285167455944854,-0.010213158701334824,-0.036569178805479365,-0.020877338373362635,-0.16851609275435392,-0.006573808905249205,0.027379569535929772,0.0074800808150687,0.10197860689165943,0.04224888596038042,0.015926430777266153,-0.09359055215321191,0.08077408703531817,0.04468673751328488,-0.14440496277511444,0.12226811724368522,0.04195391396277134,-0.13648468858811108,-0.022510919820584712,0.48606151156714283,0.08348889795181666,-0.018293794501181054,0.00832799027458469,-0.01606314324042902
18,-0.04917476580950039,-0.008332784407840767,-0.0360708256994566,0.01818980186987146,-0.05663660718416547,-0.021151437543931832,-0.14523609926239203,-0.07343596283904089,0.07819109576784036,0.007165056082249994,0.05087067289610763,0.025293654403324768,0.02264644710623443,-0.13234808852639476,0.03987727809815381,-0.02081829272161768,-0.04087105344295321,0.0683451046864384,0.09243413989634709,-0.12565294362076945,0.0026932480196579416,0.48689418400539397,0.25897963092516274,0.03094004424636603,-0.02776127402318314,-0.005007488577737344
19,-0.04330732801562914,0.014755858962602118,-0.014757354548545583,0.03507798701289562,-0.04360198663203122,0.008288500564106379,-0.1542577923194336,-0.0747764741704938,0.03779228469587225,0.015175109821394327,0.059795342824848316,0.02863446867926816,-0.009990365625931464,-0.1330586083098869,0.11102794511283062,-0.003865937320184524,-0.11763784885148272,-0.010848672590667324,0.00585218621773021,-0.0947241337777715,-0.03967884168853293,0.5325444251881789,0.1970151904251452,0.11099148338449621,0.05446836508562224,0.011060615578684742
20,-0.03472760146939774,0.0383446158499598,-0.005245367673534758,0.02618402419632969,-0.04030848266221895,0.033061023974609756,-0.13634595545035064,-0.06053051664746864,0.02996334183846672,-0.0019419190054150235,0.04673501061547569,0.02932262553220749,0.015820461451374807,-0.0803286132961424,-0.01619528378841167,-0.07972144021480113,-0.037959915598001714,-0.02306764546692115,-0.0206485460002724,-0.01726310591963312,-0.0765064513774281,0.4829413150199983,0.176108830998299,0.08136247920040669,0.05489270851080412,0.04649133459449844
21,-0.03745017839777302,0.0012051428583935418,-0.012472250057438747,0.021932354232537865,-0.01660755699591948,0.02880318522563763,-0.1306853585644046,-0.013080572249835835,0.09430611238861682,0.0025050031488217796,0.07505418047644376,0.015344612895373349,-0.003652693412813428,-0.18524710137701994,0.08966835864030478,0.0007711686281186363,-0.028610673531471145,0.08124484330373262,0.01550689856290376,-0.06911561588278818,0.08993381245968628,0.4775988509623947,0.07525356941753175,0.10209148812129895,0.07547079522660011,-0.1116073713611639
22,-0.03925607117368099,0.009832829441089593,0.024738387434006897,0.032581020178482085,-0.026760863663859453,-0.006460561577356902,-0.12044596208627661,0.02560884782282572,0.02985388194458512,-0.0031989959557907877,0.044105355676086686,0.026730489317769307,0.020410782388983147,-0.06683254843857252,0.014613700395130286,0.06899246395211169,-0.10275756163340692,-0.03891146781318597,0.09866554495409988,-0.057611401958209095,0.0915723360840781,0.48151590065560657,-0.002349998986880414,-0.015580709562776135,0.07708988398059054,-0.042474926036555366
23,-0.02395901807936383,0.0327252090810692,-0.0044498187981783215,0.007349976492056078,-0.011096715608926317,0.023640782705366504,-0.12070546419180837,-0.03422101408159767,0.028099231958651237,0.008916415545397011,0.06193500040817221,0.03529209271247556,-0.007283274099430039,-0.05601177124956056,0.08329232256494572,-0.007432577417112992,-0.09038555282702174,0.0319442497957924,-0.007189741369752579,-0.13114382290095464,-0.05244302743075434,0.4231891047566405,0.066653673415484,0.049189344710252964,0.06915420174775265,-0.09685638951254129
24,-0.02532348014378375,0.034862191264824136,0.033624488690437195,0.0229666350362988,-0.012764804626184558,1.5345458637120547e-05,-0.1100623414812437,-0.016725753277475525,0.041159138839882106,-0.006565733398261867,0.06327873327942223,0.028627002747767687,-0.015632077520344127,-0.08891320003715614,0.02758225910886278,0.005271991418855237,-0.08633236860701944,0.06124163974228892,0.08126664744394645,-0.10381228030277631,0.049183013624382564,0.40882265696545433,0.060581071187387786,0.006353571021497825,0.008468800083581843,-0.10985766222758504
25,-0.015641488678901982,-0.029817090427777224,-0.02772498565301063,-0.01248614562258313,-0.03939650660714259,-0.03288159496109242,-0.17316021636108075,0.0012063189947554836,0.009976273074295074,0.009080128014005432,0.07524952901253529,0.025262030942743877,0.011745739239355355,-0.09251033149393768,0.05399660410048691,0.11626536135661794,-0.1488043278340315,0.00962569504741275,0.06953326574398531,-0.11364143606723888,0.01035809409847576,0.60852168503644,0.07344588101766436,-0.020830402286699374,0.015931463062659898,0.027213513427300176
26,-0.03814285940371461,0.005435109586138824,-0.009291226777910269,0.012785300671653423,-0.04768612721158001,0.0039821375728856506,-0.14559376491172418,-0.03378892228949825,0.039672469637112205,0.0041245450471596255,0.07559191184999456,0.03183640022364978,-0.003633026168868245,-0.12676718229003278,0.026187441522685963,0.0029875930529898666,-0.1628407785222522,0.04694235902825183,0.06581817291862586,-0.08136325720035788,0.036049596977442075,0.44649282165193105,0.12114199962137705,0.0711228948729588,0.05542538738236481,0.0004952087030474085
27,-0.026477145589391557,0.03262589850191463,-0.00246955349154614,0.03280067763432619,-0.039723591319861945,0.02079784173287293,-0.13451695052493373,-0.048463861559353526,0.010458731404161007,0.036617699274591305,0.044881875331193935,0.021377095608312167,-0.009548817650490374,-0.09056944891676261,0.0004065756968586041,-0.07204069900039317,-0.19318784297748362,-0.11462813046388706,-0.02280386006167314,0.06569549468837962,-0.07639321810701945,0.49157786021002753,0.2132984697920143,0.16327171406059476,0.06755635051921278,0.07712729846669819
28,-0.014428506220712673,-0.006740026797052464,0.006392441297698056,0.023972062569293903,-0.036405798700348185,-0.00495114411336853,-0.1325202852904479,-0.04369954083313495,0.016789906789697353,0.01132997273478937,0.04733044396351397,0.004233719043220865,-0.006228929047756133,-0.03612417788429519,-0.000598372364393613,0.047689305745757395,-0.1355051026147841,-0.15289271520091943,-0.02786129654987373,0.006434174420519739,-0.03637484932362822,0.5457019168049577,0.13777850249252332,0.08811387929911488,0.036373619756523305,0.11635672022703823
29,-0.041787330537913454,0.0034371810369422076,0.0007593897010406275,0.02220837069166339,-0.03600115096991842,0.008698295288650914,-0.14785857789738244,-0.043375868971549165,0.029432230295239486,0.011121380910541682,0.07183180007150587,0.024284283975983072,-0.0038417969459850552,-0.0789856582475179,0.029171323371805977,0.019444456810835665,-0.16456903939731865,-0.022285310393345047,0.022771937528626243,-0.03611591865471621,-0.017568864847189773,0.5297923186817493,0.16444117696823748,0.060747640375174466,-0.0027661412526086486,0.010907346348271271
30,-0.04034204556963194,0.02205892926180048,0.004891286086803414,0.0228489908267297,-0.026227329639099916,0.012630780087343354,-0.14345833658022766,-0.029318225805709426,0.023127296634399146,0.006436400390852118,0.059676682870606304,0.02888657631472433,-0.012221316678817805,-0.052771359344724524,0.02551549341232158,0.038382561023079666,-0.1482247186391734,-0.009572891056362672,0.05321861237977188,-0.119479111137517,-0.011905061874558942,0.4740625996111233,0.1129839158837301,0.04519762316871361,0.04791559570369381,-0.04033495118248214
31,-0.04562370114620493,0.037928324424886826,-0.004203065727214801,0.027519142919864466,-0.04741019371921039,0.022881249312706943,-0.13159370786398092,-0.06684627491169193,0.05418698876196884,0.005570641996089752,0.04817397203583732,0.02533197521385342,0.02745237802121365,-0.018403761774840488,0.04160964957217078,0.023194922430805093,-0.11579755483447916,0.032821452281832614,0.04281235834804302,-0.15794335360798994,-0.053156341503738505,0.47037044256498384,0.21079661240183128,0.05329080143897614,0.07316596742452255,-0.1152429637144276
32,-0.03468456490174052,0.0030894111659799275,0.010517313211293806,0.0278870152819495,-0.019396288712141392,-0.0011333307339944794,-0.0994873265802112,-0.019896484113096347,0.06820606428009195,-0.019609020417173453,0.055262172244372555,0.017128415597950593,0.012575587101805133,-0.015807827371451075,0.007681417925670308,0.025698978776389967,-0.10415690645638752,0.05754177845223037,0.027132956632062534,-0.11424086374087544,0.05374776191650413,0.3806446978926733,0.09097393127754774,0.06812888827190273,0.026029118467156904,-0.05009014596552461
33,-0.05998029911146264,0.014792347297440629,-0.03595785522695048,-0.014434304862416954,-0.08018486313160736,0.02943403615547903,-0.18229508897882174,-0.05561666107234532,0.04700517001170508,0.0048888324501629235,0.038207375434008324,0.03962433249205967,0.02379838397714687,-0.06532619630428554,0.04041861106666058,0.06507866645147938,-0.08223756498066734,0.045760525693478105,0.09383653158826155,-0.14280946340893555,-0.08393798265749121,0.5887632885204801,0.18047517573771688,-0.0783983141691557,0.09747374138264789,-0.09488894226335419
34,-0.0341069992976129,0.011916353984131487,-0.01615912151533772,0.010923823852859102,-0.029984260672354785,0.01739648254493865,-0.15766442828512592,-0.024536707426337328,0.04184033532549631,-0.00168341043959584,0.07767556613891555,0.032997912871364984,0.0009409507615773495,-0.07782980165763856,0.04871568337173383,0.014069087905888672,-0.09082722296023257,0.05164352205271124,-0.01717429802663922,-0.10291146856260917,-0.03425287086739615,0.5240014369618309,0.09407866373578282,0.060997263884145766,0.04419617547837818,-0.08506821494930061
35,-0.055331303007848956,-0.04419996505217491,-0.03675721021383736,0.011610861772946702,-0.04210677099797906,-0.02603572486443039,-0.1267573253189509,-0.04540915883834708,0.028263100359288394,0.003322390962904811,0.06438845659186379,0.007421925937527332,0.022162721623582862,-0.12338741615860613,0.03659779763850703,0.027504659779742677,-0.08657421711643004,-0.09898464116902796,0.08254008806383832,-0.009665147098067463,0.06592904183466089,0.4727121652246541,0.2187520372749187,-0.012078827314099608,-0.019480295685614896,0.15022182983631285
36,-0.040682744854285746,0.03514330684923586,0.025837824949773533,0.030798980198643917,-0.033540605517527654,0.02821638888361083,-0.13673208642963228,-0.024424960796021,0.016030105124651174,0.0027109218185294628,0.06657091098258441,0.027527448528147713,-0.006327998825626582,-0.09336838738059074,0.028465645029760567,-0.004339145503727775,-0.14863184371011903,-0.02797824078647005,0.03909470878950315,-0.05008150309340427,0.041786331352789065,0.4912917300137288,0.09754903454361182,0.027427179482584694,0.023207005850216785,0.009038137591326191
37,-0.025679208391955536,0.01296422985780296,-0.017071662746337656,-0.0013602898882691707,-0.03201434777379882,0.040833315895098136,-0.19032150360150119,-0.04067294487727201,0.03775420209465648,0.031953981027516294,0.03131429886127429,0.03108531509179539,-0.018110503455071276,0.0054421822598887315,0.03690897631134739,0.02194899709339396,-0.10262519233007172,-0.0012421100198841692,-0.02973105190070756,-0.10042672871214083,-0.20234049628997497,0.6460749578130522,0.1534181522046103,0.04316503358537348,0.097324342736473,-0.059800945231684416
38,-0.028715433528341605,-0.008168730931009267,0.007316085341549235,-0.0013208508826550972,-0.031029822459505058,0.02515777210999737,-0.15706584286566733,-0.040494190827720454,0.04487413124559509,0.023466056241718908,0.06096796903252427,0.01847605443467575,-0.00978276162645447,-0.008724397500190183,0.04197705947978029,0.06008210654825771,-0.1624290880427603,0.03218120398799724,0.05072410440790576,-0.12206538665343074,-0.07701546085479545,0.5781734143996847,0.12066938064663445,0.035465259443276734,0.023678838004900195,-0.04274321137064247
39,-0.04151778439656182,-0.01940520258475863,-0.008117953549834014,0.02047346575173052,-0.03164249854667389,-0.010709326714062795,-0.13490434138248553,-0.04663759446121024,0.06683242065750465,0.032859230187343776,0.027941203748972725,0.014593431086267046,0.0018570705826844226,-0.09960138155270884,0.03446733939275482,0.006189970205154416,-0.0066302064341083,-0.021344540650911747,0.1125424900409355,-0.13418212821473693,-0.029142282599325945,0.5123946694037067,0.1844657948831387,-0.05500189407176855,-0.0286771400254528,0.021106783192062432
40,-0.040620739992740316,-0.030934371613623488,-0.03915530187330698,0.022731696848256936,-0.03298062921668241,-0.006361832856056951,-0.13446420140862023,-0.04709289132156803,0.08562798046255961,0.014962140760911494,0.0629088129442867,0.02408250602090431,0.015255700050407932,-0.2181227114769967,0.12417186477142568,0.006410686715356423,0.0016879392636747967,0.005508887275411343,0.03311248534195237,-0.09424101800951588,0.10134779332616795,0.5069698183277098,0.2302027263231895,0.10931909028669987,0.04506660257182908,-0.01891295348900701
41,-0.05153048715988333,0.05037886224259318,0.00505650880474179,0.03205877235636667,-0.041770062071407675,0.027220646285649623,-0.13933628042843965,-0.058401691585306836,0.027286806260121095,0.026288222771623137,0.039346399422662666,0.025095948138276775,0.025391986058801864,-0.011010179855604518,0.039763264692365644,0.006443800715118849,-0.17709884866778355,-0.06025400117509999,0.05571396305602633,-0.07078679775290357,-0.09364243262021872,0.4218568213309388,0.21827700464078234,0.08327210308694986,0.07408475137359807,-0.08090912660098894
42,-0.03468344656424107,0.024107691546634325,0.012696318563961615,0.01875384428752619,-0.0203820931878614,0.0043396313234810415,-0.11040200506659713,-0.017906675723008934,0.04047439310104263,-0.006960394381172271,0.06392837206668588,0.025309359477120444,-0.0008046401253039633,-0.09748461230831097,0.029523537676088986,0.007636722688548642,-0.12476492119091216,0.015221159423872492,0.024969888101267143,-0.05641519692295463,0.08074557101885785,0.4374015358414394,0.055845779951040855,0.06554060362207006,0.006882377314036451,0.003908860238683782
43,-0.04302571724554613,0.03213140746203037,0.007072195247343685,0.041718857397155605,-0.029876344754557745,-0.038977160121830445,-0.10406204121992974,-0.02341820534510222,0.041337886202131656,-0.01575121582441363,0.06631266581215009,0.03846127673855054,0.004787017444099551,-0.1531172783115458,0.08016671935716287,-0.01832105485323083,-0.11066033762062934,0.08007226543562421,0.10514644143489169,-0.07456457698477915,0.053838853114613075,0.35607271956231523,0.12336387416280124,0.037362732370875014,0.001957438530567843,-0.1294448339416915
44,-0.02737899673717977,-0.014183870209462691,0.014554282710410421,0.013742393924672547,-0.03741102902043046,-0.0010043838798072064,-0.15183091348477054,-0.01869883169051612,0.02305174428005992,0.029652591757571328,0.04539949093248331,0.018384393526815427,-0.018368707241276906,-0.06262907482911874,0.05873572440123061,0.09080639360596181,-0.13069065739442343,-0.030203632874675382,0.12641914356914244,-0.11520410645659106,-0.08074118079312018,0.5882526421619796,0.14360996041801602,0.0033888751446804802,0.0018379461379128615,-0.009188714353597372
45,-0.01198412444972714,-0.013207243151571818,0.0025834473714340307,0.01737221894258985,-0.009044559705793261,-0.028706504992651823,-0.12277603550878748,-0.03291536691121255,-0.0008122504467830816,-0.0006390590072866857,0.04777642770036235,0.015694273488330714,-0.004254356598950893,-0.030337115311432412,0.03914049437009321,-0.010180846653595295,-0.18821010494603954,-0.07328949577300768,-0.02750408542294406,-0.022399435019123594,-0.020210973186624553,0.4524465832264806,0.056431660141916376,0.061838453986109945,0.014306488330879788,0.09689498679640807
46,-0.04443612503337722,-0.006401853033866197,-0.006820466957399153,0.011214722871682858,-0.05713269575969343,0.00335611587907685,-0.1285008118551421,-0.05192526900615207,0.0678644408197386,-0.0023994486952487017,0.072002127340142,0.01925765166732834,0.027281510263207107,-0.09548721706915245,0.026495281333769737,0.049033281071076504,-0.11849467822832327,0.07931041272395975,0.09556818956341114,-0.08347335723965878,0.020997082123574737,0.4401002087596286,0.20915444517456347,0.10646655278232058,0.013657376373136092,-0.05679690351876929
47,-0.03965367452539098,0.020518926973176425,0.017758261813688433,0.021595727004119162,-0.009354222128593681,0.01146392586005163,-0.11090434767184076,-0.009396533572465457,0.050346240632610194,-0.01818120316647545,0.06735062892708063,0.017054155986948885,0.0079463495124053,-0.11044936817867641,0.0742718701182442,0.05131138729298513,-0.10782881751732278,0.04980260571790658,0.03909348109057795,-0.08895268808811223,0.09331603140068633,0.4208020918310196,0.045363632742119464,0.08744962335236371,0.03682937729167571,-0.059503578265093275
48,-0.02052552380731914,-0.003179988723864562,-0.00362515576147909,0.03560753439320641,-0.02171346962217937,0.031581826579680734,-0.1351069280593143,-0.04013220101818261,0.040596121512032034,0.007583182617845778,0.0715926968814488,0.02829107589697759,-0.021168637483382702,-0.037942853847394,0.05788567456038349,0.027860324012210353,-0.11022559568107938,-0.033079387397750765,-0.0026529093490302484,-0.07393532811658726,0.030269678658214186,0.5093770204699916,0.14545617087511048,0.06577947494368339,0.06130502535695363,-0.045188902485223024
49,-0.05588419210942888,0.05327911125070061,-0.006072844976685319,0.03423995661061282,-0.05782685345974165,0.004384612462791053,-0.10459409554403792,-0.0635654127228025,0.0659211899683542,-0.021572573464738978,0.056982530030678664,0.03974342119997523,0.033729233749281044,-0.07756458823264145,0.012529852552111472,-0.05146793624505806,-0.0035358595025200943,0.04788974053757168,0.07702681209310606,-0.10671711927505238,0.004411112380192191,0.3760947552995506,0.21807001062976616,0.06218352779342467,0.04563969694980665,-0.1483207774101454
50,-0.03644845378206451,0.030190087532324945,0.009156155563643145,0.03516750053947726,-0.033474032649224175,0.0176545544980276,-0.11787421843046335,-0.050832633630654135,0.04186541345955553,-0.009199649008762504,0.04684149636283565,0.012483682055422926,0.01190160751405548,-0.018491042162449633,0.004193233218979332,-0.02777257108106303,-0.10346347962419859,-0.018840589720009376,0.005441909276096701,-0.0667197997747896,-0.025490428134038862,0.44301081641881784,0.15808682041674865,0.08652785342328867,0.06303351918461965,-0.023765240476688557
51,-0.0529022674933423,0.03666205526430204,0.00208872543992098,0.05198659712567081,-0.03191386872875268,0.03118199732875231,-0.10566653522248923,-0.009272245332553856,0.02164758877775054,-0.013644091447489662,0.0848045633838804,0.03182472221703823,-0.0048639067365756055,-0.08858946478048345,0.046462320586487145,-0.07152084526604797,-0.11433560878307678,-0.04286248782324307,-0.0349640484935994,0.04006303148662793,0.09244677092456215,0.3895474640406059,0.06669137011405797,0.08656332198606863,0.08578605499102933,-0.03618702064127566
52,-0.04450936810720512,-0.004546951997761931,0.009144868101324775,0.03694923860577467,-0.027457385007425485,-0.022171993820842856,-0.1040926292444203,-0.05564291511063988,0.015729853047977287,0.013402016521416045,0.05162714022919303,0.019725669083379804,-0.003732162171183166,-0.003655179038149792,0.037471470951744155,-0.05186569290488441,-0.1414516771062834,0.0004484775421075464,0.04349672782368745,-0.05986123994267925,-0.06570642877061746,0.3747176757182363,0.13449644483114667,0.03116753920808671,0.026714075331953226,0.007500407352309838
