path,run_label,run_number,decoding,temperature,prompt_version,source,session_name,game_key,game_id,chosen_vote_raw,justification,game_name,player_names,end_roles,has_werewolf,correct_vote_type,correct_player_names,status,chosen_vote,canonical_player_vote,chosen_player_name,chosen_player_index,voted_player_end_role,is_correct,is_circle_vote
C:\Users\annab\Documents\GitHub\masters_thesis_sdg\results\voting\unsloth_gemma-4-31B-it-unsloth-bnb-4bit\prompt_v4_run_1\Ego4D\1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce_Game6.json,run_1,1,stochastic,1.0,prompt_v4_run_1,Ego4D,1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce,Game6,Ego4D / 1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce / Game6,No Werewolf,"Jacob claims to be the Seer and states that he saw a Werewolf and a Troublemaker in the center role pool. Zack claims to be the Robber, and both Sean and Hunter claim to be Villagers (with Hunter noting he did not wake up during the night). If Jacob's information is accurate, at least one Werewolf is not in play; given the other players' claims and the lack of contradictions, it is highly probable that no player currently holds a Werewolf card.",1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce_Game6,"[""Zack"", ""Sean"", ""Hunter"", ""Jacob""]","[""Villager"", ""Robber"", ""Villager"", ""Seer""]",False,circle,[],circle_vote,No Werewolf,,,,,True,True
C:\Users\annab\Documents\GitHub\masters_thesis_sdg\results\voting\unsloth_gemma-4-31B-it-unsloth-bnb-4bit\prompt_v4_run_1\Ego4D\1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce_Game7.json,run_1,1,stochastic,1.0,prompt_v4_run_1,Ego4D,1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce,Game7,Ego4D / 1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce / Game7,Hunter,"Sean claims to be the Seer and identifies Hunter as a Werewolf. While Jacob claims to be the Robber and says he swapped cards with Hunter (who he believes was the Troublemaker), Hunter's own claims are contradictory. Hunter claims to have performed the Troublemaker's action of swapping two other players, but if Jacob had already swapped cards with him, Hunter would have become the Robber and could not have acted as the Troublemaker. This inconsistency, combined with the noise Hunter made during the night, strongly suggests that Hunter is the Werewolf and is lying about his role.",1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce_Game7,"[""Zack"", ""Sean"", ""Hunter"", ""Jacob""]","[""Seer"", ""Werewolf"", ""Robber"", ""Troublemaker""]",True,player,"[""Sean""]",player_vote,Hunter,Hunter,Hunter,2.0,Robber,False,False
C:\Users\annab\Documents\GitHub\masters_thesis_sdg\results\voting\unsloth_gemma-4-31B-it-unsloth-bnb-4bit\prompt_v4_run_1\Ego4D\1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce_Game8.json,run_1,1,stochastic,1.0,prompt_v4_run_1,Ego4D,1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce,Game8,Ego4D / 1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce / Game8,Zack,"Zack claimed to be the Robber and Sean claimed to be the Troublemaker. Through their discussion, the players deduced that the night actions (Robber stealing and Troublemaker swapping) resulted in Zack ending up with the Werewolf card. Hunter explicitly tells Zack he is the werewolf, and Zack accepts this ('Ooh, unfortunate'), leading the group to a consensus that Zack is the target.",1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce_Game8,"[""Zack"", ""Sean"", ""Hunter"", ""Jacob""]","[""Werewolf"", ""Robber"", ""Troublemaker"", ""Villager""]",True,player,"[""Zack""]",player_vote,Zack,Zack,Zack,0.0,Werewolf,True,False
C:\Users\annab\Documents\GitHub\masters_thesis_sdg\results\voting\unsloth_gemma-4-31B-it-unsloth-bnb-4bit\prompt_v4_run_1\Ego4D\1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce_Game9.json,run_1,1,stochastic,1.0,prompt_v4_run_1,Ego4D,1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce,Game9,Ego4D / 1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce / Game9,Zack,"Jacob claimed to be the Seer and identified Zack as the Werewolf. Zack later confirmed this by admitting, 'As far as I'm aware, I was the only one,' in response to a question about whether he started as the Werewolf. Although Jacob later speculated that Sean might have been the Robber and swapped cards with Zack, he admitted this was merely an opinion and not based on certain information. Therefore, Zack is the most likely Werewolf.",1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce_Game9,"[""Zack"", ""Sean"", ""Hunter"", ""Jacob""]","[""Werewolf"", ""Villager"", ""Villager"", ""Seer""]",True,player,"[""Zack""]",player_vote,Zack,Zack,Zack,0.0,Werewolf,True,False
C:\Users\annab\Documents\GitHub\masters_thesis_sdg\results\voting\unsloth_gemma-4-31B-it-unsloth-bnb-4bit\prompt_v4_run_1\Ego4D\2ba4023c-a8bf-43ad-ad5a-80ba222ce990_Game10.json,run_1,1,stochastic,1.0,prompt_v4_run_1,Ego4D,2ba4023c-a8bf-43ad-ad5a-80ba222ce990,Game10,Ego4D / 2ba4023c-a8bf-43ad-ad5a-80ba222ce990 / Game10,Clint,"Clint claimed to be the Robber who robbed Erin and became the Insomniac. However, Erin contradicted this by stating that while she held the Robber card, she was not the Insomniac, which would make Clint's claim a lie. Additionally, Clint and Tyler aggressively attempted to frame Margaret (who claimed Tanner) as a Werewolf using a 'double-bluff' theory, a common tactic used by Werewolves to deflect suspicion. Given the contradiction in his role claim, Clint is the most likely Werewolf.",2ba4023c-a8bf-43ad-ad5a-80ba222ce990_Game10,"[""Tyler"", ""Margaret"", ""Erin"", ""Clint""]","[""Werewolf"", ""Robber"", ""Werewolf"", ""Tanner""]",True,player,"[""Tyler"", ""Erin""]",player_vote,Clint,Clint,Clint,3.0,Tanner,False,False
C:\Users\annab\Documents\GitHub\masters_thesis_sdg\results\voting\unsloth_gemma-4-31B-it-unsloth-bnb-4bit\prompt_v4_run_1\Ego4D\2ba4023c-a8bf-43ad-ad5a-80ba222ce990_Game6.json,run_1,1,stochastic,1.0,prompt_v4_run_1,Ego4D,2ba4023c-a8bf-43ad-ad5a-80ba222ce990,Game6,Ego4D / 2ba4023c-a8bf-43ad-ad5a-80ba222ce990 / Game6,Clint,"Tyler, Erin, and Margaret have all converged on Clint as the most likely Werewolf. Tyler claims to be the Seer and points to Clint, while Erin (claiming Robber) and Margaret (claiming Troublemaker) also support this conclusion. Clint's defense is weak, and he even admits that he 'might be' a werewolf, making him the most probable target for Team Village.",2ba4023c-a8bf-43ad-ad5a-80ba222ce990_Game6,"[""Tyler"", ""Margaret"", ""Erin"", ""Clint""]","[""Werewolf"", ""Robber"", ""Drunk"", ""Werewolf""]",True,player,"[""Tyler"", ""Clint""]",player_vote,Clint,Clint,Clint,3.0,Werewolf,True,False
C:\Users\annab\Documents\GitHub\masters_thesis_sdg\results\voting\unsloth_gemma-4-31B-it-unsloth-bnb-4bit\prompt_v4_run_1\Ego4D\2ba4023c-a8bf-43ad-ad5a-80ba222ce990_Game7.json,run_1,1,stochastic,1.0,prompt_v4_run_1,Ego4D,2ba4023c-a8bf-43ad-ad5a-80ba222ce990,Game7,Ego4D / 2ba4023c-a8bf-43ad-ad5a-80ba222ce990 / Game7,Erin,"Clint claims to be the Troublemaker and states he swapped Margaret and Erin. Erin claims she was the Drunk and swapped her card with the center, but her confusion and her question ('So does that make me the Werewolf?') suggest she may have ended the night with the Werewolf card. Both Margaret and Clint conclude that Erin is the most likely Werewolf, and Tyler agrees with this assessment.",2ba4023c-a8bf-43ad-ad5a-80ba222ce990_Game7,"[""Tyler"", ""Margaret"", ""Erin"", ""Clint""]","[""Robber"", ""Insomniac"", ""Hunter"", ""Werewolf""]",True,player,"[""Clint""]",player_vote,Erin,Erin,Erin,2.0,Hunter,False,False
C:\Users\annab\Documents\GitHub\masters_thesis_sdg\results\voting\unsloth_gemma-4-31B-it-unsloth-bnb-4bit\prompt_v4_run_1\Ego4D\2ba4023c-a8bf-43ad-ad5a-80ba222ce990_Game8.json,run_1,1,stochastic,1.0,prompt_v4_run_1,Ego4D,2ba4023c-a8bf-43ad-ad5a-80ba222ce990,Game8,Ego4D / 2ba4023c-a8bf-43ad-ad5a-80ba222ce990 / Game8,Tyler,"Tyler exhibits highly suspicious behavior, starting the game by immediately accusing Erin of being a Werewolf before any information was shared. He later claims to be the Robber who stole the Insomniac card from Clint, which directly contradicts Clint's claim that he remained the Insomniac. This contradiction, combined with Tyler's aggressive and coordinated effort with Clint to frame Erin, strongly suggests that Tyler is lying to divert suspicion.",2ba4023c-a8bf-43ad-ad5a-80ba222ce990_Game8,"[""Tyler"", ""Margaret"", ""Erin"", ""Clint""]","[""Werewolf"", ""Hunter"", ""Troublemaker"", ""Werewolf""]",True,player,"[""Tyler"", ""Clint""]",player_vote,Tyler,Tyler,Tyler,0.0,Werewolf,True,False
C:\Users\annab\Documents\GitHub\masters_thesis_sdg\results\voting\unsloth_gemma-4-31B-it-unsloth-bnb-4bit\prompt_v4_run_1\Ego4D\2ba4023c-a8bf-43ad-ad5a-80ba222ce990_Game9.json,run_1,1,stochastic,1.0,prompt_v4_run_1,Ego4D,2ba4023c-a8bf-43ad-ad5a-80ba222ce990,Game9,Ego4D / 2ba4023c-a8bf-43ad-ad5a-80ba222ce990 / Game9,Tyler,"Tyler claims to be the Drunk, a role that provides no information, yet he repeatedly asserts that he 'knows' Erin is the Werewolf without any supporting evidence. This contradiction suggests he is bluffing to frame Erin. Margaret's claims are inconsistent (first Troublemaker, then Robber), but her final claim of being the Robber who swapped with Clint (the Hunter) is internally consistent with her stating she is the Hunter now. The consensus among the other players is that Tyler is lying, making him the most likely Werewolf.",2ba4023c-a8bf-43ad-ad5a-80ba222ce990_Game9,"[""Tyler"", ""Margaret"", ""Erin"", ""Clint""]","[""Werewolf"", ""Hunter"", ""Insomniac"", ""Robber""]",True,player,"[""Tyler""]",player_vote,Tyler,Tyler,Tyler,0.0,Werewolf,True,False
C:\Users\annab\Documents\GitHub\masters_thesis_sdg\results\voting\unsloth_gemma-4-31B-it-unsloth-bnb-4bit\prompt_v4_run_1\Ego4D\324bccd2-adff-4e9a-8ff4-03491e144ac3_Game1.json,run_1,1,stochastic,1.0,prompt_v4_run_1,Ego4D,324bccd2-adff-4e9a-8ff4-03491e144ac3,Game1,Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game1,No Werewolf,"Jacob, Sean, and Zack claimed the roles of Villager, Robber, and Troublemaker, respectively. While Hunter's claim to be either the Robber or Troublemaker contradicts them, the players collectively reached a consensus at the end of the discussion that no one among them is a Werewolf. Since Team Village wins if no Werewolf is present and no one is voted out, and the players explicitly agreed that they believe no Werewolf is in play, 'No Werewolf' is the most likely correct conclusion.",324bccd2-adff-4e9a-8ff4-03491e144ac3_Game1,"[""Zack"", ""Sean"", ""Hunter"", ""Jacob""]","[""Troublemaker"", ""Villager"", ""Werewolf"", ""Villager""]",True,player,"[""Hunter""]",circle_vote,No Werewolf,,,,,False,True
C:\Users\annab\Documents\GitHub\masters_thesis_sdg\results\voting\unsloth_gemma-4-31B-it-unsloth-bnb-4bit\prompt_v4_run_1\Ego4D\324bccd2-adff-4e9a-8ff4-03491e144ac3_Game2.json,run_1,1,stochastic,1.0,prompt_v4_run_1,Ego4D,324bccd2-adff-4e9a-8ff4-03491e144ac3,Game2,Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game2,Sean,"Hunter admitted to starting as the Werewolf, and Sean claimed to be the Seer who saw Hunter's card. Jacob claimed to be the Troublemaker and stated he swapped the cards of Hunter and Sean. If these claims are true, the Werewolf card moved from Hunter to Sean, making Sean the current Werewolf. Sean's attempt to deflect suspicion toward Zack using flawed 'statistics' further suggests he is bluffing to avoid elimination.",324bccd2-adff-4e9a-8ff4-03491e144ac3_Game2,"[""Zack"", ""Sean"", ""Hunter"", ""Jacob""]","[""Werewolf"", ""Robber"", ""Seer"", ""Troublemaker""]",True,player,"[""Zack""]",player_vote,Sean,Sean,Sean,1.0,Robber,False,False
C:\Users\annab\Documents\GitHub\masters_thesis_sdg\results\voting\unsloth_gemma-4-31B-it-unsloth-bnb-4bit\prompt_v4_run_1\Ego4D\324bccd2-adff-4e9a-8ff4-03491e144ac3_Game3.json,run_1,1,stochastic,1.0,prompt_v4_run_1,Ego4D,324bccd2-adff-4e9a-8ff4-03491e144ac3,Game3,Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game3,No Werewolf,"All four players have claimed roles that are aligned with Team Village: Zack claims to be the Seer, Sean claims to be the Troublemaker, Hunter claims to be the Robber, and Jacob claims to have started as a Villager. There are no accusations of anyone being a Werewolf, and the players are openly sharing their roles without conflict. Since all claimed roles are non-Werewolf and there is no evidence of deception to hide a Werewolf's identity, it is most likely that all Werewolf cards are in the center.",324bccd2-adff-4e9a-8ff4-03491e144ac3_Game3,"[""Zack"", ""Sean"", ""Hunter"", ""Jacob""]","[""Seer"", ""Troublemaker"", ""Robber"", ""Werewolf""]",True,player,"[""Jacob""]",circle_vote,No Werewolf,,,,,False,True
C:\Users\annab\Documents\GitHub\masters_thesis_sdg\results\voting\unsloth_gemma-4-31B-it-unsloth-bnb-4bit\prompt_v4_run_1\Ego4D\324bccd2-adff-4e9a-8ff4-03491e144ac3_Game4.json,run_1,1,stochastic,1.0,prompt_v4_run_1,Ego4D,324bccd2-adff-4e9a-8ff4-03491e144ac3,Game4,Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game4,Jacob,"Zack, Sean, and Hunter all claim to have held power roles (Seer, Troublemaker, and Robber) during the game, which are all Village-aligned. Jacob is the only player who does not claim a specific role and provides no role-based evidence for his innocence. Although Jacob suggests voting for himself, this behavior is often used by Werewolves to mimic the Tanner or by confused players, making him the most likely candidate for the Werewolf among the group.",324bccd2-adff-4e9a-8ff4-03491e144ac3_Game4,"[""Zack"", ""Sean"", ""Hunter"", ""Jacob""]","[""Troublemaker"", ""Robber"", ""Werewolf"", ""Werewolf""]",True,player,"[""Hunter"", ""Jacob""]",player_vote,Jacob,Jacob,Jacob,3.0,Werewolf,True,False
C:\Users\annab\Documents\GitHub\masters_thesis_sdg\results\voting\unsloth_gemma-4-31B-it-unsloth-bnb-4bit\prompt_v4_run_1\Ego4D\324bccd2-adff-4e9a-8ff4-03491e144ac3_Game5.json,run_1,1,stochastic,1.0,prompt_v4_run_1,Ego4D,324bccd2-adff-4e9a-8ff4-03491e144ac3,Game5,Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game5,Sean,"Jacob admitted to starting the game as the Werewolf, and Hunter claimed to be the Troublemaker who swapped the cards of Jacob and Sean. If these claims are true, the Werewolf role was transferred from Jacob to Sean. Sean's behavior is highly suspicious, as he inconsistently claimed to be the Tanner and then a Villager, suggesting he is attempting to deceive the group to avoid elimination.",324bccd2-adff-4e9a-8ff4-03491e144ac3_Game5,"[""Zack"", ""Sean"", ""Hunter"", ""Jacob""]","[""Villager"", ""Werewolf"", ""Troublemaker"", ""Werewolf""]",True,player,"[""Sean"", ""Jacob""]",player_vote,Sean,Sean,Sean,1.0,Werewolf,True,False
C:\Users\annab\Documents\GitHub\masters_thesis_sdg\results\voting\unsloth_gemma-4-31B-it-unsloth-bnb-4bit\prompt_v4_run_1\Ego4D\3ba069be-60fa-47fc-bd7b-f85bf649a5bd_Game1.json,run_1,1,stochastic,1.0,prompt_v4_run_1,Ego4D,3ba069be-60fa-47fc-bd7b-f85bf649a5bd,Game1,Ego4D / 3ba069be-60fa-47fc-bd7b-f85bf649a5bd / Game1,Daniel,"Based on the claims, Kevin was the Robber and Kaelan was the Troublemaker. Kevin swapped cards with Kaelan, making Kevin the Troublemaker and Kaelan the Robber. Kaelan (as Troublemaker) swapped Jessica (Minion) and Daniel (Drunk), making Jessica the Drunk and Daniel the Minion. Finally, Daniel (as Drunk) swapped his card with the center. Since Jessica (the starting Minion) reported seeing no Werewolf, the Werewolf card must have been in the center, which Daniel then swapped into his hand. Therefore, Daniel is the Werewolf.",3ba069be-60fa-47fc-bd7b-f85bf649a5bd_Game1,"[""Kevin"", ""Kaelan"", ""Jessica"", ""Daniel""]","[""Werewolf"", ""Robber"", ""Troublemaker"", ""Center Card""]",True,player,"[""Kevin""]",player_vote,Daniel,Daniel,Daniel,3.0,Center Card,False,False
