source,session,game,player,roles_claimed,n_distinct_roles_claimed_self,is_in_role_conflict,n_conflicting_claimants,conflicting_roles,is_self_contradiction
Ego4D,1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce,Game11,Sean,"[""Villager""]",1,False,0,[],False
Ego4D,1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce,Game11,Zack,"[""Drunk""]",1,True,1,"[""Drunk""]",False
Ego4D,1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce,Game6,Hunter,"[""Villager"", ""Werewolf""]",2,True,1,"[""Villager""]",True
Ego4D,1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce,Game6,Jacob,"[""Seer""]",1,False,0,[],False
Ego4D,1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce,Game6,Sean,"[""Villager""]",1,True,1,"[""Villager""]",False
Ego4D,1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce,Game6,Zack,"[""Robber""]",1,False,0,[],False
Ego4D,1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce,Game7,Hunter,"[""Troublemaker""]",1,False,0,[],False
Ego4D,1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce,Game7,Jacob,"[""Robber""]",1,False,0,[],False
Ego4D,1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce,Game7,Sean,"[""Seer""]",1,False,0,[],False
Ego4D,1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce,Game8,Hunter,"[""Troublemaker""]",1,True,2,"[""Troublemaker""]",False
Ego4D,1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce,Game8,Jacob,"[""Villager""]",1,False,0,[],False
Ego4D,1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce,Game8,Sean,"[""Troublemaker""]",1,True,2,"[""Troublemaker""]",False
Ego4D,1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce,Game8,Zack,"[""Robber"", ""Troublemaker""]",2,True,2,"[""Troublemaker""]",True
Ego4D,1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce,Game9,Hunter,"[""Villager""]",1,True,2,"[""Villager""]",False
Ego4D,1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce,Game9,Jacob,"[""Seer"", ""Villager""]",2,True,2,"[""Villager""]",True
Ego4D,1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce,Game9,Sean,"[""Villager""]",1,True,2,"[""Villager""]",False
Ego4D,2ba4023c-a8bf-43ad-ad5a-80ba222ce990,Game10,Clint,"[""Insomniac"", ""Robber""]",2,False,0,[],False
Ego4D,2ba4023c-a8bf-43ad-ad5a-80ba222ce990,Game10,Margaret,"[""Tanner""]",1,False,0,[],False
Ego4D,2ba4023c-a8bf-43ad-ad5a-80ba222ce990,Game10,Tyler,"[""Troublemaker""]",1,False,0,[],False
Ego4D,2ba4023c-a8bf-43ad-ad5a-80ba222ce990,Game6,Clint,"[""Drunk""]",1,False,0,[],False
Ego4D,2ba4023c-a8bf-43ad-ad5a-80ba222ce990,Game6,Erin,"[""Robber""]",1,False,0,[],False
Ego4D,2ba4023c-a8bf-43ad-ad5a-80ba222ce990,Game6,Margaret,"[""Troublemaker""]",1,False,0,[],False
Ego4D,2ba4023c-a8bf-43ad-ad5a-80ba222ce990,Game7,Clint,"[""Troublemaker""]",1,False,0,[],False
Ego4D,2ba4023c-a8bf-43ad-ad5a-80ba222ce990,Game7,Erin,"[""Drunk""]",1,False,0,[],False
Ego4D,2ba4023c-a8bf-43ad-ad5a-80ba222ce990,Game7,Margaret,"[""Insomniac"", ""Robber""]",2,True,1,"[""Insomniac"", ""Robber""]",True
Ego4D,2ba4023c-a8bf-43ad-ad5a-80ba222ce990,Game7,Tyler,"[""Insomniac"", ""Robber""]",2,True,1,"[""Insomniac"", ""Robber""]",False
Ego4D,2ba4023c-a8bf-43ad-ad5a-80ba222ce990,Game8,Clint,"[""Insomniac""]",1,True,1,"[""Insomniac""]",False
Ego4D,2ba4023c-a8bf-43ad-ad5a-80ba222ce990,Game8,Erin,"[""Drunk""]",1,False,0,[],False
Ego4D,2ba4023c-a8bf-43ad-ad5a-80ba222ce990,Game8,Margaret,"[""Hunter""]",1,False,0,[],False
Ego4D,2ba4023c-a8bf-43ad-ad5a-80ba222ce990,Game8,Tyler,"[""Insomniac"", ""Robber""]",2,True,1,"[""Insomniac""]",False
Ego4D,2ba4023c-a8bf-43ad-ad5a-80ba222ce990,Game9,Clint,"[""Hunter""]",1,False,0,[],False
Ego4D,2ba4023c-a8bf-43ad-ad5a-80ba222ce990,Game9,Margaret,"[""Troublemaker""]",1,False,0,[],False
Ego4D,2ba4023c-a8bf-43ad-ad5a-80ba222ce990,Game9,Tyler,"[""Drunk""]",1,False,0,[],False
Ego4D,324bccd2-adff-4e9a-8ff4-03491e144ac3,Game1,Hunter,"[""Robber"", ""Troublemaker""]",2,True,2,"[""Robber"", ""Troublemaker""]",False
Ego4D,324bccd2-adff-4e9a-8ff4-03491e144ac3,Game1,Jacob,"[""Villager""]",1,False,0,[],False
Ego4D,324bccd2-adff-4e9a-8ff4-03491e144ac3,Game1,Sean,"[""Robber""]",1,True,1,"[""Robber""]",False
Ego4D,324bccd2-adff-4e9a-8ff4-03491e144ac3,Game1,Zack,"[""Troublemaker""]",1,True,1,"[""Troublemaker""]",False
Ego4D,324bccd2-adff-4e9a-8ff4-03491e144ac3,Game2,Hunter,"[""Werewolf""]",1,False,0,[],False
Ego4D,324bccd2-adff-4e9a-8ff4-03491e144ac3,Game2,Jacob,"[""Troublemaker""]",1,False,0,[],False
Ego4D,324bccd2-adff-4e9a-8ff4-03491e144ac3,Game2,Sean,"[""Seer""]",1,False,0,[],False
Ego4D,324bccd2-adff-4e9a-8ff4-03491e144ac3,Game3,Jacob,"[""Villager""]",1,False,0,[],False
Ego4D,324bccd2-adff-4e9a-8ff4-03491e144ac3,Game3,Zack,"[""Seer""]",1,False,0,[],False
Ego4D,324bccd2-adff-4e9a-8ff4-03491e144ac3,Game4,Hunter,"[""Troublemaker""]",1,False,0,[],False
Ego4D,324bccd2-adff-4e9a-8ff4-03491e144ac3,Game4,Jacob,"[""Villager""]",1,False,0,[],False
Ego4D,324bccd2-adff-4e9a-8ff4-03491e144ac3,Game4,Sean,"[""Robber""]",1,False,0,[],False
Ego4D,324bccd2-adff-4e9a-8ff4-03491e144ac3,Game4,Zack,"[""Seer""]",1,False,0,[],False
Ego4D,324bccd2-adff-4e9a-8ff4-03491e144ac3,Game5,Hunter,"[""Troublemaker""]",1,False,0,[],False
Ego4D,324bccd2-adff-4e9a-8ff4-03491e144ac3,Game5,Jacob,"[""Villager"", ""Werewolf""]",2,True,1,"[""Villager"", ""Werewolf""]",True
Ego4D,324bccd2-adff-4e9a-8ff4-03491e144ac3,Game5,Zack,"[""Villager"", ""Werewolf""]",2,True,1,"[""Villager"", ""Werewolf""]",True
Ego4D,3ba069be-60fa-47fc-bd7b-f85bf649a5bd,Game1,Danieal,"[""Drunk""]",1,False,0,[],False
Ego4D,3ba069be-60fa-47fc-bd7b-f85bf649a5bd,Game1,Jessica,"[""Minion""]",1,False,0,[],False
Ego4D,3ba069be-60fa-47fc-bd7b-f85bf649a5bd,Game1,Kaelan,"[""Robber"", ""Troublemaker""]",2,True,1,"[""Robber"", ""Troublemaker""]",True
Ego4D,3ba069be-60fa-47fc-bd7b-f85bf649a5bd,Game1,Kevin,"[""Robber"", ""Troublemaker""]",2,True,1,"[""Robber"", ""Troublemaker""]",True
Ego4D,3ba069be-60fa-47fc-bd7b-f85bf649a5bd,Game2,Jessica,"[""Minion""]",1,True,1,"[""Minion""]",False
Ego4D,3ba069be-60fa-47fc-bd7b-f85bf649a5bd,Game2,Kaelan,"[""Minion"", ""Robber""]",2,True,1,"[""Minion""]",False
Ego4D,3ba069be-60fa-47fc-bd7b-f85bf649a5bd,Game2,Kevin,"[""Troublemaker""]",1,False,0,[],False
Ego4D,3ba069be-60fa-47fc-bd7b-f85bf649a5bd,Game3,Danieal,"[""Minion"", ""Seer""]",2,True,1,"[""Minion""]",True
Ego4D,3ba069be-60fa-47fc-bd7b-f85bf649a5bd,Game3,Jessica,"[""Doppelg\u00e4nger"", ""Troublemaker""]",2,True,1,"[""Troublemaker""]",True
Ego4D,3ba069be-60fa-47fc-bd7b-f85bf649a5bd,Game3,Kaelan,"[""Troublemaker""]",1,True,1,"[""Troublemaker""]",False
Ego4D,3ba069be-60fa-47fc-bd7b-f85bf649a5bd,Game3,Kevin,"[""Minion""]",1,True,1,"[""Minion""]",False
Ego4D,3ba069be-60fa-47fc-bd7b-f85bf649a5bd,Game4,Danieal,"[""Minion"", ""Robber""]",2,True,1,"[""Robber""]",True
Ego4D,3ba069be-60fa-47fc-bd7b-f85bf649a5bd,Game4,Jessica,"[""Robber""]",1,True,1,"[""Robber""]",False
Ego4D,3ba069be-60fa-47fc-bd7b-f85bf649a5bd,Game4,Kaelan,"[""Seer""]",1,False,0,[],False
Ego4D,3ba069be-60fa-47fc-bd7b-f85bf649a5bd,Game4,Kevin,"[""Troublemaker""]",1,False,0,[],False
Ego4D,3ba069be-60fa-47fc-bd7b-f85bf649a5bd,Game5,Jessica,"[""Tanner"", ""Villager""]",2,False,0,[],True
Ego4D,3ba069be-60fa-47fc-bd7b-f85bf649a5bd,Game5,Kaelan,"[""Drunk""]",1,False,0,[],False
Ego4D,3ba069be-60fa-47fc-bd7b-f85bf649a5bd,Game6,Danieal,"[""Drunk""]",1,False,0,[],False
Ego4D,3ba069be-60fa-47fc-bd7b-f85bf649a5bd,Game6,Jessica,"[""Insomniac""]",1,False,0,[],False
Ego4D,3ba069be-60fa-47fc-bd7b-f85bf649a5bd,Game6,Kaelan,"[""Robber""]",1,False,0,[],False
Ego4D,3ba069be-60fa-47fc-bd7b-f85bf649a5bd,Game6,Kevin,"[""Doppelg\u00e4nger"", ""Tanner""]",2,False,0,[],True
Ego4D,62c4bc58-3776-4791-ac30-4c9ca5619503,Game10,Kaelan,"[""Villager""]",1,False,0,[],False
Ego4D,62c4bc58-3776-4791-ac30-4c9ca5619503,Game11,Kevin,"[""Villager""]",1,False,0,[],False
Ego4D,62c4bc58-3776-4791-ac30-4c9ca5619503,Game12,Kaelan,"[""Troublemaker""]",1,False,0,[],False
Ego4D,62c4bc58-3776-4791-ac30-4c9ca5619503,Game7,Danieal,"[""Insomniac"", ""Seer""]",2,False,0,[],True
Ego4D,62c4bc58-3776-4791-ac30-4c9ca5619503,Game7,Kaelan,"[""Drunk""]",1,False,0,[],False
Ego4D,62c4bc58-3776-4791-ac30-4c9ca5619503,Game8,Danieal,"[""Drunk""]",1,True,1,"[""Drunk""]",False
Ego4D,62c4bc58-3776-4791-ac30-4c9ca5619503,Game8,Jessica,"[""Minion""]",1,False,0,[],False
Ego4D,62c4bc58-3776-4791-ac30-4c9ca5619503,Game8,Kaelan,"[""Drunk"", ""Robber""]",2,True,1,"[""Drunk""]",False
Ego4D,62c4bc58-3776-4791-ac30-4c9ca5619503,Game8,Kevin,"[""Seer""]",1,False,0,[],False
Ego4D,62c4bc58-3776-4791-ac30-4c9ca5619503,Game9,Kaelan,"[""Doppelg\u00e4nger"", ""Troublemaker""]",2,False,0,[],False
Ego4D,64076f60-f3fc-4ee6-93e1-3489d8ec7b12,Game3,Erin,"[""Troublemaker""]",1,True,1,"[""Troublemaker""]",False
Ego4D,64076f60-f3fc-4ee6-93e1-3489d8ec7b12,Game3,Hailey,"[""Robber""]",1,True,1,"[""Robber""]",False
Ego4D,64076f60-f3fc-4ee6-93e1-3489d8ec7b12,Game3,Jack,"[""Robber"", ""Troublemaker"", ""Werewolf""]",3,True,2,"[""Robber"", ""Troublemaker""]",True
Ego4D,698f6bbe-4347-4a06-bd5d-3482f5e4fbbe,Game1,Chris,"[""Villager""]",1,False,0,[],False
Ego4D,698f6bbe-4347-4a06-bd5d-3482f5e4fbbe,Game1,Elliot,"[""Robber""]",1,True,1,"[""Robber""]",False
Ego4D,698f6bbe-4347-4a06-bd5d-3482f5e4fbbe,Game1,James,"[""Robber"", ""Seer"", ""Werewolf""]",3,True,1,"[""Robber""]",True
Ego4D,698f6bbe-4347-4a06-bd5d-3482f5e4fbbe,Game1,Sian,"[""Drunk""]",1,False,0,[],False
Ego4D,698f6bbe-4347-4a06-bd5d-3482f5e4fbbe,Game1,Sukeshi,"[""Troublemaker""]",1,False,0,[],False
Ego4D,698f6bbe-4347-4a06-bd5d-3482f5e4fbbe,Game2,Ashley,"[""Troublemaker""]",1,False,0,[],False
Ego4D,698f6bbe-4347-4a06-bd5d-3482f5e4fbbe,Game2,Chris,"[""Seer"", ""Villager""]",2,True,1,"[""Villager""]",True
Ego4D,698f6bbe-4347-4a06-bd5d-3482f5e4fbbe,Game2,Elliot,"[""Villager""]",1,True,1,"[""Villager""]",False
Ego4D,698f6bbe-4347-4a06-bd5d-3482f5e4fbbe,Game2,James,"[""Hunter"", ""Robber""]",2,True,1,"[""Hunter""]",True
Ego4D,698f6bbe-4347-4a06-bd5d-3482f5e4fbbe,Game2,Sian,"[""Hunter""]",1,True,1,"[""Hunter""]",False
Ego4D,698f6bbe-4347-4a06-bd5d-3482f5e4fbbe,Game2,Sukeshi,"[""Werewolf""]",1,False,0,[],False
Ego4D,698f6bbe-4347-4a06-bd5d-3482f5e4fbbe,Game3,Chris,"[""Hunter"", ""Robber""]",2,True,1,"[""Hunter""]",True
Ego4D,698f6bbe-4347-4a06-bd5d-3482f5e4fbbe,Game3,Elliot,"[""Hunter""]",1,True,1,"[""Hunter""]",False
Ego4D,698f6bbe-4347-4a06-bd5d-3482f5e4fbbe,Game3,Sian,"[""Villager""]",1,False,0,[],False
Ego4D,698f6bbe-4347-4a06-bd5d-3482f5e4fbbe,Game3,Sukeshi,"[""Seer""]",1,False,0,[],False
Youtube,Flashback##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#9,Game1,James,"[""Robber""]",1,False,0,[],False
Youtube,Flashback##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#9,Game1,Justin,"[""Insomniac"", ""Seer""]",2,True,1,"[""Insomniac""]",True
Youtube,Flashback##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#9,Game1,Laura,"[""Villager""]",1,True,1,"[""Villager""]",False
Youtube,Flashback##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#9,Game1,Mitchell,"[""Insomniac""]",1,True,1,"[""Insomniac""]",False
Youtube,Flashback##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#9,Game1,Paul,"[""Villager""]",1,True,1,"[""Villager""]",False
Youtube,Flashback##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#9,Game2,James,"[""Villager""]",1,True,2,"[""Villager""]",False
Youtube,Flashback##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#9,Game2,Justin,"[""Troublemaker"", ""Villager""]",2,True,2,"[""Villager""]",True
Youtube,Flashback##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#9,Game2,Laura,"[""Villager""]",1,True,2,"[""Villager""]",False
Youtube,Flashback##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#9,Game2,Mitchell,"[""Seer""]",1,False,0,[],False
Youtube,Flashback##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#9,Game3,Justin,"[""Troublemaker""]",1,False,0,[],False
Youtube,Flashback##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#9,Game3,Laura,"[""Seer""]",1,False,0,[],False
Youtube,Flashback##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#9,Game3,Mitchell,"[""Robber""]",1,False,0,[],False
Youtube,Flashback##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#9,Game3,Paul,"[""Insomniac""]",1,False,0,[],False
Youtube,Flashback##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#9,Game4,James,"[""Seer""]",1,True,1,"[""Seer""]",False
Youtube,Flashback##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#9,Game4,Justin,"[""Seer"", ""Troublemaker""]",2,True,1,"[""Seer""]",False
Youtube,Flashback##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#9,Game4,Laura,"[""Villager""]",1,True,2,"[""Villager""]",False
Youtube,Flashback##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#9,Game4,Mitchell,"[""Villager""]",1,True,2,"[""Villager""]",False
Youtube,Flashback##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#9,Game4,Paul,"[""Robber"", ""Villager""]",2,True,2,"[""Villager""]",False
Youtube,Flashback##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#9,Game5,James,"[""Seer""]",1,False,0,[],False
Youtube,Flashback##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#9,Game5,Justin,"[""Insomniac"", ""Werewolf""]",2,True,2,"[""Werewolf""]",True
Youtube,Flashback##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#9,Game5,Laura,"[""Werewolf""]",1,True,2,"[""Werewolf""]",False
Youtube,Flashback##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#9,Game5,Mitchell,"[""Villager"", ""Werewolf""]",2,True,3,"[""Villager"", ""Werewolf""]",True
Youtube,Flashback##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#9,Game5,Paul,"[""Villager""]",1,True,1,"[""Villager""]",False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1,Game1,Alvin,"[""Villager""]",1,False,0,[],False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1,Game1,Justin,"[""Robber""]",1,False,0,[],False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1,Game1,Mitchell,"[""Troublemaker""]",1,False,0,[],False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1,Game10,Alvin,"[""Seer"", ""Villager""]",2,True,2,"[""Seer""]",True
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1,Game10,James,"[""Robber""]",1,True,2,"[""Robber""]",False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1,Game10,Justin,"[""Robber"", ""Seer"", ""Werewolf""]",3,True,3,"[""Robber"", ""Seer""]",True
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1,Game10,Mitchell,"[""Robber"", ""Seer""]",2,True,3,"[""Robber"", ""Seer""]",True
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1,Game2,Alvin,"[""Villager""]",1,True,2,"[""Villager""]",False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1,Game2,James,"[""Villager""]",1,True,2,"[""Villager""]",False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1,Game2,Justin,"[""Troublemaker""]",1,False,0,[],False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1,Game2,Mitchell,"[""Villager"", ""Werewolf""]",2,True,2,"[""Villager""]",True
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1,Game3,Alvin,"[""Seer""]",1,False,0,[],False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1,Game3,James,"[""Villager""]",1,True,2,"[""Villager""]",False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1,Game3,Justin,"[""Villager""]",1,True,2,"[""Villager""]",False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1,Game3,Mitchell,"[""Villager""]",1,True,2,"[""Villager""]",False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1,Game4,Alvin,"[""Villager""]",1,True,2,"[""Villager""]",False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1,Game4,James,"[""Seer"", ""Villager""]",2,True,2,"[""Villager""]",True
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1,Game4,Justin,"[""Robber""]",1,False,0,[],False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1,Game4,Mitchell,"[""Villager""]",1,True,2,"[""Villager""]",False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1,Game5,Alvin,"[""Drunk""]",1,False,0,[],False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1,Game5,James,"[""Hunter"", ""Robber""]",2,False,0,[],True
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1,Game5,Justin,"[""Villager""]",1,False,0,[],False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1,Game5,Mitchell,"[""Seer""]",1,False,0,[],False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1,Game6,Alvin,"[""Seer""]",1,False,0,[],False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1,Game6,James,"[""Hunter"", ""Villager""]",2,True,1,"[""Villager""]",True
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1,Game6,Justin,"[""Robber""]",1,False,0,[],False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1,Game6,Mitchell,"[""Villager""]",1,True,1,"[""Villager""]",False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1,Game7,Alvin,"[""Robber""]",1,True,1,"[""Robber""]",False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1,Game7,James,"[""Werewolf""]",1,False,0,[],False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1,Game7,Justin,"[""Seer""]",1,False,0,[],False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1,Game7,Mitchell,"[""Robber""]",1,True,1,"[""Robber""]",False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1,Game8,Alvin,"[""Robber"", ""Seer""]",2,True,1,"[""Robber""]",True
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1,Game8,James,"[""Villager""]",1,True,1,"[""Villager""]",False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1,Game8,Justin,"[""Robber"", ""Villager""]",2,True,2,"[""Robber"", ""Villager""]",True
