game_id,source,session_name,game_key,player_names,start_roles,end_roles,has_werewolf,correct_vote_type,correct_player_names,n_valid_stochastic,stoch_vote_distribution,p_correct,stoch_entropy,at_least_one_correct,stoch_majority_vote,has_strict_majority,stoch_majority_correct,greedy_vote,greedy_correct,greedy_in_stoch_support
Ego4D / 1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce / Game6,Ego4D,1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce,Game6,"[""Zack"", ""Sean"", ""Hunter"", ""Jacob""]","[""Robber"", ""Villager"", ""Villager"", ""Seer""]","[""Villager"", ""Robber"", ""Villager"", ""Seer""]",False,circle,[],3,"{""No Werewolf"": 1.0}",1.0,-0.0,True,No Werewolf,True,True,,,
Ego4D / 1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce / Game7,Ego4D,1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce,Game7,"[""Zack"", ""Sean"", ""Hunter"", ""Jacob""]","[""Werewolf"", ""Seer"", ""Troublemaker"", ""Robber""]","[""Seer"", ""Werewolf"", ""Robber"", ""Troublemaker""]",True,player,"[""Sean""]",3,"{""Sean"": 1.0}",1.0,-0.0,True,Sean,True,True,,,
Ego4D / 1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce / Game8,Ego4D,1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce,Game8,"[""Zack"", ""Sean"", ""Hunter"", ""Jacob""]","[""Robber"", ""Troublemaker"", ""Werewolf"", ""Villager""]","[""Werewolf"", ""Robber"", ""Troublemaker"", ""Villager""]",True,player,"[""Zack""]",3,"{""Hunter"": 0.3333333333333333, ""Zack"": 0.6666666666666666}",0.6666666666666666,0.6365141682948128,True,Zack,True,True,,,
Ego4D / 1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce / Game9,Ego4D,1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce,Game9,"[""Zack"", ""Sean"", ""Hunter"", ""Jacob""]","[""Werewolf"", ""Villager"", ""Villager"", ""Seer""]","[""Werewolf"", ""Villager"", ""Villager"", ""Seer""]",True,player,"[""Zack""]",3,"{""Sean"": 0.3333333333333333, ""Jacob"": 0.3333333333333333, ""Zack"": 0.3333333333333333}",0.3333333333333333,1.0986122886681096,True,,False,,,,
Ego4D / 2ba4023c-a8bf-43ad-ad5a-80ba222ce990 / Game10,Ego4D,2ba4023c-a8bf-43ad-ad5a-80ba222ce990,Game10,"[""Tyler"", ""Margaret"", ""Erin"", ""Clint""]","[""Werewolf"", ""Tanner"", ""Werewolf"", ""Robber""]","[""Werewolf"", ""Robber"", ""Werewolf"", ""Tanner""]",True,player,"[""Tyler"", ""Erin""]",3,"{""Clint"": 1.0}",0.0,-0.0,False,Clint,True,False,,,
Ego4D / 2ba4023c-a8bf-43ad-ad5a-80ba222ce990 / Game6,Ego4D,2ba4023c-a8bf-43ad-ad5a-80ba222ce990,Game6,"[""Tyler"", ""Margaret"", ""Erin"", ""Clint""]","[""Drunk"", ""Troublemaker"", ""Robber"", ""Werewolf""]","[""Werewolf"", ""Robber"", ""Drunk"", ""Werewolf""]",True,player,"[""Tyler"", ""Clint""]",3,"{""Clint"": 1.0}",1.0,-0.0,True,Clint,True,True,,,
Ego4D / 2ba4023c-a8bf-43ad-ad5a-80ba222ce990 / Game7,Ego4D,2ba4023c-a8bf-43ad-ad5a-80ba222ce990,Game7,"[""Tyler"", ""Margaret"", ""Erin"", ""Clint""]","[""Insomniac"", ""Robber"", ""Drunk"", ""Werewolf""]","[""Robber"", ""Insomniac"", ""Hunter"", ""Werewolf""]",True,player,"[""Clint""]",3,"{""Erin"": 1.0}",0.0,-0.0,False,Erin,True,False,,,
Ego4D / 2ba4023c-a8bf-43ad-ad5a-80ba222ce990 / Game8,Ego4D,2ba4023c-a8bf-43ad-ad5a-80ba222ce990,Game8,"[""Tyler"", ""Margaret"", ""Erin"", ""Clint""]","[""Werewolf"", ""Hunter"", ""Drunk"", ""Werewolf""]","[""Werewolf"", ""Hunter"", ""Troublemaker"", ""Werewolf""]",True,player,"[""Tyler"", ""Clint""]",2,"{""Tyler"": 1.0}",1.0,-0.0,True,Tyler,True,True,,,
Ego4D / 2ba4023c-a8bf-43ad-ad5a-80ba222ce990 / Game9,Ego4D,2ba4023c-a8bf-43ad-ad5a-80ba222ce990,Game9,"[""Tyler"", ""Margaret"", ""Erin"", ""Clint""]","[""Werewolf"", ""Robber"", ""Insomniac"", ""Hunter""]","[""Werewolf"", ""Hunter"", ""Insomniac"", ""Robber""]",True,player,"[""Tyler""]",3,"{""Tyler"": 1.0}",1.0,-0.0,True,Tyler,True,True,,,
Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game1,Ego4D,324bccd2-adff-4e9a-8ff4-03491e144ac3,Game1,"[""Zack"", ""Sean"", ""Hunter"", ""Jacob""]","[""Troublemaker"", ""Werewolf"", ""Villager"", ""Villager""]","[""Troublemaker"", ""Villager"", ""Werewolf"", ""Villager""]",True,player,"[""Hunter""]",3,"{""Hunter"": 0.6666666666666666, ""No Werewolf"": 0.3333333333333333}",0.6666666666666666,0.6365141682948128,True,Hunter,True,True,,,
Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game2,Ego4D,324bccd2-adff-4e9a-8ff4-03491e144ac3,Game2,"[""Zack"", ""Sean"", ""Hunter"", ""Jacob""]","[""Robber"", ""Seer"", ""Werewolf"", ""Troublemaker""]","[""Werewolf"", ""Robber"", ""Seer"", ""Troublemaker""]",True,player,"[""Zack""]",3,"{""Sean"": 1.0}",0.0,-0.0,False,Sean,True,False,,,
Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game3,Ego4D,324bccd2-adff-4e9a-8ff4-03491e144ac3,Game3,"[""Zack"", ""Sean"", ""Hunter"", ""Jacob""]","[""Seer"", ""Troublemaker"", ""Robber"", ""Werewolf""]","[""Seer"", ""Troublemaker"", ""Robber"", ""Werewolf""]",True,player,"[""Jacob""]",3,"{""No Werewolf"": 1.0}",0.0,-0.0,False,No Werewolf,True,False,,,
Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game4,Ego4D,324bccd2-adff-4e9a-8ff4-03491e144ac3,Game4,"[""Zack"", ""Sean"", ""Hunter"", ""Jacob""]","[""Werewolf"", ""Troublemaker"", ""Robber"", ""Werewolf""]","[""Troublemaker"", ""Robber"", ""Werewolf"", ""Werewolf""]",True,player,"[""Hunter"", ""Jacob""]",3,"{""No Werewolf"": 0.6666666666666666, ""Jacob"": 0.3333333333333333}",0.3333333333333333,0.6365141682948128,True,No Werewolf,True,False,,,
Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game5,Ego4D,324bccd2-adff-4e9a-8ff4-03491e144ac3,Game5,"[""Zack"", ""Sean"", ""Hunter"", ""Jacob""]","[""Villager"", ""Werewolf"", ""Troublemaker"", ""Werewolf""]","[""Villager"", ""Werewolf"", ""Troublemaker"", ""Werewolf""]",True,player,"[""Sean"", ""Jacob""]",3,"{""Sean"": 1.0}",1.0,-0.0,True,Sean,True,True,,,
Ego4D / 3ba069be-60fa-47fc-bd7b-f85bf649a5bd / Game1,Ego4D,3ba069be-60fa-47fc-bd7b-f85bf649a5bd,Game1,"[""Kevin"", ""Kaelan"", ""Jessica"", ""Daniel""]","[""Robber"", ""Troublemaker"", ""Werewolf"", ""Drunk""]","[""Werewolf"", ""Robber"", ""Troublemaker"", ""Center Card""]",True,player,"[""Kevin""]",3,"{""Kaelan"": 0.3333333333333333, ""Jessica"": 0.6666666666666666}",0.0,0.6365141682948128,False,Jessica,True,False,,,
Ego4D / 3ba069be-60fa-47fc-bd7b-f85bf649a5bd / Game2,Ego4D,3ba069be-60fa-47fc-bd7b-f85bf649a5bd,Game2,"[""Kevin"", ""Kaelan"", ""Jessica"", ""Daniel""]","[""Troublemaker"", ""Robber"", ""Minion"", ""Villager""]","[""Troublemaker"", ""Minion"", ""Villager"", ""Robber""]",False,circle,[],3,"{""No Werewolf"": 1.0}",1.0,-0.0,True,No Werewolf,True,True,,,
Ego4D / 3ba069be-60fa-47fc-bd7b-f85bf649a5bd / Game3,Ego4D,3ba069be-60fa-47fc-bd7b-f85bf649a5bd,Game3,"[""Kevin"", ""Kaelan"", ""Jessica"", ""Daniel""]","[""Minion"", ""Troublemaker"", ""Doppelganger"", ""Werewolf""]","[""Doppelganger"", ""Troublemaker"", ""Werewolf"", ""Minion""]",True,player,"[""Jessica""]",3,"{""Jessica"": 0.3333333333333333, ""Daniel"": 0.6666666666666666}",0.3333333333333333,0.6365141682948128,True,Daniel,True,False,,,
Ego4D / 3ba069be-60fa-47fc-bd7b-f85bf649a5bd / Game4,Ego4D,3ba069be-60fa-47fc-bd7b-f85bf649a5bd,Game4,"[""Kevin"", ""Kaelan"", ""Jessica"", ""Daniel""]","[""Troublemaker"", ""Seer"", ""Robber"", ""Minion""]","[""Troublemaker"", ""Minion"", ""Seer"", ""Robber""]",False,circle,[],3,"{""Daniel"": 1.0}",0.0,-0.0,False,Daniel,True,False,,,
Ego4D / 3ba069be-60fa-47fc-bd7b-f85bf649a5bd / Game5,Ego4D,3ba069be-60fa-47fc-bd7b-f85bf649a5bd,Game5,"[""Kevin"", ""Kaelan"", ""Jessica"", ""Daniel""]","[""Troublemaker"", ""Drunk"", ""Tanner"", ""Robber""]","[""Robber"", ""Center Card"", ""Troublemaker"", ""Tanner""]",False,circle,[],3,"{""Daniel"": 1.0}",0.0,-0.0,False,Daniel,True,False,,,
Ego4D / 3ba069be-60fa-47fc-bd7b-f85bf649a5bd / Game6,Ego4D,3ba069be-60fa-47fc-bd7b-f85bf649a5bd,Game6,"[""Kevin"", ""Kaelan"", ""Jessica"", ""Daniel""]","[""Doppelganger"", ""Robber"", ""Insomniac"", ""Drunk""]","[""Robber"", ""Center Card"", ""Insomniac"", ""Center Card""]",False,circle,[],3,"{""Kaelan"": 0.6666666666666666, ""Kevin"": 0.3333333333333333}",0.0,0.6365141682948128,False,Kaelan,True,False,,,
Ego4D / 62c4bc58-3776-4791-ac30-4c9ca5619503 / Game10,Ego4D,62c4bc58-3776-4791-ac30-4c9ca5619503,Game10,"[""Kevin"", ""Kaelan"", ""Jessica"", ""Daniel""]","[""Minion"", ""Villager"", ""Villager"", ""Werewolf""]","[""Minion"", ""Villager"", ""Villager"", ""Werewolf""]",True,player,"[""Daniel""]",3,"{""No Werewolf"": 0.6666666666666666, ""Daniel"": 0.3333333333333333}",0.3333333333333333,0.6365141682948128,True,No Werewolf,True,False,,,
Ego4D / 62c4bc58-3776-4791-ac30-4c9ca5619503 / Game11,Ego4D,62c4bc58-3776-4791-ac30-4c9ca5619503,Game11,"[""Kevin"", ""Kaelan"", ""Jessica"", ""Daniel""]","[""Villager"", ""Villager"", ""Minion"", ""Werewolf""]","[""Villager"", ""Villager"", ""Minion"", ""Werewolf""]",True,player,"[""Daniel""]",3,"{""Jessica"": 0.6666666666666666, ""Kevin"": 0.3333333333333333}",0.0,0.6365141682948128,False,Jessica,True,False,,,
Ego4D / 62c4bc58-3776-4791-ac30-4c9ca5619503 / Game12,Ego4D,62c4bc58-3776-4791-ac30-4c9ca5619503,Game12,"[""Kevin"", ""Kaelan"", ""Jessica"", ""Daniel""]","[""Mason"", ""Troublemaker"", ""Minion"", ""Seer""]","[""Seer"", ""Troublemaker"", ""Minion"", ""Mason""]",False,circle,[],3,"{""Kaelan"": 0.3333333333333333, ""Jessica"": 0.6666666666666666}",0.0,0.6365141682948128,False,Jessica,True,False,,,
Ego4D / 62c4bc58-3776-4791-ac30-4c9ca5619503 / Game7,Ego4D,62c4bc58-3776-4791-ac30-4c9ca5619503,Game7,"[""Kevin"", ""Kaelan"", ""Jessica"", ""Daniel""]","[""Seer"", ""Drunk"", ""Werewolf"", ""Werewolf""]","[""Seer"", ""Center Card"", ""Werewolf"", ""Werewolf""]",True,player,"[""Jessica"", ""Daniel""]",3,"{""Jessica"": 0.6666666666666666, ""Kevin"": 0.3333333333333333}",0.6666666666666666,0.6365141682948128,True,Jessica,True,True,,,
Ego4D / 62c4bc58-3776-4791-ac30-4c9ca5619503 / Game8,Ego4D,62c4bc58-3776-4791-ac30-4c9ca5619503,Game8,"[""Kevin"", ""Kaelan"", ""Jessica"", ""Daniel""]","[""Seer"", ""Robber"", ""Minion"", ""Drunk""]","[""Seer"", ""Drunk"", ""Minion"", ""Center Card""]",False,circle,[],3,"{""No Werewolf"": 0.6666666666666666, ""Kevin"": 0.3333333333333333}",0.6666666666666666,0.6365141682948128,True,No Werewolf,True,True,,,
Ego4D / 62c4bc58-3776-4791-ac30-4c9ca5619503 / Game9,Ego4D,62c4bc58-3776-4791-ac30-4c9ca5619503,Game9,"[""Kevin"", ""Kaelan"", ""Jessica"", ""Daniel""]","[""Troublemaker"", ""Doppelganger"", ""Werewolf"", ""Robber""]","[""Troublemaker"", ""Robber"", ""Werewolf"", ""Doppelganger""]",True,player,"[""Jessica""]",3,"{""Daniel"": 1.0}",0.0,-0.0,False,Daniel,True,False,,,
Ego4D / 64076f60-f3fc-4ee6-93e1-3489d8ec7b12 / Game3,Ego4D,64076f60-f3fc-4ee6-93e1-3489d8ec7b12,Game3,"[""Erin"", ""Sebastian"", ""Jack"", ""Brent"", ""Hailey""]","[""Troublemaker"", ""Moderator"", ""Werewolf"", ""Villager"", ""Robber""]","[""Troublemaker"", ""Moderator"", ""Robber"", ""Werewolf"", ""Villager""]",True,player,"[""Brent""]",3,"{""Brent"": 1.0}",1.0,-0.0,True,Brent,True,True,,,
Ego4D / 698f6bbe-4347-4a06-bd5d-3482f5e4fbbe / Game1,Ego4D,698f6bbe-4347-4a06-bd5d-3482f5e4fbbe,Game1,"[""Elliot"", ""Ashley"", ""James"", ""Chris"", ""Sukeshi"", ""Sian""]","[""Robber"", ""Werewolf"", ""Werewolf"", ""Minion"", ""Troublemaker"", ""Drunk""]","[""Werewolf"", ""Werewolf"", ""Robber"", ""Drunk"", ""Troublemaker"", ""Seer""]",True,player,"[""Elliot"", ""Ashley""]",3,"{""James"": 1.0}",0.0,-0.0,False,James,True,False,,,
Ego4D / 698f6bbe-4347-4a06-bd5d-3482f5e4fbbe / Game2,Ego4D,698f6bbe-4347-4a06-bd5d-3482f5e4fbbe,Game2,"[""Elliot"", ""Ashley"", ""James"", ""Chris"", ""Sukeshi"", ""Sian""]","[""Villager"", ""Troublemaker"", ""Robber"", ""Seer"", ""Werewolf"", ""Hunter""]","[""Seer"", ""Troublemaker"", ""Hunter"", ""Villager"", ""Werewolf"", ""Robber""]",True,player,"[""Sukeshi""]",3,"{""Elliot"": 0.3333333333333333, ""Sukeshi"": 0.3333333333333333, ""Ashley"": 0.3333333333333333}",0.3333333333333333,1.0986122886681096,True,,False,,,,
Ego4D / 698f6bbe-4347-4a06-bd5d-3482f5e4fbbe / Game3,Ego4D,698f6bbe-4347-4a06-bd5d-3482f5e4fbbe,Game3,"[""Elliot"", ""Ashley"", ""James"", ""Chris"", ""Sukeshi"", ""Sian""]","[""Hunter"", ""Troublemaker"", ""Drunk"", ""Robber"", ""Seer"", ""Villager""]","[""Robber"", ""Troublemaker"", ""Werewolf"", ""Hunter"", ""Villager"", ""Seer""]",True,player,"[""James""]",3,"{""James"": 1.0}",1.0,-0.0,True,James,True,True,,,
Youtube / Flashback##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#9 / Game1,Youtube,Flashback##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#9,Game1,"[""Justin"", ""Laura"", ""Paul"", ""James"", ""Mitchell""]","[""Werewolf"", ""Villager"", ""Villager"", ""Robber"", ""Insomniac""]","[""Werewolf"", ""Villager"", ""Robber"", ""Villager"", ""Insomniac""]",True,player,"[""Justin""]",3,"{""Mitchell"": 1.0}",0.0,-0.0,False,Mitchell,True,False,,,
Youtube / Flashback##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#9 / Game2,Youtube,Flashback##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#9,Game2,"[""Justin"", ""Laura"", ""Paul"", ""James"", ""Mitchell""]","[""Troublemaker"", ""Werewolf"", ""Villager"", ""Villager"", ""Seer""]","[""Troublemaker"", ""Werewolf"", ""Seer"", ""Villager"", ""Villager""]",True,player,"[""Laura""]",3,"{""James"": 1.0}",0.0,-0.0,False,James,True,False,,,
Youtube / Flashback##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#9 / Game3,Youtube,Flashback##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#9,Game3,"[""Justin"", ""Laura"", ""Paul"", ""James"", ""Mitchell""]","[""Troublemaker"", ""Seer"", ""Werewolf"", ""Villager"", ""Robber""]","[""Troublemaker"", ""Villager"", ""Robber"", ""Seer"", ""Werewolf""]",True,player,"[""Mitchell""]",3,"{""Laura"": 0.3333333333333333, ""No Werewolf"": 0.6666666666666666}",0.0,0.6365141682948128,False,No Werewolf,True,False,,,
Youtube / Flashback##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#9 / Game4,Youtube,Flashback##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#9,Game4,"[""Justin"", ""Laura"", ""Paul"", ""James"", ""Mitchell""]","[""Troublemaker"", ""Villager"", ""Robber"", ""Seer"", ""Villager""]","[""Troublemaker"", ""Villager"", ""Villager"", ""Seer"", ""Robber""]",False,circle,[],3,"{""Paul"": 0.6666666666666666, ""James"": 0.3333333333333333}",0.0,0.6365141682948128,False,Paul,True,False,,,
Youtube / Flashback##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#9 / Game5,Youtube,Flashback##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#9,Game5,"[""Justin"", ""Laura"", ""Paul"", ""James"", ""Mitchell""]","[""Insomniac"", ""Werewolf"", ""Werewolf"", ""Seer"", ""Villager""]","[""Insomniac"", ""Werewolf"", ""Werewolf"", ""Seer"", ""Villager""]",True,player,"[""Laura"", ""Paul""]",3,"{""Mitchell"": 1.0}",0.0,-0.0,False,Mitchell,True,False,,,
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game1,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1,Game1,"[""Justin"", ""Alvin"", ""James"", ""Mitchell""]","[""Robber"", ""Villager"", ""Villager"", ""Werewolf""]","[""Villager"", ""Villager"", ""Robber"", ""Werewolf""]",True,player,"[""Mitchell""]",3,"{""Mitchell"": 1.0}",1.0,-0.0,True,Mitchell,True,True,,,
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game10,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1,Game10,"[""Justin"", ""Alvin"", ""James"", ""Mitchell""]","[""Werewolf"", ""Seer"", ""Tanner"", ""Robber""]","[""Robber"", ""Seer"", ""Tanner"", ""Werewolf""]",True,player,"[""Mitchell""]",3,"{""Justin"": 1.0}",0.0,-0.0,False,Justin,True,False,,,
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game2,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1,Game2,"[""Justin"", ""Alvin"", ""James"", ""Mitchell""]","[""Werewolf"", ""Robber"", ""Villager"", ""Villager""]","[""Werewolf"", ""Villager"", ""Robber"", ""Villager""]",True,player,"[""Justin""]",3,"{""Mitchell"": 1.0}",0.0,-0.0,False,Mitchell,True,False,,,
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game3,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1,Game3,"[""Justin"", ""Alvin"", ""James"", ""Mitchell""]","[""Werewolf"", ""Seer"", ""Villager"", ""Robber""]","[""Robber"", ""Seer"", ""Villager"", ""Werewolf""]",True,player,"[""Mitchell""]",3,"{""Justin"": 1.0}",0.0,-0.0,False,Justin,True,False,,,
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game4,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1,Game4,"[""Justin"", ""Alvin"", ""James"", ""Mitchell""]","[""Werewolf"", ""Seer"", ""Villager"", ""Robber""]","[""Robber"", ""Seer"", ""Villager"", ""Werewolf""]",True,player,"[""Mitchell""]",3,"{""James"": 1.0}",0.0,-0.0,False,James,True,False,,,
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game5,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1,Game5,"[""Justin"", ""Alvin"", ""James"", ""Mitchell""]","[""Villager"", ""Werewolf"", ""Villager"", ""Robber""]","[""Villager"", ""Robber"", ""Villager"", ""Werewolf""]",True,player,"[""Mitchell""]",3,"{""Mitchell"": 1.0}",1.0,-0.0,True,Mitchell,True,True,,,
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game6,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1,Game6,"[""Justin"", ""Alvin"", ""James"", ""Mitchell""]","[""Robber"", ""Seer"", ""Hunter"", ""Werewolf""]","[""Werewolf"", ""Seer"", ""Hunter"", ""Robber""]",True,player,"[""Justin""]",3,"{""Justin"": 1.0}",1.0,-0.0,True,Justin,True,True,,,
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game7,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1,Game7,"[""Justin"", ""Alvin"", ""James"", ""Mitchell""]","[""Seer"", ""Robber"", ""Werewolf"", ""Drunk""]","[""Seer"", ""Drunk"", ""Werewolf"", ""Werewolf""]",True,player,"[""James"", ""Mitchell""]",3,"{""James"": 1.0}",1.0,-0.0,True,James,True,True,,,
