model,decoding_group,semantic_category,discourse_relation,n_runs,mean_conditional_prevalence,sd_conditional_prevalence,min_conditional_prevalence,max_conditional_prevalence,total_n_with_category,total_n_with_both,low_support_diagnostic
Gemma 4 4B,Greedy,Testimony,Expansion.Conjunction,1,0.45985401459854014,,0.45985401459854014,0.45985401459854014,137,63,False
Gemma 4 4B,Greedy,Testimony,Expansion.Alternative,1,0.0072992700729927005,,0.0072992700729927005,0.0072992700729927005,137,1,False
Gemma 4 4B,Greedy,Testimony,Expansion.Restatement,1,0.0,,0.0,0.0,137,0,False
Gemma 4 4B,Greedy,Testimony,Temporal.Asynchronous,1,0.30656934306569344,,0.30656934306569344,0.30656934306569344,137,42,False
Gemma 4 4B,Greedy,Testimony,Temporal.Synchrony,1,0.06569343065693431,,0.06569343065693431,0.06569343065693431,137,9,False
Gemma 4 4B,Greedy,SocialJudgment,Comparison.Contrast,1,0.7475728155339806,,0.7475728155339806,0.7475728155339806,103,77,False
Gemma 4 4B,Greedy,SocialJudgment,Comparison.Concession,1,0.019417475728155338,,0.019417475728155338,0.019417475728155338,103,2,False
Gemma 4 4B,Greedy,SocialJudgment,Contingency.Cause,1,0.22330097087378642,,0.22330097087378642,0.22330097087378642,103,23,False
Gemma 4 4B,Greedy,SocialJudgment,Contingency.Condition,1,0.05825242718446602,,0.05825242718446602,0.05825242718446602,103,6,False
Gemma 4 4B,Greedy,SocialJudgment,Expansion.Conjunction,1,0.5825242718446602,,0.5825242718446602,0.5825242718446602,103,60,False
Gemma 4 4B,Greedy,SocialJudgment,Expansion.Alternative,1,0.009708737864077669,,0.009708737864077669,0.009708737864077669,103,1,False
Gemma 4 4B,Greedy,SocialJudgment,Expansion.Restatement,1,0.0,,0.0,0.0,103,0,False
Gemma 4 4B,Greedy,SocialJudgment,Temporal.Asynchronous,1,0.21359223300970873,,0.21359223300970873,0.21359223300970873,103,22,False
Gemma 4 4B,Greedy,SocialJudgment,Temporal.Synchrony,1,0.07766990291262135,,0.07766990291262135,0.07766990291262135,103,8,False
Gemma 4 4B,Greedy,Behavioral,Comparison.Contrast,1,0.7395833333333334,,0.7395833333333334,0.7395833333333334,96,71,False
Gemma 4 4B,Greedy,Behavioral,Comparison.Concession,1,0.010416666666666666,,0.010416666666666666,0.010416666666666666,96,1,False
Gemma 4 4B,Greedy,Behavioral,Contingency.Cause,1,0.20833333333333334,,0.20833333333333334,0.20833333333333334,96,20,False
Gemma 4 4B,Greedy,Behavioral,Contingency.Condition,1,0.020833333333333332,,0.020833333333333332,0.020833333333333332,96,2,False
Gemma 4 4B,Greedy,Behavioral,Expansion.Conjunction,1,0.4895833333333333,,0.4895833333333333,0.4895833333333333,96,47,False
Gemma 4 4B,Greedy,Behavioral,Expansion.Alternative,1,0.010416666666666666,,0.010416666666666666,0.010416666666666666,96,1,False
Gemma 4 4B,Greedy,Behavioral,Expansion.Restatement,1,0.0,,0.0,0.0,96,0,False
Gemma 4 4B,Greedy,Behavioral,Temporal.Asynchronous,1,0.3020833333333333,,0.3020833333333333,0.3020833333333333,96,29,False
Gemma 4 4B,Greedy,Behavioral,Temporal.Synchrony,1,0.07291666666666667,,0.07291666666666667,0.07291666666666667,96,7,False
Gemma 4 4B,Greedy,ClaimComparison,Comparison.Contrast,1,0.5263157894736842,,0.5263157894736842,0.5263157894736842,38,20,False
Gemma 4 4B,Greedy,ClaimComparison,Comparison.Concession,1,0.02631578947368421,,0.02631578947368421,0.02631578947368421,38,1,False
Gemma 4 4B,Greedy,ClaimComparison,Contingency.Cause,1,0.13157894736842105,,0.13157894736842105,0.13157894736842105,38,5,False
Gemma 4 4B,Greedy,ClaimComparison,Contingency.Condition,1,0.02631578947368421,,0.02631578947368421,0.02631578947368421,38,1,False
Gemma 4 4B,Greedy,ClaimComparison,Expansion.Conjunction,1,0.39473684210526316,,0.39473684210526316,0.39473684210526316,38,15,False
Gemma 4 4B,Greedy,ClaimComparison,Expansion.Alternative,1,0.0,,0.0,0.0,38,0,False
Gemma 4 4B,Greedy,ClaimComparison,Expansion.Restatement,1,0.0,,0.0,0.0,38,0,False
Gemma 4 4B,Greedy,ClaimComparison,Temporal.Asynchronous,1,0.6578947368421053,,0.6578947368421053,0.6578947368421053,38,25,False
Gemma 4 4B,Greedy,ClaimComparison,Temporal.Synchrony,1,0.10526315789473684,,0.10526315789473684,0.10526315789473684,38,4,False
Gemma 4 4B,Greedy,Payoff,Comparison.Contrast,1,0.7445255474452555,,0.7445255474452555,0.7445255474452555,137,102,False
Gemma 4 4B,Greedy,Payoff,Comparison.Concession,1,0.014598540145985401,,0.014598540145985401,0.014598540145985401,137,2,False
Gemma 4 4B,Greedy,Payoff,Contingency.Cause,1,0.35036496350364965,,0.35036496350364965,0.35036496350364965,137,48,False
Gemma 4 4B,Greedy,Payoff,Contingency.Condition,1,0.1386861313868613,,0.1386861313868613,0.1386861313868613,137,19,False
Gemma 4 4B,Greedy,Payoff,Expansion.Conjunction,1,0.5255474452554745,,0.5255474452554745,0.5255474452554745,137,72,False
Gemma 4 4B,Greedy,Payoff,Expansion.Alternative,1,0.0072992700729927005,,0.0072992700729927005,0.0072992700729927005,137,1,False
Gemma 4 4B,Greedy,Payoff,Expansion.Restatement,1,0.0,,0.0,0.0,137,0,False
Gemma 4 4B,Greedy,Payoff,Temporal.Asynchronous,1,0.24817518248175183,,0.24817518248175183,0.24817518248175183,137,34,False
Gemma 4 4B,Greedy,Payoff,Temporal.Synchrony,1,0.051094890510948905,,0.051094890510948905,0.051094890510948905,137,7,False
Gemma 4 4B,Greedy,Uncertainty,Comparison.Contrast,1,0.8311688311688312,,0.8311688311688312,0.8311688311688312,77,64,False
Gemma 4 4B,Greedy,Uncertainty,Comparison.Concession,1,0.012987012987012988,,0.012987012987012988,0.012987012987012988,77,1,False
Gemma 4 4B,Greedy,Uncertainty,Contingency.Cause,1,0.37662337662337664,,0.37662337662337664,0.37662337662337664,77,29,False
Gemma 4 4B,Greedy,Uncertainty,Contingency.Condition,1,0.15584415584415584,,0.15584415584415584,0.15584415584415584,77,12,False
Gemma 4 4B,Greedy,Uncertainty,Expansion.Conjunction,1,0.4805194805194805,,0.4805194805194805,0.4805194805194805,77,37,False
Gemma 4 4B,Greedy,Uncertainty,Expansion.Alternative,1,0.0,,0.0,0.0,77,0,False
Gemma 4 4B,Greedy,Uncertainty,Expansion.Restatement,1,0.0,,0.0,0.0,77,0,False
Gemma 4 4B,Greedy,Uncertainty,Temporal.Asynchronous,1,0.18181818181818182,,0.18181818181818182,0.18181818181818182,77,14,False
Gemma 4 4B,Greedy,Uncertainty,Temporal.Synchrony,1,0.025974025974025976,,0.025974025974025976,0.025974025974025976,77,2,False
Gemma 4 31B,Stochastic,Mechanical,Comparison.Contrast,3,0.33663366336633666,0.009900990099009882,0.32673267326732675,0.3465346534653465,303,102,False
Gemma 4 31B,Stochastic,Mechanical,Comparison.Concession,3,0.009900990099009901,0.009900990099009901,0.0,0.019801980198019802,303,3,False
Gemma 4 31B,Stochastic,Mechanical,Contingency.Cause,3,0.4752475247524752,0.009900990099009882,0.46534653465346537,0.48514851485148514,303,144,False
Gemma 4 31B,Stochastic,Mechanical,Contingency.Condition,3,0.42244224422442245,0.031827230234300175,0.38613861386138615,0.44554455445544555,303,128,False
Gemma 4 31B,Stochastic,Mechanical,Expansion.Conjunction,3,0.5478547854785479,0.0228653571956287,0.5346534653465347,0.5742574257425742,303,166,False
Gemma 4 31B,Stochastic,Mechanical,Expansion.Alternative,3,0.023102310231023104,0.024916945330926567,0.0,0.04950495049504951,303,7,False
Gemma 4 31B,Stochastic,Mechanical,Expansion.Restatement,3,0.0,0.0,0.0,0.0,303,0,False
Gemma 4 31B,Stochastic,Mechanical,Temporal.Asynchronous,3,0.3333333333333333,0.005716339298907191,0.32673267326732675,0.33663366336633666,303,101,False
Gemma 4 31B,Stochastic,Mechanical,Temporal.Synchrony,3,0.06930693069306931,0.03569852747984148,0.0297029702970297,0.09900990099009901,303,21,False
Gemma 4 31B,Stochastic,Testimony,Comparison.Contrast,3,0.4459605742360502,0.033551738242998785,0.4095744680851064,0.4756756756756757,563,251,False
Gemma 4 31B,Stochastic,Testimony,Comparison.Concession,3,0.017732009725290803,0.00806976573535799,0.010810810810810811,0.026595744680851064,563,10,False
Gemma 4 31B,Stochastic,Testimony,Contingency.Cause,3,0.38910041060097056,0.013726981565595417,0.3736842105263158,0.4,563,219,False
Gemma 4 31B,Stochastic,Testimony,Contingency.Condition,3,0.29308939398525063,0.005229994071917429,0.2872340425531915,0.2972972972972973,563,165,False
Gemma 4 31B,Stochastic,Testimony,Expansion.Conjunction,3,0.5292999606549439,0.02074975216306571,0.5157894736842106,0.5531914893617021,563,298,False
Gemma 4 31B,Stochastic,Testimony,Expansion.Alternative,3,0.016073968705547653,0.01621808778598599,0.0,0.032432432432432434,563,9,False
Gemma 4 31B,Stochastic,Testimony,Expansion.Restatement,3,0.0017543859649122807,0.0030386856273138196,0.0,0.005263157894736842,563,1,False
Gemma 4 31B,Stochastic,Testimony,Temporal.Asynchronous,3,0.3518345893485871,0.01832563289359899,0.3404255319148936,0.372972972972973,563,198,False
Gemma 4 31B,Stochastic,Testimony,Temporal.Synchrony,3,0.09077661087739475,0.024176446703450892,0.06315789473684211,0.10810810810810811,563,51,False
Gemma 4 31B,Stochastic,SocialJudgment,Comparison.Contrast,3,0.504595588235294,0.02286738107467781,0.484375,0.5294117647058824,171,86,False
Gemma 4 31B,Stochastic,SocialJudgment,Comparison.Concession,3,0.02885737628384687,0.008315519184459953,0.0196078431372549,0.03571428571428571,171,5,False
Gemma 4 31B,Stochastic,SocialJudgment,Contingency.Cause,3,0.2888363678804855,0.04799572303917369,0.2549019607843137,0.34375,171,50,False
Gemma 4 31B,Stochastic,SocialJudgment,Contingency.Condition,3,0.18887138188608776,0.029681512847031417,0.15625,0.21428571428571427,171,32,False
Gemma 4 31B,Stochastic,SocialJudgment,Expansion.Conjunction,3,0.515172735760971,0.01845252490566916,0.5,0.5357142857142857,171,88,False
Gemma 4 31B,Stochastic,SocialJudgment,Expansion.Alternative,3,0.006535947712418301,0.011320593513522074,0.0,0.0196078431372549,171,1,False
Gemma 4 31B,Stochastic,SocialJudgment,Expansion.Restatement,3,0.0,0.0,0.0,0.0,171,0,False
Gemma 4 31B,Stochastic,SocialJudgment,Temporal.Asynchronous,3,0.32167658730158727,0.0158943154464406,0.30357142857142855,0.3333333333333333,171,55,False
Gemma 4 31B,Stochastic,SocialJudgment,Temporal.Synchrony,3,0.06441118113912231,0.037204346147358854,0.0392156862745098,0.10714285714285714,171,11,False
Gemma 4 31B,Stochastic,Behavioral,Comparison.Contrast,3,0.49840339408703277,0.0539013753051374,0.45689655172413796,0.559322033898305,353,176,False
Gemma 4 31B,Stochastic,Behavioral,Comparison.Concession,3,0.017047789308593103,0.008696252663368051,0.00847457627118644,0.02586206896551724,353,6,False
Gemma 4 31B,Stochastic,Behavioral,Contingency.Cause,3,0.3969908828522642,0.04830831240914014,0.3445378151260504,0.4396551724137931,353,140,False
Gemma 4 31B,Stochastic,Behavioral,Contingency.Condition,3,0.2633421574357388,0.028707447411028653,0.23728813559322035,0.29411764705882354,353,93,False
Gemma 4 31B,Stochastic,Behavioral,Expansion.Conjunction,3,0.544019419573791,0.014273212031570788,0.5338983050847458,0.5603448275862069,353,192,False
Gemma 4 31B,Stochastic,Behavioral,Expansion.Alternative,3,0.019726534681669277,0.02133680494251768,0.0,0.0423728813559322,353,7,False
Gemma 4 31B,Stochastic,Behavioral,Expansion.Restatement,3,0.0028011204481792717,0.004851682934366603,0.0,0.008403361344537815,353,1,False
Gemma 4 31B,Stochastic,Behavioral,Temporal.Asynchronous,3,0.3934878451672896,0.047942098523697116,0.3448275862068966,0.4406779661016949,353,139,False
Gemma 4 31B,Stochastic,Behavioral,Temporal.Synchrony,3,0.11348753411358699,0.025531372272206015,0.08403361344537816,0.12931034482758622,353,40,False
Gemma 4 31B,Stochastic,ClaimComparison,Comparison.Contrast,3,0.4663648795715554,0.029039151821853203,0.4375,0.49557522123893805,328,153,False
Gemma 4 31B,Stochastic,ClaimComparison,Comparison.Concession,3,0.021300768352705803,0.00482717979528622,0.017699115044247787,0.026785714285714284,328,7,False
Gemma 4 31B,Stochastic,ClaimComparison,Contingency.Cause,3,0.38124082006717974,0.021446218737466584,0.35714285714285715,0.39823008849557523,328,125,False
Gemma 4 31B,Stochastic,ClaimComparison,Contingency.Condition,3,0.2783913075497404,0.028519693098472066,0.25663716814159293,0.3106796116504854,328,91,False
Gemma 4 31B,Stochastic,ClaimComparison,Expansion.Conjunction,3,0.5387283210388718,0.03834410933608159,0.5048543689320388,0.5803571428571429,328,177,False
Gemma 4 31B,Stochastic,ClaimComparison,Expansion.Alternative,3,0.015322049431509006,0.013739992400745743,0.0,0.02654867256637168,328,5,False
Gemma 4 31B,Stochastic,ClaimComparison,Expansion.Restatement,3,0.0,0.0,0.0,0.0,328,0,False
Gemma 4 31B,Stochastic,ClaimComparison,Temporal.Asynchronous,3,0.4666776109876892,0.0175690388330946,0.44642857142857145,0.4778761061946903,328,153,False
Gemma 4 31B,Stochastic,ClaimComparison,Temporal.Synchrony,3,0.09940588702187636,0.0358539096459648,0.05825242718446602,0.12389380530973451,328,33,False
Gemma 4 31B,Stochastic,Payoff,Comparison.Contrast,3,0.4699024139702106,0.13314165002401288,0.32727272727272727,0.5909090909090909,158,73,False
Gemma 4 31B,Stochastic,Payoff,Comparison.Concession,3,0.019696969696969695,0.018370235837851728,0.0,0.03636363636363636,158,3,False
Gemma 4 31B,Stochastic,Payoff,Contingency.Cause,3,0.518130457113508,0.13750934030707596,0.36363636363636365,0.6271186440677966,158,84,False
Gemma 4 31B,Stochastic,Payoff,Contingency.Condition,3,0.4317411402157165,0.028349634840325218,0.4,0.45454545454545453,158,68,False
Gemma 4 31B,Stochastic,Payoff,Expansion.Conjunction,3,0.5747303543913713,0.05339822327014933,0.5423728813559322,0.6363636363636364,158,91,False
Gemma 4 31B,Stochastic,Payoff,Expansion.Alternative,3,0.018875192604006163,0.01727433538118541,0.0,0.03389830508474576,158,3,False
Gemma 4 31B,Stochastic,Payoff,Expansion.Restatement,3,0.007575757575757576,0.013121597027036951,0.0,0.022727272727272728,158,1,False
Gemma 4 31B,Stochastic,Payoff,Temporal.Asynchronous,3,0.2778633795582948,0.008895997984431846,0.2727272727272727,0.288135593220339,158,44,False
Gemma 4 31B,Stochastic,Payoff,Temporal.Synchrony,3,0.12095531587057011,0.026023645229668,0.09090909090909091,0.13636363636363635,158,19,False
Gemma 4 31B,Stochastic,Uncertainty,Comparison.Contrast,3,0.6439393939393939,0.032803992567592345,0.625,0.6818181818181818,62,40,True
Gemma 4 31B,Stochastic,Uncertainty,Comparison.Concession,3,0.0,0.0,0.0,0.0,62,0,True
Gemma 4 31B,Stochastic,Uncertainty,Contingency.Cause,3,0.24494949494949494,0.10472189035224225,0.125,0.3181818181818182,62,16,True
Gemma 4 31B,Stochastic,Uncertainty,Contingency.Condition,3,0.27525252525252525,0.12316917573997173,0.16666666666666666,0.4090909090909091,62,17,True
Gemma 4 31B,Stochastic,Uncertainty,Expansion.Conjunction,3,0.5984848484848485,0.04592558959462935,0.5454545454545454,0.625,62,37,True
Gemma 4 31B,Stochastic,Uncertainty,Expansion.Alternative,3,0.015151515151515152,0.026243194054073903,0.0,0.045454545454545456,62,1,True
Gemma 4 31B,Stochastic,Uncertainty,Expansion.Restatement,3,0.0,0.0,0.0,0.0,62,0,True
Gemma 4 31B,Stochastic,Uncertainty,Temporal.Asynchronous,3,0.21338383838383837,0.03437034744650556,0.18181818181818182,0.25,62,13,True
Gemma 4 31B,Stochastic,Uncertainty,Temporal.Synchrony,3,0.06060606060606061,0.10497277621629561,0.0,0.18181818181818182,62,4,True
Gemma 4 31B,Greedy,Mechanical,Comparison.Contrast,1,0.42718446601941745,,0.42718446601941745,0.42718446601941745,103,44,False
Gemma 4 31B,Greedy,Mechanical,Comparison.Concession,1,0.0,,0.0,0.0,103,0,False
Gemma 4 31B,Greedy,Mechanical,Contingency.Cause,1,0.4563106796116505,,0.4563106796116505,0.4563106796116505,103,47,False
Gemma 4 31B,Greedy,Mechanical,Contingency.Condition,1,0.39805825242718446,,0.39805825242718446,0.39805825242718446,103,41,False
Gemma 4 31B,Greedy,Mechanical,Expansion.Conjunction,1,0.6213592233009708,,0.6213592233009708,0.6213592233009708,103,64,False
Gemma 4 31B,Greedy,Mechanical,Expansion.Alternative,1,0.04854368932038835,,0.04854368932038835,0.04854368932038835,103,5,False
Gemma 4 31B,Greedy,Mechanical,Expansion.Restatement,1,0.0,,0.0,0.0,103,0,False
Gemma 4 31B,Greedy,Mechanical,Temporal.Asynchronous,1,0.33980582524271846,,0.33980582524271846,0.33980582524271846,103,35,False
Gemma 4 31B,Greedy,Mechanical,Temporal.Synchrony,1,0.06796116504854369,,0.06796116504854369,0.06796116504854369,103,7,False
Gemma 4 31B,Greedy,Testimony,Comparison.Contrast,1,0.42857142857142855,,0.42857142857142855,0.42857142857142855,189,81,False
Gemma 4 31B,Greedy,Testimony,Comparison.Concession,1,0.010582010582010581,,0.010582010582010581,0.010582010582010581,189,2,False
Gemma 4 31B,Greedy,Testimony,Contingency.Cause,1,0.4074074074074074,,0.4074074074074074,0.4074074074074074,189,77,False
Gemma 4 31B,Greedy,Testimony,Contingency.Condition,1,0.26455026455026454,,0.26455026455026454,0.26455026455026454,189,50,False
Gemma 4 31B,Greedy,Testimony,Expansion.Conjunction,1,0.6031746031746031,,0.6031746031746031,0.6031746031746031,189,114,False
Gemma 4 31B,Greedy,Testimony,Expansion.Alternative,1,0.042328042328042326,,0.042328042328042326,0.042328042328042326,189,8,False
Gemma 4 31B,Greedy,Testimony,Expansion.Restatement,1,0.0,,0.0,0.0,189,0,False
Gemma 4 31B,Greedy,Testimony,Temporal.Asynchronous,1,0.35978835978835977,,0.35978835978835977,0.35978835978835977,189,68,False
Gemma 4 31B,Greedy,Testimony,Temporal.Synchrony,1,0.09523809523809523,,0.09523809523809523,0.09523809523809523,189,18,False
Gemma 4 31B,Greedy,SocialJudgment,Comparison.Contrast,1,0.5689655172413793,,0.5689655172413793,0.5689655172413793,58,33,False
Gemma 4 31B,Greedy,SocialJudgment,Comparison.Concession,1,0.017241379310344827,,0.017241379310344827,0.017241379310344827,58,1,False
Gemma 4 31B,Greedy,SocialJudgment,Contingency.Cause,1,0.20689655172413793,,0.20689655172413793,0.20689655172413793,58,12,False
Gemma 4 31B,Greedy,SocialJudgment,Contingency.Condition,1,0.1724137931034483,,0.1724137931034483,0.1724137931034483,58,10,False
Gemma 4 31B,Greedy,SocialJudgment,Expansion.Conjunction,1,0.6206896551724138,,0.6206896551724138,0.6206896551724138,58,36,False
Gemma 4 31B,Greedy,SocialJudgment,Expansion.Alternative,1,0.017241379310344827,,0.017241379310344827,0.017241379310344827,58,1,False
Gemma 4 31B,Greedy,SocialJudgment,Expansion.Restatement,1,0.0,,0.0,0.0,58,0,False
Gemma 4 31B,Greedy,SocialJudgment,Temporal.Asynchronous,1,0.3448275862068966,,0.3448275862068966,0.3448275862068966,58,20,False
Gemma 4 31B,Greedy,SocialJudgment,Temporal.Synchrony,1,0.08620689655172414,,0.08620689655172414,0.08620689655172414,58,5,False
Gemma 4 31B,Greedy,Behavioral,Comparison.Contrast,1,0.47863247863247865,,0.47863247863247865,0.47863247863247865,117,56,False
Gemma 4 31B,Greedy,Behavioral,Comparison.Concession,1,0.008547008547008548,,0.008547008547008548,0.008547008547008548,117,1,False
Gemma 4 31B,Greedy,Behavioral,Contingency.Cause,1,0.4188034188034188,,0.4188034188034188,0.4188034188034188,117,49,False
Gemma 4 31B,Greedy,Behavioral,Contingency.Condition,1,0.23076923076923078,,0.23076923076923078,0.23076923076923078,117,27,False
Gemma 4 31B,Greedy,Behavioral,Expansion.Conjunction,1,0.5982905982905983,,0.5982905982905983,0.5982905982905983,117,70,False
Gemma 4 31B,Greedy,Behavioral,Expansion.Alternative,1,0.05128205128205128,,0.05128205128205128,0.05128205128205128,117,6,False
Gemma 4 31B,Greedy,Behavioral,Expansion.Restatement,1,0.0,,0.0,0.0,117,0,False
Gemma 4 31B,Greedy,Behavioral,Temporal.Asynchronous,1,0.39316239316239315,,0.39316239316239315,0.39316239316239315,117,46,False
Gemma 4 31B,Greedy,Behavioral,Temporal.Synchrony,1,0.13675213675213677,,0.13675213675213677,0.13675213675213677,117,16,False
Gemma 4 31B,Greedy,ClaimComparison,Comparison.Contrast,1,0.45614035087719296,,0.45614035087719296,0.45614035087719296,114,52,False
Gemma 4 31B,Greedy,ClaimComparison,Comparison.Concession,1,0.017543859649122806,,0.017543859649122806,0.017543859649122806,114,2,False
Gemma 4 31B,Greedy,ClaimComparison,Contingency.Cause,1,0.37719298245614036,,0.37719298245614036,0.37719298245614036,114,43,False
Gemma 4 31B,Greedy,ClaimComparison,Contingency.Condition,1,0.22807017543859648,,0.22807017543859648,0.22807017543859648,114,26,False
Gemma 4 31B,Greedy,ClaimComparison,Expansion.Conjunction,1,0.6491228070175439,,0.6491228070175439,0.6491228070175439,114,74,False
Gemma 4 31B,Greedy,ClaimComparison,Expansion.Alternative,1,0.017543859649122806,,0.017543859649122806,0.017543859649122806,114,2,False
Gemma 4 31B,Greedy,ClaimComparison,Expansion.Restatement,1,0.0,,0.0,0.0,114,0,False
Gemma 4 31B,Greedy,ClaimComparison,Temporal.Asynchronous,1,0.4298245614035088,,0.4298245614035088,0.4298245614035088,114,49,False
Gemma 4 31B,Greedy,ClaimComparison,Temporal.Synchrony,1,0.07894736842105263,,0.07894736842105263,0.07894736842105263,114,9,False
Gemma 4 31B,Greedy,Payoff,Comparison.Contrast,1,0.4107142857142857,,0.4107142857142857,0.4107142857142857,56,23,False
Gemma 4 31B,Greedy,Payoff,Comparison.Concession,1,0.0,,0.0,0.0,56,0,False
Gemma 4 31B,Greedy,Payoff,Contingency.Cause,1,0.5714285714285714,,0.5714285714285714,0.5714285714285714,56,32,False
Gemma 4 31B,Greedy,Payoff,Contingency.Condition,1,0.375,,0.375,0.375,56,21,False
Gemma 4 31B,Greedy,Payoff,Expansion.Conjunction,1,0.6964285714285714,,0.6964285714285714,0.6964285714285714,56,39,False
Gemma 4 31B,Greedy,Payoff,Expansion.Alternative,1,0.017857142857142856,,0.017857142857142856,0.017857142857142856,56,1,False
Gemma 4 31B,Greedy,Payoff,Expansion.Restatement,1,0.0,,0.0,0.0,56,0,False
Gemma 4 31B,Greedy,Payoff,Temporal.Asynchronous,1,0.26785714285714285,,0.26785714285714285,0.26785714285714285,56,15,False
Gemma 4 31B,Greedy,Payoff,Temporal.Synchrony,1,0.07142857142857142,,0.07142857142857142,0.07142857142857142,56,4,False
Gemma 4 31B,Greedy,Uncertainty,Comparison.Contrast,1,0.6666666666666666,,0.6666666666666666,0.6666666666666666,15,10,True
Gemma 4 31B,Greedy,Uncertainty,Comparison.Concession,1,0.0,,0.0,0.0,15,0,True
Gemma 4 31B,Greedy,Uncertainty,Contingency.Cause,1,0.4,,0.4,0.4,15,6,True
Gemma 4 31B,Greedy,Uncertainty,Contingency.Condition,1,0.06666666666666667,,0.06666666666666667,0.06666666666666667,15,1,True
Gemma 4 31B,Greedy,Uncertainty,Expansion.Conjunction,1,0.6666666666666666,,0.6666666666666666,0.6666666666666666,15,10,True
Gemma 4 31B,Greedy,Uncertainty,Expansion.Alternative,1,0.0,,0.0,0.0,15,0,True
Gemma 4 31B,Greedy,Uncertainty,Expansion.Restatement,1,0.0,,0.0,0.0,15,0,True
Gemma 4 31B,Greedy,Uncertainty,Temporal.Asynchronous,1,0.4,,0.4,0.4,15,6,True
Gemma 4 31B,Greedy,Uncertainty,Temporal.Synchrony,1,0.13333333333333333,,0.13333333333333333,0.13333333333333333,15,2,True
