game_id,run_1,run_2,run_3,greedy_t0
Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game4,Jacob,Zack,Jacob,No Werewolf
Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game5,Jacob,Jacob,Jacob,Jacob
Ego4D / 3ba069be-60fa-47fc-bd7b-f85bf649a5bd / Game1,No Werewolf,No Werewolf,Jessica,Jessica
Ego4D / 3ba069be-60fa-47fc-bd7b-f85bf649a5bd / Game2,Jessica,Kevin,Kaelan,No Werewolf
Ego4D / 3ba069be-60fa-47fc-bd7b-f85bf649a5bd / Game3,Jessica,Jessica,Jessica,Jessica
Ego4D / 3ba069be-60fa-47fc-bd7b-f85bf649a5bd / Game4,Daniel,Daniel,Daniel,Daniel
Ego4D / 3ba069be-60fa-47fc-bd7b-f85bf649a5bd / Game5,Daniel,Daniel,Daniel,Daniel
Ego4D / 3ba069be-60fa-47fc-bd7b-f85bf649a5bd / Game6,No Werewolf,No Werewolf,No Werewolf,No Werewolf
Ego4D / 62c4bc58-3776-4791-ac30-4c9ca5619503 / Game10,Daniel,No Werewolf,No Werewolf,No Werewolf
Ego4D / 62c4bc58-3776-4791-ac30-4c9ca5619503 / Game11,Kaelan,Kaelan,Kaelan,Kaelan
Ego4D / 62c4bc58-3776-4791-ac30-4c9ca5619503 / Game12,No Werewolf,No Werewolf,No Werewolf,No Werewolf
Ego4D / 62c4bc58-3776-4791-ac30-4c9ca5619503 / Game7,Kaelan,Kaelan,Jessica,Kaelan
Ego4D / 62c4bc58-3776-4791-ac30-4c9ca5619503 / Game8,Jessica,Kevin,No Werewolf,No Werewolf
Ego4D / 62c4bc58-3776-4791-ac30-4c9ca5619503 / Game9,No Werewolf,No Werewolf,Jessica,No Werewolf
Ego4D / 64076f60-f3fc-4ee6-93e1-3489d8ec7b12 / Game3,Jack,Jack,Hailey,No Werewolf
Ego4D / 698f6bbe-4347-4a06-bd5d-3482f5e4fbbe / Game1,James,Elliot,James,Elliot
Ego4D / 698f6bbe-4347-4a06-bd5d-3482f5e4fbbe / Game2,Sukeshi,Sukeshi,Sukeshi,Sukeshi
Ego4D / 698f6bbe-4347-4a06-bd5d-3482f5e4fbbe / Game3,Sukeshi,James,Chris,James
Youtube / Flashback##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#9 / Game1,Mitchell,Mitchell,Mitchell,Mitchell
Youtube / Flashback##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#9 / Game2,Paul,Paul,Paul,James
Youtube / Flashback##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#9 / Game3,James,James,James,James
Youtube / Flashback##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#9 / Game4,Laura,Laura,Justin,Justin
Youtube / Flashback##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#9 / Game5,Laura,Laura,Laura,Justin
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game1,Mitchell,Mitchell,Mitchell,Mitchell
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game10,Justin,Justin,Justin,Justin
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game2,Justin,Mitchell,Mitchell,Mitchell
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game3,Justin,Alvin,Justin,Justin
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game4,Justin,Justin,James,James
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game5,Mitchell,Mitchell,Mitchell,Mitchell
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game6,Justin,Justin,Justin,Justin
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game7,James,James,James,James
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game8,Mitchell,Mitchell,Justin,Justin
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game9,Mitchell,Mitchell,Mitchell,Mitchell
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game1,Justin,Justin,Justin,Justin
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game2,No Werewolf,Mitchell,Justin,No Werewolf
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game3,Justin,Justin,Justin,Justin
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game4,Mike,Mike,Mike,Mike
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game5,Justin,Justin,Justin,Justin
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game6,Dan,Dan,Mitchell,Justin
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game7,Justin,Caitlynn,Justin,Justin
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game8,Dan,Dan,Justin,Dan
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3 / Game2,Mike,Mike,Mike,Mike
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3 / Game3,Mitchell,James,James,Mitchell
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3 / Game4,Mike,Mike,Mike,Mike
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3 / Game5,Mitchell,Mitchell,Mitchell,Mitchell
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3 / Game6,Justin,Mitchell,Mike,Mike
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3 / Game7,Mitchell,Mitchell,Mitchell,Mitchell
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3 / Game8,Mike,Mitchell,James,James
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4 / Game10,Mitchell,Mitchell,Mitchell,Mitchell
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4 / Game11,Justin,Justin,Justin,Justin
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4 / Game3,Mitchell,Mitchell,Mitchell,Mitchell
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4 / Game4,Mitchell,Mitchell,Mitchell,Mitchell
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4 / Game5,Justin,Justin,Justin,Justin
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4 / Game6,Mitchell,Mitchell,Mitchell,Mitchell
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4 / Game7,Justin,Caitlynn,No Werewolf,Justin
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4 / Game9,Justin,Justin,Justin,Justin
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game1,Mitchell,Mitchell,Mitchell,Mitchell
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game2,Justin,Justin,Justin,Justin
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game3,Paul,Paul,Paul,Paul
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game4,No Werewolf,Justin,No Werewolf,No Werewolf
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game5,Mitchell,Justin,Justin,Justin
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game6,Justin,Justin,Paul,Paul
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game7,Justin,Justin,Justin,Justin
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game8,Paul,No Werewolf,Mitchell,Mitchell
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#-#Drinking#Play#Through / Game1,Jordan2,Meryl,Jordan2,Jordan2
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#-#Drinking#Play#Through / Game2,Haak,Haak,Haak,Jordan1
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#1##July#5th#2016 / Game2,Mike,Mike,Mike,Mike
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#10##November#6th#2016 / Game1,Mitchell,Mitchell,Mitchell,Mitchell
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#13##July#29th#2017 / Game1,Justin,Julie,No Werewolf,Mike
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#13##July#29th#2017 / Game2,Mitchell,Mitchell,Mitchell,Mitchell
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#13##July#29th#2017 / Game3,Justin,Justin,Justin,Justin
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#14##August#26th#2017 / Game1,Caitlynn,Justin,Caitlynn,Justin
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#14##August#26th#2017 / Game2,Justin,Justin,Justin,Mike
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#18##September#30th#2017 / Game1,Paul,Paul,Paul,Paul
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#26##January#20th#2018 / Game2,Meghan,Meghan,Meghan,Meghan
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#26##January#20th#2018 / Game3,Meghan,Justin,Meghan,Meghan
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#28##February#17th#2018 / Game1,Mitchell,Mitchell,Mitchell,Mitchell
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#28##February#17th#2018 / Game2,Mike,Mike,Mike,Mike
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#28##February#17th#2018 / Game3,Justin,Justin,Justin,Justin
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#30##February#17th#2018 / Game2,Mike,Paul,Paul,Paul
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#30##February#17th#2018 / Game4,Alysha,Alysha,Alysha,Alysha
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#34##March#24th#2018 / Game2,Mitchell,Mitchell,Mitchell,Mitchell
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#34##March#24th#2018 / Game3,Mitchell,Mitchell,Mitchell,Justin
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#37##April#21st#2018 / Game2,Mike,Mike,Mike,Mike
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#38##April#21st#2018 / Game3,Mike,James,James,James
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#38##April#21st#2018 / Game4,Mike,Mike,Mike,Mike
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#39##April#21st#2018 / Game3,James,James,Mitchell,Justin
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#4##July#14th#2016 / Game1,Justin,Justin,Justin,Justin
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#4##July#14th#2016 / Game2,Paul,Paul,Mitchell,Mitchell
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#4##July#14th#2016 / Game3,Paul,Paul,Paul,Paul
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#43##October#13th#2018 / Game1,Mitchell,Mitchell,Mitchell,Mitchell
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#43##October#13th#2018 / Game3,Mitchell,Justin,Mitchell,Justin
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#43##October#13th#2018 / Game4,Paul,No Werewolf,Paul,Paul
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018 / Game1,Justin,Justin,Justin,No Werewolf
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018 / Game2,Justin,Justin,Justin,Mike
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018 / Game3,Paul,Justin,Justin,Mitchell
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018 / Game4,Paul,Paul,Paul,Paul
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018 / Game5,Mitchell,Mitchell,Paul,Paul
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#45##October#13th#2018 / Game4,Justin,Mike,No Werewolf,No Werewolf
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#45##October#13th#2018 / Game6,Mike,Mike,Mitchell,Mitchell
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#5##October#29th#2016 / Game1,Mike,Mike,Mike,Mike
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#55##January#26th#2019 / Game3,Justin,Justin,Justin,Justin
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#6##November#6th#2016 / Game1,Caitlynn,Caitlynn,Caitlynn,Caitlynn
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#6##November#6th#2016 / Game2,Caitlynn,Caitlynn,Mitchell,Caitlynn
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#62##March#23rd#2019 / Game1,Justin,Paul,Mitchell,Justin
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#62##March#23rd#2019 / Game2,Justin,Paul,Justin,Paul
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#63##March#23rd#2019 / Game1,Justin,Mitchell,Justin,Justin
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#64##March#23rd#2019 / Game3,James,Justin,Justin,Justin
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#64##March#23rd#2019 / Game4,Paul,James,Paul,James
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#64##March#23rd#2019 / Game5,James,Justin,James,James
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#7##November#6th#2016 / Game1,Alana,Caitlynn,Caitlynn,No Werewolf
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#7##November#6th#2016 / Game2,Caitlynn,Caitlynn,Caitlynn,Caitlynn
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#7##November#6th#2016 / Game3,Mike,No Werewolf,Alana,No Werewolf
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#7##November#6th#2016 / Game4,Caitlynn,Caitlynn,Caitlynn,Caitlynn
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#8##November#6th#2016 / Game1,Mitchell,Mitchell,Mitchell,Mitchell
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#8##November#6th#2016 / Game4,Mike,Alana,Alana,Alana
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#83##October#15th#2019 / Game2,Mike,Mike,Mike,Mike
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#83##October#15th#2019 / Game3,Mike,Mike,Mike,Mike
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#86##November#9th#2019 / Game1,Mike,Mike,Paul,Mike
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#86##November#9th#2019 / Game3,Mitchell,Justin,Paul,Justin
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#86##November#9th#2019 / Game4,Mike,Mike,Mike,Mike
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#87##November#9th#2019 / Game1,Paul,Paul,Paul,Mitchell
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#87##November#9th#2019 / Game2,Justin,Paul,Justin,Justin
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#89##November#30th#2019 / Game2,Justin,Justin,Justin,Justin
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#89##November#30th#2019 / Game3,Mitchell,Mitchell,James,James
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#9##November#6th#2016 / Game1,Mitchell,Mitchell,Mitchell,No Werewolf
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#9##November#6th#2016 / Game2,Mike,Mike,Mike,Mike
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#9##November#6th#2016 / Game3,Mike,Mike,Mitchell,Mike
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#9##November#6th#2016 / Game4,Caitlynn,No Werewolf,Caitlynn,Caitlynn
Youtube / One#Night#Ultimate#Love#Letter##ONE#NIGHT#ULTIMATE#WEREWOLF / Game2,Mitchell,Mitchell,Mitchell,Mitchell
Youtube / One#Night#Ultimate#Love#Letter##ONE#NIGHT#ULTIMATE#WEREWOLF / Game3,Justin,Justin,Justin,Justin
Youtube / One#Night#Ultimate#Love#Letter##ONE#NIGHT#ULTIMATE#WEREWOLF / Game7,Justin,Justin,Justin,Justin
Youtube / One#Night#Ultimate#Werewolf#1#How-To#and#Playthrough / Game1,Dylan,Dylan,Dylan,Dan
Youtube / One#Night#Ultimate#Werewolf#2#The#Drunk / Game1,Audrey,Audrey,Dylan,Audrey
Youtube / One#Night#Ultimate#Werewolf#3#Insomniac / Game1,Brett,Brett,Brett,Brett
Youtube / One#Night#Ultimate#Werewolf#361#Classic#Werewolf / Game1,Dylan,Dylan,Dylan,Dylan
Youtube / One#Night#Ultimate#Werewolf#362#More#Classic#Werewolf / Game1,Pete,Pete,Pete,Pete
Youtube / One#Night#Ultimate#Werewolf#363#Even#More#Classic#Werewolf / Game1,Pete,Kelsey,Kelsey,Dylan
Youtube / One#Night#Ultimate#Werewolf#381#The#Hunt#Is#On / Game1,Brett,Brett,Brett,Brett
Youtube / One#Night#Ultimate#Werewolf#382#Game#100!! / Game1,No Werewolf,Dylan,Dustin,Dustin
Youtube / One#Night#Ultimate#Werewolf#491#Classic#Werewolf / Game1,Pete,Pete,Brett,Dustin
Youtube / One#Night#Ultimate#Werewolf#492#More#Classic#Werewolf / Game1,Pete,No Werewolf,Brett,No Werewolf
Youtube / One#Night#Ultimate#Werewolf#493#Even#More#Classic#Werewolf / Game1,Katie,Pete,Brett,Katie
Youtube / One#Night#Ultimate#Werewolf#531#Classic#ONUW / Game1,Brett,Brett,Brett,Brett
Youtube / One#Night#Ultimate#Werewolf#532#More#Classic#ONUW / Game1,DeAndre,DeAndre,DeAndre,DeAndre
Youtube / One#Night#Ultimate#Werewolf#533#Even#More#Classic#ONUW / Game1,DeAndre,DeAndre,DeAndre,DeAndre
Youtube / One#Night#Ultimate#Werewolf#GAME#NIGHT!! / Game2,Shane,Shane,Shane,Shane
Youtube / Retrovision##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#7 / Game1,Justin,Mike,Justin,Mike
Youtube / Retrovision##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#7 / Game2,Mike,Mike,Mike,Mike
Youtube / Retrovision##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#7 / Game3,Mitchell,Justin,Mitchell,Mike
Youtube / Retrovision##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#7 / Game4,Paul,Paul,Paul,Paul
Youtube / Retrovision##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#7 / Game5,Mike,Mike,Eric,Mike
Youtube / The#Return#of#the#King##ONE#NIGHT#ULTIMATE#WEREWOLF / Game5,Mitchell,Paul,Paul,Mitchell
Youtube / The#Return#of#the#King##ONE#NIGHT#ULTIMATE#WEREWOLF / Game6,Justin,Paul,Paul,Justin
Youtube / The#Return#of#the#King##ONE#NIGHT#ULTIMATE#WEREWOLF / Game7,Justin,Tyler,Justin,Justin
Youtube / Visions#from#2016##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#11 / Game1,Paul,James,Paul,Paul
Youtube / Visions#from#2016##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#11 / Game2,No Werewolf,Paul,Paul,Paul
Youtube / Visions#from#2016##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#11 / Game3,Laura,Laura,Laura,Laura
Youtube / Visions#from#2016##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#11 / Game4,Paul,Paul,Paul,Paul
Youtube / Visions#from#2016##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#11 / Game5,James,Mitchell,James,Mitchell
Youtube / Way#Way#Back##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#10 / Game1,Justin,Justin,Laura,Laura
Youtube / Way#Way#Back##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#10 / Game2,James,Mitchell,James,James
Youtube / Way#Way#Back##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#10 / Game3,Laura,Laura,Laura,Laura
Youtube / Way#Way#Back##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#10 / Game4,Paul,Paul,Paul,Paul
Youtube / Way#Way#Back##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#10 / Game5,Laura,Laura,Laura,Laura
Youtube / Ye#Olde#Times##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#8 / Game1,Justin,Justin,Justin,Justin
Youtube / Ye#Olde#Times##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#8 / Game2,Mike,Mike,Justin,Mike
Youtube / Ye#Olde#Times##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#8 / Game3,Paul,Paul,Paul,Paul
Youtube / Ye#Olde#Times##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#8 / Game4,Mitchell,Mike,Mitchell,Mitchell
