feature,half,key,player,numerator_col,denominator_col
call_for_action,late,"('Youtube', 'one night ultimate werewolf retro 4', 'game3')",James,call_for_action_late,turns_late
call_for_action,late,"('Youtube', 'one night ultimate werewolf retro 4', 'game6')",Caitlynn,call_for_action_late,turns_late
call_for_action,late,"('Youtube', 'one night ultimate werewolf - drinking play through', 'game1')",Jordan1,call_for_action_late,turns_late
call_for_action,late,"('Youtube', 'one night ultimate werewolf - drinking play through', 'game1')",Jordan2,call_for_action_late,turns_late
call_for_action,late,"('Youtube', 'one night ultimate werewolf - drinking play through', 'game2')",Jordan1,call_for_action_late,turns_late
call_for_action,late,"('Youtube', 'one night ultimate werewolf - drinking play through', 'game2')",Jordan2,call_for_action_late,turns_late
call_for_action,late,"('Youtube', 'one night ultimate werewolf 44 october 13th 2018', 'game4')",Mike,call_for_action_late,turns_late
werewolf_accusations_made,overall,"('Youtube', 'one night ultimate werewolf retro 4', 'game3')",Caitlynn,werewolf_accusations_made,turns
werewolf_accusations_made,overall,"('Youtube', 'one night ultimate werewolf retro 4', 'game6')",Caitlynn,werewolf_accusations_made,turns
werewolf_accusations_made,overall,"('Youtube', 'one night ultimate werewolf - drinking play through', 'game1')",Jordan1,werewolf_accusations_made,turns
werewolf_accusations_made,overall,"('Youtube', 'one night ultimate werewolf - drinking play through', 'game1')",Jordan2,werewolf_accusations_made,turns
werewolf_accusations_made,overall,"('Youtube', 'one night ultimate werewolf - drinking play through', 'game2')",Jordan1,werewolf_accusations_made,turns
werewolf_accusations_made,overall,"('Youtube', 'one night ultimate werewolf - drinking play through', 'game2')",Jordan2,werewolf_accusations_made,turns
werewolf_accusations_made,early,"('Ego4D', '0c2659db-7bd4-4b37-9b08-4e247befe382', 'game8')",Sian,werewolf_accusations_made_early,turns_early
werewolf_accusations_made,early,"('Ego4D', '1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce', 'game7')",Zack,werewolf_accusations_made_early,turns_early
werewolf_accusations_made,early,"('Youtube', 'one night ultimate werewolf retro 2', 'game3')",Dan,werewolf_accusations_made_early,turns_early
werewolf_accusations_made,early,"('Youtube', 'one night ultimate werewolf retro 4', 'game3')",Caitlynn,werewolf_accusations_made_early,turns_early
werewolf_accusations_made,early,"('Youtube', 'one night ultimate werewolf retro 4', 'game6')",Caitlynn,werewolf_accusations_made_early,turns_early
werewolf_accusations_made,early,"('Youtube', 'one night ultimate werewolf - drinking play through', 'game1')",Jordan1,werewolf_accusations_made_early,turns_early
werewolf_accusations_made,early,"('Youtube', 'one night ultimate werewolf - drinking play through', 'game1')",Jordan2,werewolf_accusations_made_early,turns_early
werewolf_accusations_made,early,"('Youtube', 'one night ultimate werewolf - drinking play through', 'game2')",Jordan1,werewolf_accusations_made_early,turns_early
werewolf_accusations_made,early,"('Youtube', 'one night ultimate werewolf - drinking play through', 'game2')",Jordan2,werewolf_accusations_made_early,turns_early
werewolf_accusations_made,late,"('Ego4D', '698f6bbe-4347-4a06-bd5d-3482f5e4fbbe', 'game3')",Sian,werewolf_accusations_made_late,turns_late
werewolf_accusations_made,late,"('Youtube', 'flashback one night ultimate werewolf retro 9', 'game3')",James,werewolf_accusations_made_late,turns_late
werewolf_accusations_made,late,"('Youtube', 'one night ultimate werewolf retro 4', 'game3')",Caitlynn,werewolf_accusations_made_late,turns_late
werewolf_accusations_made,late,"('Youtube', 'one night ultimate werewolf retro 4', 'game3')",James,werewolf_accusations_made_late,turns_late
werewolf_accusations_made,late,"('Youtube', 'one night ultimate werewolf retro 4', 'game6')",Caitlynn,werewolf_accusations_made_late,turns_late
werewolf_accusations_made,late,"('Youtube', 'one night ultimate werewolf - drinking play through', 'game1')",Jordan1,werewolf_accusations_made_late,turns_late
werewolf_accusations_made,late,"('Youtube', 'one night ultimate werewolf - drinking play through', 'game1')",Jordan2,werewolf_accusations_made_late,turns_late
werewolf_accusations_made,late,"('Youtube', 'one night ultimate werewolf - drinking play through', 'game2')",Jordan1,werewolf_accusations_made_late,turns_late
werewolf_accusations_made,late,"('Youtube', 'one night ultimate werewolf - drinking play through', 'game2')",Jordan2,werewolf_accusations_made_late,turns_late
werewolf_accusations_made,late,"('Youtube', 'one night ultimate werewolf 44 october 13th 2018', 'game4')",Mike,werewolf_accusations_made_late,turns_late
deception_accusations_made,overall,"('Youtube', 'one night ultimate werewolf retro 4', 'game3')",Caitlynn,deception_accusations_made,turns
deception_accusations_made,overall,"('Youtube', 'one night ultimate werewolf retro 4', 'game6')",Caitlynn,deception_accusations_made,turns
deception_accusations_made,overall,"('Youtube', 'one night ultimate werewolf - drinking play through', 'game1')",Jordan1,deception_accusations_made,turns
deception_accusations_made,overall,"('Youtube', 'one night ultimate werewolf - drinking play through', 'game1')",Jordan2,deception_accusations_made,turns
deception_accusations_made,overall,"('Youtube', 'one night ultimate werewolf - drinking play through', 'game2')",Jordan1,deception_accusations_made,turns
deception_accusations_made,overall,"('Youtube', 'one night ultimate werewolf - drinking play through', 'game2')",Jordan2,deception_accusations_made,turns
deception_accusations_made,early,"('Ego4D', '0c2659db-7bd4-4b37-9b08-4e247befe382', 'game8')",Sian,deception_accusations_made_early,turns_early
deception_accusations_made,early,"('Ego4D', '1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce', 'game7')",Zack,deception_accusations_made_early,turns_early
deception_accusations_made,early,"('Youtube', 'one night ultimate werewolf retro 2', 'game3')",Dan,deception_accusations_made_early,turns_early
deception_accusations_made,early,"('Youtube', 'one night ultimate werewolf retro 4', 'game3')",Caitlynn,deception_accusations_made_early,turns_early
deception_accusations_made,early,"('Youtube', 'one night ultimate werewolf retro 4', 'game6')",Caitlynn,deception_accusations_made_early,turns_early
deception_accusations_made,early,"('Youtube', 'one night ultimate werewolf - drinking play through', 'game1')",Jordan1,deception_accusations_made_early,turns_early
deception_accusations_made,early,"('Youtube', 'one night ultimate werewolf - drinking play through', 'game1')",Jordan2,deception_accusations_made_early,turns_early
deception_accusations_made,early,"('Youtube', 'one night ultimate werewolf - drinking play through', 'game2')",Jordan1,deception_accusations_made_early,turns_early
deception_accusations_made,early,"('Youtube', 'one night ultimate werewolf - drinking play through', 'game2')",Jordan2,deception_accusations_made_early,turns_early
deception_accusations_made,late,"('Ego4D', '698f6bbe-4347-4a06-bd5d-3482f5e4fbbe', 'game3')",Sian,deception_accusations_made_late,turns_late
deception_accusations_made,late,"('Youtube', 'flashback one night ultimate werewolf retro 9', 'game3')",James,deception_accusations_made_late,turns_late
deception_accusations_made,late,"('Youtube', 'one night ultimate werewolf retro 4', 'game3')",Caitlynn,deception_accusations_made_late,turns_late
deception_accusations_made,late,"('Youtube', 'one night ultimate werewolf retro 4', 'game3')",James,deception_accusations_made_late,turns_late
deception_accusations_made,late,"('Youtube', 'one night ultimate werewolf retro 4', 'game6')",Caitlynn,deception_accusations_made_late,turns_late
deception_accusations_made,late,"('Youtube', 'one night ultimate werewolf - drinking play through', 'game1')",Jordan1,deception_accusations_made_late,turns_late
deception_accusations_made,late,"('Youtube', 'one night ultimate werewolf - drinking play through', 'game1')",Jordan2,deception_accusations_made_late,turns_late
deception_accusations_made,late,"('Youtube', 'one night ultimate werewolf - drinking play through', 'game2')",Jordan1,deception_accusations_made_late,turns_late
deception_accusations_made,late,"('Youtube', 'one night ultimate werewolf - drinking play through', 'game2')",Jordan2,deception_accusations_made_late,turns_late
deception_accusations_made,late,"('Youtube', 'one night ultimate werewolf 44 october 13th 2018', 'game4')",Mike,deception_accusations_made_late,turns_late
claims_werewolf,overall,"('Youtube', 'one night ultimate werewolf retro 4', 'game3')",Caitlynn,claims_werewolf,turns
claims_werewolf,overall,"('Youtube', 'one night ultimate werewolf retro 4', 'game6')",Caitlynn,claims_werewolf,turns
claims_werewolf,overall,"('Youtube', 'one night ultimate werewolf - drinking play through', 'game1')",Jordan1,claims_werewolf,turns
claims_werewolf,overall,"('Youtube', 'one night ultimate werewolf - drinking play through', 'game1')",Jordan2,claims_werewolf,turns
claims_werewolf,overall,"('Youtube', 'one night ultimate werewolf - drinking play through', 'game2')",Jordan1,claims_werewolf,turns
claims_werewolf,overall,"('Youtube', 'one night ultimate werewolf - drinking play through', 'game2')",Jordan2,claims_werewolf,turns
claims_werewolf,early,"('Ego4D', '0c2659db-7bd4-4b37-9b08-4e247befe382', 'game8')",Sian,claims_werewolf_early,turns_early
claims_werewolf,early,"('Ego4D', '1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce', 'game7')",Zack,claims_werewolf_early,turns_early
claims_werewolf,early,"('Youtube', 'one night ultimate werewolf retro 2', 'game3')",Dan,claims_werewolf_early,turns_early
claims_werewolf,early,"('Youtube', 'one night ultimate werewolf retro 4', 'game3')",Caitlynn,claims_werewolf_early,turns_early
claims_werewolf,early,"('Youtube', 'one night ultimate werewolf retro 4', 'game6')",Caitlynn,claims_werewolf_early,turns_early
claims_werewolf,early,"('Youtube', 'one night ultimate werewolf - drinking play through', 'game1')",Jordan1,claims_werewolf_early,turns_early
claims_werewolf,early,"('Youtube', 'one night ultimate werewolf - drinking play through', 'game1')",Jordan2,claims_werewolf_early,turns_early
claims_werewolf,early,"('Youtube', 'one night ultimate werewolf - drinking play through', 'game2')",Jordan1,claims_werewolf_early,turns_early
claims_werewolf,early,"('Youtube', 'one night ultimate werewolf - drinking play through', 'game2')",Jordan2,claims_werewolf_early,turns_early
claims_werewolf,late,"('Ego4D', '698f6bbe-4347-4a06-bd5d-3482f5e4fbbe', 'game3')",Sian,claims_werewolf_late,turns_late
claims_werewolf,late,"('Youtube', 'flashback one night ultimate werewolf retro 9', 'game3')",James,claims_werewolf_late,turns_late
claims_werewolf,late,"('Youtube', 'one night ultimate werewolf retro 4', 'game3')",Caitlynn,claims_werewolf_late,turns_late
claims_werewolf,late,"('Youtube', 'one night ultimate werewolf retro 4', 'game3')",James,claims_werewolf_late,turns_late
claims_werewolf,late,"('Youtube', 'one night ultimate werewolf retro 4', 'game6')",Caitlynn,claims_werewolf_late,turns_late
claims_werewolf,late,"('Youtube', 'one night ultimate werewolf - drinking play through', 'game1')",Jordan1,claims_werewolf_late,turns_late
claims_werewolf,late,"('Youtube', 'one night ultimate werewolf - drinking play through', 'game1')",Jordan2,claims_werewolf_late,turns_late
claims_werewolf,late,"('Youtube', 'one night ultimate werewolf - drinking play through', 'game2')",Jordan1,claims_werewolf_late,turns_late
claims_werewolf,late,"('Youtube', 'one night ultimate werewolf - drinking play through', 'game2')",Jordan2,claims_werewolf_late,turns_late
claims_werewolf,late,"('Youtube', 'one night ultimate werewolf 44 october 13th 2018', 'game4')",Mike,claims_werewolf_late,turns_late
claims_tanner,overall,"('Youtube', 'one night ultimate werewolf retro 4', 'game3')",Caitlynn,claims_tanner,turns
claims_tanner,overall,"('Youtube', 'one night ultimate werewolf retro 4', 'game6')",Caitlynn,claims_tanner,turns
claims_tanner,overall,"('Youtube', 'one night ultimate werewolf - drinking play through', 'game1')",Jordan1,claims_tanner,turns
claims_tanner,overall,"('Youtube', 'one night ultimate werewolf - drinking play through', 'game1')",Jordan2,claims_tanner,turns
claims_tanner,overall,"('Youtube', 'one night ultimate werewolf - drinking play through', 'game2')",Jordan1,claims_tanner,turns
claims_tanner,overall,"('Youtube', 'one night ultimate werewolf - drinking play through', 'game2')",Jordan2,claims_tanner,turns
claims_tanner,early,"('Ego4D', '0c2659db-7bd4-4b37-9b08-4e247befe382', 'game8')",Sian,claims_tanner_early,turns_early
claims_tanner,early,"('Ego4D', '1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce', 'game7')",Zack,claims_tanner_early,turns_early
claims_tanner,early,"('Youtube', 'one night ultimate werewolf retro 2', 'game3')",Dan,claims_tanner_early,turns_early
