game_id,run_1,run_2,run_3,greedy_t0,stochastic_majority_vote,has_stochastic_majority,stochastic_majority_correct,agreement_type,greedy_vote,greedy_in_stochastic_vote_set,greedy_matches_stochastic_majority,greedy_correct
Ego4D / 62c4bc58-3776-4791-ac30-4c9ca5619503 / Game11,Kaelan,Jessica,Kaelan,No Werewolf,Kaelan,True,False,two_vs_one,No Werewolf,False,False,False
Ego4D / 62c4bc58-3776-4791-ac30-4c9ca5619503 / Game12,No Werewolf,Daniel,No Werewolf,No Werewolf,No Werewolf,True,True,two_vs_one,No Werewolf,True,True,True
Ego4D / 62c4bc58-3776-4791-ac30-4c9ca5619503 / Game7,Jessica,Jessica,Jessica,Kevin,Jessica,True,True,unanimous,Kevin,False,False,False
Ego4D / 62c4bc58-3776-4791-ac30-4c9ca5619503 / Game8,No Werewolf,Jessica,No Werewolf,No Werewolf,No Werewolf,True,True,two_vs_one,No Werewolf,True,True,True
Ego4D / 62c4bc58-3776-4791-ac30-4c9ca5619503 / Game9,No Werewolf,No Werewolf,No Werewolf,No Werewolf,No Werewolf,True,False,unanimous,No Werewolf,True,True,False
Ego4D / 64076f60-f3fc-4ee6-93e1-3489d8ec7b12 / Game3,Jack,Hailey,No Werewolf,Jack,,False,,all_different,Jack,True,False,False
Ego4D / 698f6bbe-4347-4a06-bd5d-3482f5e4fbbe / Game1,Elliot,No Werewolf,Elliot,Elliot,Elliot,True,True,two_vs_one,Elliot,True,True,True
Ego4D / 698f6bbe-4347-4a06-bd5d-3482f5e4fbbe / Game2,Sukeshi,Sukeshi,Sukeshi,Sukeshi,Sukeshi,True,True,unanimous,Sukeshi,True,True,True
Ego4D / 698f6bbe-4347-4a06-bd5d-3482f5e4fbbe / Game3,Sukeshi,Sukeshi,James,No Werewolf,Sukeshi,True,False,two_vs_one,No Werewolf,False,False,False
Youtube / Flashback##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#9 / Game1,Mitchell,Mitchell,Mitchell,Mitchell,Mitchell,True,False,unanimous,Mitchell,True,True,False
Youtube / Flashback##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#9 / Game2,Laura,Mitchell,Paul,Mitchell,,False,,all_different,Mitchell,True,False,False
Youtube / Flashback##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#9 / Game3,James,No Werewolf,Mitchell,Mitchell,,False,,all_different,Mitchell,True,False,True
Youtube / Flashback##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#9 / Game4,No Werewolf,No Werewolf,No Werewolf,Laura,No Werewolf,True,True,unanimous,Laura,False,False,False
Youtube / Flashback##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#9 / Game5,Laura,Laura,Mitchell,Mitchell,Laura,True,True,two_vs_one,Mitchell,True,False,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game1,Mitchell,Mitchell,Mitchell,Mitchell,Mitchell,True,True,unanimous,Mitchell,True,True,True
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game10,Justin,Justin,Mitchell,Mitchell,Justin,True,False,two_vs_one,Mitchell,True,False,True
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game2,Mitchell,Mitchell,James,No Werewolf,Mitchell,True,False,two_vs_one,No Werewolf,False,False,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game3,Justin,Justin,No Werewolf,Alvin,Justin,True,False,two_vs_one,Alvin,False,False,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game4,James,Mitchell,James,James,James,True,False,two_vs_one,James,True,True,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game5,Mitchell,Mitchell,Mitchell,Mitchell,Mitchell,True,True,unanimous,Mitchell,True,True,True
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game6,Justin,Justin,Justin,Justin,Justin,True,True,unanimous,Justin,True,True,True
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game7,James,James,James,James,James,True,True,unanimous,James,True,True,True
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game8,Alvin,No Werewolf,Mitchell,No Werewolf,,False,,all_different,No Werewolf,True,False,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game9,Mitchell,Mitchell,Mitchell,Mitchell,Mitchell,True,True,unanimous,Mitchell,True,True,True
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game1,Caitlynn,Caitlynn,Caitlynn,Caitlynn,Caitlynn,True,True,unanimous,Caitlynn,True,True,True
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game2,No Werewolf,No Werewolf,No Werewolf,No Werewolf,No Werewolf,True,True,unanimous,No Werewolf,True,True,True
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game4,Mike,Mike,Mike,Mike,Mike,True,True,unanimous,Mike,True,True,True
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game5,Justin,Justin,Justin,Justin,Justin,True,False,unanimous,Justin,True,True,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game6,Mitchell,Mitchell,Mitchell,Mitchell,Mitchell,True,False,unanimous,Mitchell,True,True,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game7,Caitlynn,Caitlynn,Caitlynn,Caitlynn,Caitlynn,True,True,unanimous,Caitlynn,True,True,True
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game8,Dan,Dan,Justin,Justin,Dan,True,True,two_vs_one,Justin,True,False,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3 / Game2,Mike,No Werewolf,Mike,Mike,Mike,True,False,two_vs_one,Mike,True,True,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3 / Game4,Mitchell,No Werewolf,Mike,Mike,,False,,all_different,Mike,True,False,True
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3 / Game5,Mitchell,Mitchell,Mitchell,James,Mitchell,True,False,unanimous,James,False,False,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3 / Game6,Mike,Mike,Mike,Mike,Mike,True,True,unanimous,Mike,True,True,True
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3 / Game7,Mitchell,Mitchell,Mitchell,Mitchell,Mitchell,True,True,unanimous,Mitchell,True,True,True
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3 / Game8,No Werewolf,No Werewolf,No Werewolf,No Werewolf,No Werewolf,True,True,unanimous,No Werewolf,True,True,True
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4 / Game10,Mitchell,No Werewolf,No Werewolf,Mitchell,No Werewolf,True,False,two_vs_one,Mitchell,True,False,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4 / Game11,Mitchell,Mitchell,Justin,Mitchell,Mitchell,True,False,two_vs_one,Mitchell,True,True,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4 / Game3,Mitchell,Mitchell,Mitchell,Mitchell,Mitchell,True,True,unanimous,Mitchell,True,True,True
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4 / Game4,Mitchell,Mitchell,Mitchell,Mitchell,Mitchell,True,False,unanimous,Mitchell,True,True,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4 / Game5,Justin,Justin,Justin,Justin,Justin,True,False,unanimous,Justin,True,True,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4 / Game6,Mitchell,Mitchell,No Werewolf,Mitchell,Mitchell,True,False,two_vs_one,Mitchell,True,True,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4 / Game7,Caitlynn,Caitlynn,Caitlynn,No Werewolf,Caitlynn,True,False,unanimous,No Werewolf,False,False,True
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4 / Game9,Justin,Justin,Justin,Justin,Justin,True,False,unanimous,Justin,True,True,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game1,No Werewolf,Mitchell,Mitchell,Mitchell,Mitchell,True,False,two_vs_one,Mitchell,True,True,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game2,Mitchell,No Werewolf,No Werewolf,Justin,No Werewolf,True,False,two_vs_one,Justin,False,False,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game3,Paul,No Werewolf,Paul,Paul,Paul,True,True,two_vs_one,Paul,True,True,True
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game4,No Werewolf,Paul,No Werewolf,No Werewolf,No Werewolf,True,True,two_vs_one,No Werewolf,True,True,True
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game5,Justin,Justin,Mitchell,Justin,Justin,True,True,two_vs_one,Justin,True,True,True
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game6,No Werewolf,No Werewolf,No Werewolf,No Werewolf,No Werewolf,True,False,unanimous,No Werewolf,True,True,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game7,Paul,Paul,Justin,Justin,Paul,True,True,two_vs_one,Justin,True,False,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game8,No Werewolf,Justin,Mitchell,No Werewolf,,False,,all_different,No Werewolf,True,False,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#-#Drinking#Play#Through / Game1,Meryl,Jordan1,Jordan2,Jordan2,,False,,all_different,Jordan2,True,False,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#-#Drinking#Play#Through / Game2,Haak,Jordan2,No Werewolf,Jordan2,,False,,all_different,Jordan2,True,False,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#1##July#5th#2016 / Game2,Mike,Mike,Mike,Mike,Mike,True,False,unanimous,Mike,True,True,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#10##November#6th#2016 / Game1,Mitchell,No Werewolf,Mitchell,Mitchell,Mitchell,True,False,two_vs_one,Mitchell,True,True,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#13##July#29th#2017 / Game1,Mike,Justin,Mike,Julie,Mike,True,True,two_vs_one,Julie,False,False,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#13##July#29th#2017 / Game2,Mitchell,Mitchell,No Werewolf,Mitchell,Mitchell,True,True,two_vs_one,Mitchell,True,True,True
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#13##July#29th#2017 / Game3,Justin,Justin,Justin,Justin,Justin,True,False,unanimous,Justin,True,True,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#14##August#26th#2017 / Game1,Caitlynn,Justin,Caitlynn,Justin,Caitlynn,True,True,two_vs_one,Justin,True,False,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#14##August#26th#2017 / Game2,Justin,Justin,Justin,Justin,Justin,True,True,unanimous,Justin,True,True,True
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#18##September#30th#2017 / Game1,Paul,Paul,No Werewolf,Paul,Paul,True,False,two_vs_one,Paul,True,True,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#26##January#20th#2018 / Game2,Meghan,Meghan,Meghan,Meghan,Meghan,True,True,unanimous,Meghan,True,True,True
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#26##January#20th#2018 / Game3,Meghan,Meghan,Meghan,Meghan,Meghan,True,True,unanimous,Meghan,True,True,True
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#28##February#17th#2018 / Game1,Mitchell,Mitchell,Mitchell,Mitchell,Mitchell,True,True,unanimous,Mitchell,True,True,True
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#28##February#17th#2018 / Game2,Mike,Mike,Mike,Mike,Mike,True,False,unanimous,Mike,True,True,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#28##February#17th#2018 / Game3,Justin,Justin,Justin,Justin,Justin,True,False,unanimous,Justin,True,True,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#30##February#17th#2018 / Game4,No Werewolf,Alysha,No Werewolf,Alysha,No Werewolf,True,False,two_vs_one,Alysha,True,False,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#34##March#24th#2018 / Game3,No Werewolf,Mitchell,No Werewolf,No Werewolf,No Werewolf,True,False,two_vs_one,No Werewolf,True,True,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#37##April#21st#2018 / Game2,No Werewolf,Mitchell,Mike,Mike,,False,,all_different,Mike,True,False,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#38##April#21st#2018 / Game3,Mike,James,Mike,James,Mike,True,True,two_vs_one,James,True,False,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#38##April#21st#2018 / Game4,No Werewolf,Mike,Mike,Mike,Mike,True,False,two_vs_one,Mike,True,True,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#39##April#21st#2018 / Game3,Mike,Justin,No Werewolf,No Werewolf,,False,,all_different,No Werewolf,True,False,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#4##July#14th#2016 / Game1,No Werewolf,Mitchell,Justin,Justin,,False,,all_different,Justin,True,False,True
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#4##July#14th#2016 / Game2,No Werewolf,Mike,Paul,Mitchell,,False,,all_different,Mitchell,False,False,True
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#4##July#14th#2016 / Game3,No Werewolf,No Werewolf,Mitchell,Mitchell,No Werewolf,True,True,two_vs_one,Mitchell,True,False,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#43##October#13th#2018 / Game1,Mitchell,Mitchell,Mitchell,Mitchell,Mitchell,True,True,unanimous,Mitchell,True,True,True
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#43##October#13th#2018 / Game3,Justin,Justin,Justin,Justin,Justin,True,False,unanimous,Justin,True,True,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#43##October#13th#2018 / Game4,Mike,Mike,Paul,No Werewolf,Mike,True,False,two_vs_one,No Werewolf,False,False,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018 / Game1,No Werewolf,No Werewolf,Mitchell,Mitchell,No Werewolf,True,False,two_vs_one,Mitchell,True,False,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018 / Game2,Justin,Justin,Justin,Justin,Justin,True,True,unanimous,Justin,True,True,True
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018 / Game3,Justin,No Werewolf,Mitchell,No Werewolf,,False,,all_different,No Werewolf,True,False,True
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018 / Game4,No Werewolf,No Werewolf,No Werewolf,Paul,No Werewolf,True,True,unanimous,Paul,False,False,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018 / Game5,Mitchell,Mitchell,Mitchell,Mitchell,Mitchell,True,False,unanimous,Mitchell,True,True,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#45##October#13th#2018 / Game4,Justin,No Werewolf,Justin,Justin,Justin,True,False,two_vs_one,Justin,True,True,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#45##October#13th#2018 / Game6,Mitchell,No Werewolf,No Werewolf,No Werewolf,No Werewolf,True,True,two_vs_one,No Werewolf,True,True,True
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#5##October#29th#2016 / Game1,Chris,Chris,Chris,Chris,Chris,True,True,unanimous,Chris,True,True,True
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#55##January#26th#2019 / Game3,No Werewolf,No Werewolf,No Werewolf,No Werewolf,No Werewolf,True,False,unanimous,No Werewolf,True,True,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#6##November#6th#2016 / Game1,Caitlynn,Caitlynn,Mitchell,Caitlynn,Caitlynn,True,False,two_vs_one,Caitlynn,True,True,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#6##November#6th#2016 / Game2,Mitchell,Mitchell,Mitchell,Mitchell,Mitchell,True,False,unanimous,Mitchell,True,True,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#62##March#23rd#2019 / Game1,Paul,James,Mitchell,No Werewolf,,False,,all_different,No Werewolf,False,False,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#62##March#23rd#2019 / Game2,James,James,No Werewolf,Mitchell,James,True,False,two_vs_one,Mitchell,False,False,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#63##March#23rd#2019 / Game1,Justin,Justin,Justin,Justin,Justin,True,False,unanimous,Justin,True,True,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#64##March#23rd#2019 / Game3,James,James,James,James,James,True,True,unanimous,James,True,True,True
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#64##March#23rd#2019 / Game4,Paul,Paul,Paul,Paul,Paul,True,True,unanimous,Paul,True,True,True
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#64##March#23rd#2019 / Game5,James,James,No Werewolf,James,James,True,False,two_vs_one,James,True,True,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#7##November#6th#2016 / Game1,Alana,Alana,Mitchell,Mitchell,Alana,True,True,two_vs_one,Mitchell,True,False,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#7##November#6th#2016 / Game2,Caitlynn,Caitlynn,Caitlynn,Caitlynn,Caitlynn,True,False,unanimous,Caitlynn,True,True,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#7##November#6th#2016 / Game3,Mitchell,Mitchell,No Werewolf,Mitchell,Mitchell,True,True,two_vs_one,Mitchell,True,True,True
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#7##November#6th#2016 / Game4,Caitlynn,Mitchell,Mitchell,Mitchell,Mitchell,True,True,two_vs_one,Mitchell,True,True,True
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#8##November#6th#2016 / Game1,Mitchell,Mitchell,Mitchell,No Werewolf,Mitchell,True,False,unanimous,No Werewolf,False,False,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#8##November#6th#2016 / Game4,Alana,Mike,Mike,No Werewolf,Mike,True,False,two_vs_one,No Werewolf,False,False,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#83##October#15th#2019 / Game2,Caitlynn,Mike,Mike,No Werewolf,Mike,True,False,two_vs_one,No Werewolf,False,False,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#83##October#15th#2019 / Game3,Mike,Mike,Mike,Mike,Mike,True,False,unanimous,Mike,True,True,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#86##November#9th#2019 / Game1,No Werewolf,No Werewolf,No Werewolf,No Werewolf,No Werewolf,True,False,unanimous,No Werewolf,True,True,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#86##November#9th#2019 / Game3,Mitchell,Mitchell,Mitchell,Mitchell,Mitchell,True,False,unanimous,Mitchell,True,True,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#86##November#9th#2019 / Game4,Mike,Mike,Mike,Mike,Mike,True,True,unanimous,Mike,True,True,True
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#87##November#9th#2019 / Game1,No Werewolf,Mitchell,Mitchell,No Werewolf,Mitchell,True,False,two_vs_one,No Werewolf,True,False,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#87##November#9th#2019 / Game2,Justin,Mitchell,No Werewolf,Justin,,False,,all_different,Justin,True,False,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#89##November#30th#2019 / Game2,Justin,Justin,Justin,Justin,Justin,True,True,unanimous,Justin,True,True,True
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#89##November#30th#2019 / Game3,Mitchell,Mitchell,Mitchell,Mitchell,Mitchell,True,True,unanimous,Mitchell,True,True,True
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#9##November#6th#2016 / Game1,Caitlynn,Mitchell,Mitchell,Mitchell,Mitchell,True,False,two_vs_one,Mitchell,True,True,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#9##November#6th#2016 / Game2,Mike,Mike,Mike,No Werewolf,Mike,True,False,unanimous,No Werewolf,False,False,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#9##November#6th#2016 / Game3,No Werewolf,Mitchell,Mitchell,Mitchell,Mitchell,True,False,two_vs_one,Mitchell,True,True,False
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#9##November#6th#2016 / Game4,No Werewolf,No Werewolf,Alana,No Werewolf,No Werewolf,True,False,two_vs_one,No Werewolf,True,True,False
Youtube / One#Night#Ultimate#Love#Letter##ONE#NIGHT#ULTIMATE#WEREWOLF / Game2,Mitchell,Mitchell,Mitchell,Mitchell,Mitchell,True,True,unanimous,Mitchell,True,True,True
Youtube / One#Night#Ultimate#Love#Letter##ONE#NIGHT#ULTIMATE#WEREWOLF / Game3,Tyler,Justin,Tyler,Justin,Tyler,True,True,two_vs_one,Justin,True,False,True
Youtube / One#Night#Ultimate#Love#Letter##ONE#NIGHT#ULTIMATE#WEREWOLF / Game7,Paul,Justin,Paul,No Werewolf,Paul,True,False,two_vs_one,No Werewolf,False,False,False
Youtube / One#Night#Ultimate#Werewolf#1#How-To#and#Playthrough / Game1,Brett,Audrey,Brett,No Werewolf,Brett,True,False,two_vs_one,No Werewolf,False,False,False
